"1" "2" "10" "100" "500" "1000"
"1" 0.176404719195796 0.115499743483322 0.0901190172877298 0.199273893622464 0.179793055489969 0.185501534305927
"2" 0.0305088416955749 0.0898445744719902 0.193925110608848 0.155962871986506 0.233811704817877 0.181049483678451
"3" 0.106310320356647 0.151562622190366 0.181053648758636 0.2143817065416 0.184051698992303 0.181049483678451
"4" 0.20249113887714 0.13978010420579 0.17949053639543 0.245803643060626 0.231245609659845 0.180014521346668
"5" 0.152733982936967 0.182490365866676 0.297506292936737 0.207205443346314 0.185501534305927 0.206387167492917
"6" 0.048924833270485 0.104813880999575 0.201002721225866 0.228386682933681 0.206387167492917 0.219416910926974
"7" 0.0676200399383639 0.0942546485561402 0.129599023929973 0.177972488632771 0.20553067269587 0.219416910926974
"8" 0.0797547024845568 0.188870193030111 0.224056769125388 0.161046394957157 0.185501534305927 0.185501534305927
"9" 0.0828872993471323 0.147458672396935 0.288433886931352 0.195133078286651 0.205471596610399 0.231245609659845
"10" 0.0968017025425931 0.19403846038918 0.193889455819796 0.1972613825103 0.227825359148656 0.206470318282642
"11" 0.159658103846353 0.172032354788429 0.202413933754753 0.205447622431038 0.205751050883784 0.185501534305927
"12" 0.186186464585559 0.11686567139246 0.20338488630408 0.189335454879331 0.200988252599081 0.210346895386204
"13" 0.194113270174914 0.0542846744221262 0.185925571857523 0.193960023996591 0.188034392042724 0.205472527833692
"14" 0.272448150268911 0.235037573580193 0.199435949046978 0.224509039779326 0.21103426600903 0.206470318282642
"15" 0.136948643511972 0.134465664759189 0.128961236044598 0.217324971921654 0.185501534305927 0.219416910926974
"16" 0.150278590290851 0.178820926506032 0.157879923829382 0.182463038380601 0.237856766877702 0.185501534305927
"17" -0.00348228984670089 0.209253774354697 0.19007145948464 0.220933681727465 0.210346895386204 0.219416910926974
"18" 0.0870317701671138 0.205820148651881 0.146011728099337 0.180097362026836 0.200988252599081 0.219416910926974
"19" 0.0722456674918483 0.220799582182054 0.159858560766772 0.224100733212351 0.185501534305927 0.181049483678451
"20" 0.11257942384855 0.071122121292264 0.103148994636663 0.208491180485534 0.216173716246823 0.206387167492917
"21" 0.187610478429091 0.126447383044263 0.256961023837642 0.19396428639513 0.21103426600903 0.219416910926974
"22" 0.0968017025425931 0.133871422360403 0.128090485658714 0.168332157908263 0.21103426600903 0.211054761530454
"23" 0.0538650468824478 0.171069017789601 0.246947604710437 0.222459529366496 0.232084607814979 0.2202670466966
"24" 0.128907754629878 0.202003530289713 0.189161645828115 0.205471596610399 0.179793055489969 0.217432724247874
"25" 0.0708240671451609 0.0606177683167121 0.171252302680268 0.214085129720139 0.215026114842463 0.185501534305927
"26" 0.0686909831907297 0.192404947372738 0.179816295092257 0.174612546186903 0.202607585385963 0.185501534305927
"27" 0.0283677033609485 0.199109344641027 0.139653905091802 0.230514013665419 0.220414994397543 0.219416910926974
"28" 0.178943203405359 0.058117091195154 0.280798073534069 0.211054761530454 0.225376966770559 0.219794525078502
"29" 0.136948643511972 0.118996889523272 0.303684548267483 0.227474005840327 0.185501534305927 0.220414994397543
"30" 0.258966531502056 0.224507799278997 0.119466649173366 0.147857059932736 0.185501534305927 0.206017477396439
"31" 0.0968017025425931 0.169194710689956 0.101674514837893 0.250174652832431 0.201461132912804 0.193960023996591
"32" 0.159516463225494 0.207926006686137 0.178287267502179 0.193664563259231 0.200988252599081 0.206387167492917
"33" 0.0708240671451609 0.139862477165397 0.213703632366088 0.192173146113884 0.211356534141585 0.170855059641316
"34" 0.0668224096855379 -0.00194500624453571 0.14375345305062 0.185446008001509 0.185501534305927 0.206387167492917
"35" 0.0888457710816791 0.0283677033609485 0.28563843105267 0.155203400950378 0.205210127550336 0.179793055489969
"36" 0.052122494731472 0.13883011904127 0.170186242749209 0.158489908603547 0.185501534305927 0.21103426600903
"37" 0.187610478429091 0.140601935490168 0.186301417321895 0.196028696515604 0.219416910926974 0.219416910926974
"38" 0.0708240671451609 0.20206281048494 0.0798862023288038 0.251824163457255 0.21103426600903 0.181049483678451
"39" 0.221991966006964 0.160871772876774 0.221396439217416 0.162906219879019 0.179793055489969 0.206387167492917
"40" 0.0283677033609485 0.0669941794525429 0.137595061124338 0.211356534141585 0.219416910926974 0.224865033851755
"41" 0.0792536297913728 0.00828101688962935 0.135173018413246 0.233647225766278 0.185501534305927 0.185501534305927
"42" 0.0812492700243987 0.112604361200913 0.182627249440915 0.194648687869202 0.21103426600903 0.21103426600903
"43" 0.0812492700243987 0.135134284571941 0.2302155095429 0.200988252599081 0.184051698992303 0.206387167492917
"44" 0.104373839766898 0.178820926506032 0.152577588204348 0.205472527833692 0.206387167492917 0.206387167492917
"45" 0.00426017607765497 0.0856175369900756 0.176454312783282 0.175599524396011 0.179793055489969 0.185501534305927
"46" 0.106050231007944 0.155403964613621 0.169186601793894 0.206266304621567 0.21658040333483 0.179793055489969
"47" 0.13495261884905 0.0185660831023384 0.128718165665454 0.188383634004959 0.206576530067524 0.193960023996591
"48" 0.0960854139690838 0.137413493634948 0.29489673359416 0.226543011452541 0.185446008001509 0.21103426600903
"49" 0.2202600275242 0.11002840048495 0.164499129739535 0.172485629568084 0.191139223099251 0.217228011956921
"50" 0.157876415082193 0.0229024518467122 0.187443412436364 0.212320732141381 0.20553067269587 0.222153975749885
