"2" "5" "10" "30" "50"
"1" 0.415577269851828 0.366582054775474 0.394104832946277 0.342987220105497 0.387365177542507
"2" 0.415577269851828 0.366582054775474 0.437931844419868 0.35047102270149 0.35047102270149
"3" 0.422657867051723 0.408662557913184 0.400726936035603 0.362655605059057 0.35047102270149
"4" 0.415577269851828 0.366582054775474 0.437931844419868 0.362655605059057 0.365862172528148
"5" 0.415577269851828 0.366582054775474 0.400726936035603 0.369459251651523 0.35047102270149
"6" 0.622813100729143 0.408662557913184 0.400726936035603 0.419436931957465 0.33513775667418
"7" 0.739888074583494 0.408662557913184 0.437931844419868 0.401433118117289 0.394614069698516
"8" 0.380678602126207 0.408662557913184 0.437931844419868 0.362655605059057 0.341591900800158
"9" 0.675761839482632 0.408662557913184 0.437931844419868 0.350769075490887 0.342427271493107
"10" 0.409748751285603 0.408662557913184 0.437931844419868 0.362655605059057 0.387365177542507
"11" 0.379346099430518 0.366582054775474 0.437931844419868 0.350769075490887 0.387365177542507
"12" 0.700045833068052 0.366582054775474 0.400726936035603 0.362655605059057 0.369636195542129
"13" 0.379346099430518 0.408662557913184 0.400726936035603 0.355263437549544 0.380465799111093
"14" 0.417028484582205 0.366582054775474 0.400726936035603 0.362655605059057 0.33513775667418
"15" 0.632764710900544 0.366582054775474 0.400726936035603 0.347708884547995 0.416306306964476
"16" 0.609957474823426 0.366582054775474 0.400726936035603 0.362655605059057 0.394614069698516
"17" 0.425178100294762 0.408662557913184 0.437931844419868 0.355263437549544 0.35047102270149
"18" 0.409748751285603 0.366582054775474 0.437931844419868 0.363472908234881 0.380923363147528
"19" 0.431298947955048 0.408662557913184 0.400726936035603 0.39638690819512 0.387365177542507
"20" 0.386322874391956 0.400726936035603 0.400726936035603 0.362655605059057 0.392839679166271
"21" 0.415577269851828 0.408662557913184 0.400726936035603 0.350769075490887 0.337658670514455
"22" 0.409665645588494 0.408662557913184 0.400726936035603 0.389805583542212 0.35047102270149
"23" 0.417028484582205 0.366582054775474 0.400726936035603 0.380757907541525 0.387365177542507
"24" 0.411671850590517 0.366582054775474 0.400726936035603 0.362655605059057 0.379843255374165
"25" 0.573268349357143 0.366582054775474 0.437931844419868 0.362655605059057 0.34280923432468
"26" 0.385592436425427 0.366582054775474 0.400726936035603 0.342987220105497 0.373046227842962
"27" 0.461361378579564 0.450064538025396 0.436843834790114 0.375674185062292 0.387365177542507
"28" 0.690080065981994 0.366582054775474 0.400726936035603 0.362655605059057 0.381345405907102
"29" 0.590545789817557 0.366582054775474 0.400726936035603 0.362655605059057 0.387365177542507
"30" 0.586939749760249 0.366582054775474 0.400726936035603 0.360857832205063 0.384268664080702
"31" 0.688108591385313 0.366582054775474 0.400726936035603 0.350769075490887 0.375421790010641
"32" 0.382136809415093 0.366582054775474 0.437931844419868 0.362655605059057 0.362655605059057
"33" 0.411671850590517 0.408662557913184 0.437931844419868 0.39638690819512 0.377579701584486
"34" 0.417028484582205 0.408662557913184 0.437931844419868 0.362655605059057 0.390455444079578
"35" 0.409748751285603 0.408662557913184 0.437931844419868 0.356593149238991 0.375421790010641
"36" 0.348951489332108 0.408662557913184 0.437931844419868 0.342987220105497 0.387365177542507
"37" 0.653816449203037 0.354184839973484 0.424422810348265 0.382066223080644 0.387365177542507
"38" 0.409748751285603 0.450064538025396 0.400726936035603 0.339308125303553 0.387365177542507
"39" 0.692627869797301 0.408662557913184 0.400726936035603 0.362655605059057 0.375421790010641
"40" 0.465284132436277 0.408662557913184 0.437931844419868 0.355263437549544 0.348988006917886
"41" 0.386322874391956 0.366582054775474 0.400726936035603 0.362655605059057 0.341591900800158
"42" 0.409748751285603 0.366582054775474 0.437931844419868 0.362655605059057 0.397528775496145
"43" 0.41745440640648 0.408662557913184 0.437931844419868 0.362655605059057 0.380923363147528
"44" 0.585572974642848 0.408662557913184 0.437931844419868 0.37847024292393 0.375421790010641
"45" 0.387390957751142 0.366582054775474 0.394104832946277 0.362655605059057 0.339246778253196
"46" 0.409665645588494 0.366582054775474 0.450580043713314 0.350769075490887 0.341591900800158
"47" 0.580598751600084 0.408662557913184 0.437931844419868 0.395353131039123 0.387365177542507
"48" 0.411723137989583 0.408662557913184 0.437931844419868 0.362655605059057 0.391538768098388
"49" 0.676556712787757 0.366582054775474 0.437931844419868 0.362655605059057 0.375421790010641
"50" 0.697172627289228 0.408662557913184 0.411788511053613 0.349516240105729 0.361964049530147
