"eta","sigma","run","Original_Train_ARI","Original_Train_NMI","Inductive_Train_ARI","Inductive_Train_NMI","Between_Methods_ARI","Between_Methods_NMI","Delta_Train_ARI","Delta_Train_NMI","Inductive_Test_ARI","Inductive_Test_NMI","Inductive_Test_Margin","Test_Minus_Train_ARI","Test_Minus_Train_NMI","Time_Original","Time_Inductive_Fit","Time_Inductive_Predict"
5,7,15,0.451603590998861,0.514356623107239,0.451603590998861,0.514356623107239,1,1,0,0,0.326089930494319,0.404867560850568,0.0979118399608866,-0.125513660504542,-0.109489062256672,0.54200000000003,1.54999999999995,3.14599999999996
5,7,16,0.493625862409043,0.533853791601084,0.493625862409043,0.533853791601084,1,1,0,0,0.359570555786227,0.410158890612726,0.102509937532705,-0.134055306622816,-0.123694900988357,0.645999999999958,1.55000000000007,3.14999999999998
5,7,17,0.416859227799666,0.463729613012299,0.416859227799666,0.463729613012299,1,1,0,0,0.534004111007001,0.554200638605118,0.126664642703632,0.117144883207335,0.0904710255928195,0.549999999999955,1.54999999999995,3.149
5,7,18,0.643385216693387,0.662483527662791,0.643385216693387,0.662483527662791,1,1,0,0,0.45124998926495,0.501823925757081,0.111299704131653,-0.192135227428438,-0.160659601905709,0.541000000000054,1.54900000000009,3.22399999999993
5,7,19,0.303980478953072,0.392731348365118,0.303980478953072,0.392731348365118,1,1,0,0,0.359075444467794,0.42655322560192,0.117881074906218,0.055094965514722,0.0338218772368023,0.547000000000025,1.55000000000007,3.14200000000005
5,7,20,0.520544612713036,0.577842011089757,0.520544612713036,0.577842011089757,1,1,0,0,0.677718043198744,0.683511107454415,0.10846067620651,0.157173430485708,0.105669096364658,0.549999999999955,1.54600000000005,3.12
10,3,1,0.85322479935922,0.84371439670275,0.85322479935922,0.84371439670275,1,1,0,0,0.958431839175839,0.954043975804905,0.171649871031746,0.105207039816619,0.110329579102155,0.536999999999921,1.64499999999998,3.13200000000006
10,3,2,0.850925314230018,0.843535049905973,0.850925314230018,0.843535049905973,1,1,0,0,0.769614844613673,0.856756002117527,0.209149849041625,-0.0813104696163448,0.0132209522115544,0.544999999999959,1.54700000000003,3.14300000000003
10,3,3,0.855441544242781,0.839773651036955,0.855441544242781,0.839773651036955,1,1,0,0,0.948634481477735,0.949988270832953,0.210872809011164,0.0931929372349537,0.110214619795998,0.549000000000092,1.548,3.13300000000004
10,3,4,0.833991922920584,0.842019396067087,0.833991922920584,0.842019396067087,1,1,0,0,0.952647249190938,0.953092607154221,0.193332294528388,0.118655326270354,0.111073211087133,0.537000000000035,1.54900000000009,3.12199999999996
10,3,5,0.926744865706906,0.920943310348122,0.926744865706906,0.920943310348122,1,1,0,0,1,1,0.190616502866503,0.0732551342930945,0.079056689651878,0.544999999999959,1.54700000000003,3.1350000000001
10,3,6,0.772181622438263,0.766228832931983,0.772181622438263,0.766228832931983,1,1,0,0,0.870977430930638,0.883167403045257,0.179986026799849,0.0987958084923748,0.116938570113274,0.547000000000025,1.54700000000003,3.14599999999996
10,3,7,0.947900379367352,0.936974195101854,0.947900379367352,0.936974195101854,1,1,0,0,1,1,0.186914481509744,0.0520996206326476,0.0630258048981461,0.538000000000011,1.54999999999995,3.13900000000001
10,3,8,0.789985899621846,0.789972369620603,0.789985899621846,0.789972369620603,1,1,0,0,0.796273821795451,0.830069427789026,0.154300983560091,0.00628792217360497,0.0400970581684224,0.550000000000068,1.54899999999998,3.14499999999998
10,3,9,0.820042127356748,0.807648351244487,0.820042127356748,0.807648351244487,1,1,0,0,0.816326428139849,0.829897664058307,0.16235615471485,-0.00371569921689918,0.0222493128138208,0.545999999999935,1.54499999999996,3.13700000000006
10,3,10,0.83467307318666,0.819164733550153,0.83467307318666,0.819164733550153,1,1,0,0,0.916796807671616,0.911173650658765,0.195548408319185,0.0821237344849564,0.0920089171086119,0.540000000000077,1.55000000000007,3.13700000000006
10,3,11,0.795832738712574,0.803058120951663,0.795832738712574,0.803058120951663,1,1,0,0,1,1,0.21114353857617,0.204167261287426,0.196941879048337,0.548000000000002,1.54399999999998,3.22699999999998
10,3,12,0.945396599518775,0.936616063756996,0.945396599518775,0.936616063756996,1,1,0,0,1,1,0.195782178055071,0.0546034004812255,0.0633839362430038,0.548000000000002,1.54599999999994,3.13499999999999
10,3,13,0.894073049882047,0.874651640444496,0.894073049882047,0.874651640444496,1,1,0,0,0.960975196099216,0.955860674877496,0.196208582689833,0.0669021462171683,0.0812090344330003,0.537000000000035,1.55000000000007,3.13499999999999
10,3,14,0.874342365580876,0.877335064234204,0.874342365580876,0.877335064234204,1,1,0,0,0.865683611434485,0.864158979140788,0.195104894678332,-0.00865875414639128,-0.0131760850934164,0.63799999999992,1.54599999999994,3.1450000000001
10,3,15,0.751501397865403,0.753508486855323,0.751501397865403,0.753508486855323,1,1,0,0,0.958231877319359,0.954882914584661,0.174943676688741,0.206730479453956,0.201374427729338,0.549000000000092,1.54200000000003,3.13
