"Experiment","Structure","Condition","Run","N","P","Signal","Noise","SignalFraction","Method","Mtry","ARI","NMI","Time"
"DIMENSIONALITY","BALANCED","N200_P25_S10",6,200,25,10,15,0.4,"longTAPIO",5,0.741317478548747,0.79561355562666,3.29300000000057
"DIMENSIONALITY","BALANCED","N200_P25_S10",6,200,25,10,15,0.4,"kml3d",NA,0.651706936591345,0.676971433089066,1.4989999999998
"DIMENSIONALITY","BALANCED","N200_P25_S10",7,200,25,10,15,0.4,"longTAPIO",5,0.785916374704491,0.819040381046523,3.2470000000003
"DIMENSIONALITY","BALANCED","N200_P25_S10",7,200,25,10,15,0.4,"kml3d",NA,0.752790324653381,0.783309229162427,1.46100000000024
"DIMENSIONALITY","BALANCED","N200_P25_S10",8,200,25,10,15,0.4,"longTAPIO",5,0.77517440436531,0.840164262487276,3.79600000000028
"DIMENSIONALITY","BALANCED","N200_P25_S10",8,200,25,10,15,0.4,"kml3d",NA,0.764154261169014,0.772981334842422,1.5619999999999
"DIMENSIONALITY","BALANCED","N200_P25_S10",9,200,25,10,15,0.4,"longTAPIO",5,0.97347395681731,0.969424860363499,3.80400000000009
"DIMENSIONALITY","BALANCED","N200_P25_S10",9,200,25,10,15,0.4,"kml3d",NA,0.80480469525813,0.823747702795109,1.60099999999966
"DIMENSIONALITY","BALANCED","N200_P25_S10",10,200,25,10,15,0.4,"longTAPIO",5,0.717380746745491,0.775558114623591,3.80099999999948
"DIMENSIONALITY","BALANCED","N200_P25_S10",10,200,25,10,15,0.4,"kml3d",NA,0.660155559902611,0.713916612554091,1.51700000000073
"DIMENSIONALITY","BALANCED","N200_P25_S10",11,200,25,10,15,0.4,"longTAPIO",5,0.73649096653828,0.812688948103612,3.47400000000016
"DIMENSIONALITY","BALANCED","N200_P25_S10",11,200,25,10,15,0.4,"kml3d",NA,0.786946736174225,0.798933732962072,1.78400000000056
"DIMENSIONALITY","BALANCED","N200_P25_S10",12,200,25,10,15,0.4,"longTAPIO",5,0.762477620378805,0.831830901123754,3.52500000000055
"DIMENSIONALITY","BALANCED","N200_P25_S10",12,200,25,10,15,0.4,"kml3d",NA,0.60708315977951,0.651868022858437,1.53499999999985
"DIMENSIONALITY","BALANCED","N200_P25_S10",13,200,25,10,15,0.4,"longTAPIO",5,0.730712124344541,0.789959208979309,3.5570000000007
"DIMENSIONALITY","BALANCED","N200_P25_S10",13,200,25,10,15,0.4,"kml3d",NA,0.751203544931325,0.768833670686611,1.57999999999993
"DIMENSIONALITY","BALANCED","N200_P25_S10",14,200,25,10,15,0.4,"longTAPIO",5,0.761024541702987,0.821760329969777,3.28600000000006
"DIMENSIONALITY","BALANCED","N200_P25_S10",14,200,25,10,15,0.4,"kml3d",NA,0.613102180095043,0.672721095010542,1.50200000000041
"DIMENSIONALITY","BALANCED","N200_P25_S10",15,200,25,10,15,0.4,"longTAPIO",5,0.763031028020115,0.798185470995835,3.3769999999995
"DIMENSIONALITY","BALANCED","N200_P25_S10",15,200,25,10,15,0.4,"kml3d",NA,0.749390387364121,0.779822965670844,1.45399999999972
"DIMENSIONALITY","BALANCED","N200_P25_S10",16,200,25,10,15,0.4,"longTAPIO",5,0.685553917049461,0.761713739762319,3.25200000000041
"DIMENSIONALITY","BALANCED","N200_P25_S10",16,200,25,10,15,0.4,"kml3d",NA,0.663345238613275,0.730071929095565,1.47400000000016
"DIMENSIONALITY","BALANCED","N200_P25_S10",17,200,25,10,15,0.4,"longTAPIO",5,0.589138108382112,0.678337523023764,3.2559999999994
"DIMENSIONALITY","BALANCED","N200_P25_S10",17,200,25,10,15,0.4,"kml3d",NA,0.653403127207107,0.706710056594817,1.49000000000069
"DIMENSIONALITY","BALANCED","N200_P25_S10",18,200,25,10,15,0.4,"longTAPIO",5,0.809627993917078,0.838449275173004,3.35700000000088
"DIMENSIONALITY","BALANCED","N200_P25_S10",18,200,25,10,15,0.4,"kml3d",NA,0.713786560265884,0.735905657883422,1.45299999999952
"DIMENSIONALITY","BALANCED","N200_P25_S10",19,200,25,10,15,0.4,"longTAPIO",5,0.730712124344541,0.789959208979309,3.26000000000022
"DIMENSIONALITY","BALANCED","N200_P25_S10",19,200,25,10,15,0.4,"kml3d",NA,0.664460041960193,0.727092409263137,1.46700000000055
"DIMENSIONALITY","BALANCED","N200_P25_S10",20,200,25,10,15,0.4,"longTAPIO",5,0.667880886991289,0.741090861337605,3.25
"DIMENSIONALITY","BALANCED","N200_P25_S10",20,200,25,10,15,0.4,"kml3d",NA,0.635281600448384,0.680255994454052,1.44899999999961
"DIMENSIONALITY","BALANCED","N200_P50_S20",1,200,50,20,30,0.4,"longTAPIO",8,0.725508047363044,0.786788722235759,3.60299999999916
"DIMENSIONALITY","BALANCED","N200_P50_S20",1,200,50,20,30,0.4,"kml3d",NA,0.718652784035874,0.768085705611335,3.96299999999974
"DIMENSIONALITY","BALANCED","N200_P50_S20",2,200,50,20,30,0.4,"longTAPIO",8,0.973333124730886,0.964567724802747,3.49900000000071
"DIMENSIONALITY","BALANCED","N200_P50_S20",2,200,50,20,30,0.4,"kml3d",NA,0.787288065296896,0.80969728152145,3.97500000000036
"DIMENSIONALITY","BALANCED","N200_P50_S20",3,200,50,20,30,0.4,"longTAPIO",8,0.710623612682781,0.768098462158738,3.66600000000017
"DIMENSIONALITY","BALANCED","N200_P50_S20",3,200,50,20,30,0.4,"kml3d",NA,0.718460686397528,0.748230959710782,4.53499999999985
"DIMENSIONALITY","BALANCED","N200_P50_S20",4,200,50,20,30,0.4,"longTAPIO",8,0.742091847732368,0.796725401322931,3.90399999999954
"DIMENSIONALITY","BALANCED","N200_P50_S20",4,200,50,20,30,0.4,"kml3d",NA,0.705119206263627,0.745898020413403,3.99600000000009
"DIMENSIONALITY","BALANCED","N200_P50_S20",5,200,50,20,30,0.4,"longTAPIO",8,0.704123345991343,0.773004706458318,3.46100000000024
"DIMENSIONALITY","BALANCED","N200_P50_S20",5,200,50,20,30,0.4,"kml3d",NA,0.586483754901829,0.657781412874315,4.46900000000005
"DIMENSIONALITY","BALANCED","N200_P50_S20",6,200,50,20,30,0.4,"longTAPIO",8,0.839577411005982,0.864194805283129,4.27599999999984
"DIMENSIONALITY","BALANCED","N200_P50_S20",6,200,50,20,30,0.4,"kml3d",NA,0.697468634496014,0.740942936176895,4.35900000000038
"DIMENSIONALITY","BALANCED","N200_P50_S20",7,200,50,20,30,0.4,"longTAPIO",8,0.833168265415635,0.844818855527209,3.47299999999996
"DIMENSIONALITY","BALANCED","N200_P50_S20",7,200,50,20,30,0.4,"kml3d",NA,0.74890876672144,0.758075183297493,4.13700000000063
"DIMENSIONALITY","BALANCED","N200_P50_S20",8,200,50,20,30,0.4,"longTAPIO",8,0.838606332988446,0.86848714117727,3.68499999999949
"DIMENSIONALITY","BALANCED","N200_P50_S20",8,200,50,20,30,0.4,"kml3d",NA,0.77538558798352,0.781043765681177,4.04699999999957
"DIMENSIONALITY","BALANCED","N200_P50_S20",9,200,50,20,30,0.4,"longTAPIO",8,0.765774225867705,0.806378602509317,3.53300000000036
"DIMENSIONALITY","BALANCED","N200_P50_S20",9,200,50,20,30,0.4,"kml3d",NA,0.686849845180525,0.750468833185836,4.24200000000019
"DIMENSIONALITY","BALANCED","N200_P50_S20",10,200,50,20,30,0.4,"longTAPIO",8,0.796701673657665,0.853538111816177,3.4360000000006
"DIMENSIONALITY","BALANCED","N200_P50_S20",10,200,50,20,30,0.4,"kml3d",NA,0.680454974891048,0.725221112567881,3.93499999999949
"DIMENSIONALITY","BALANCED","N200_P50_S20",11,200,50,20,30,0.4,"longTAPIO",8,0.731626134386486,0.798473546210829,3.95499999999993
"DIMENSIONALITY","BALANCED","N200_P50_S20",11,200,50,20,30,0.4,"kml3d",NA,0.693296458176543,0.736057024628049,4.33299999999963
"DIMENSIONALITY","BALANCED","N200_P50_S20",12,200,50,20,30,0.4,"longTAPIO",8,0.70629759915052,0.767809406817043,3.47200000000066
"DIMENSIONALITY","BALANCED","N200_P50_S20",12,200,50,20,30,0.4,"kml3d",NA,0.660749654953688,0.712919052848665,4.0619999999999
"DIMENSIONALITY","BALANCED","N200_P50_S20",13,200,50,20,30,0.4,"longTAPIO",8,0.75368679918243,0.802225887185642,3.59799999999996
"DIMENSIONALITY","BALANCED","N200_P50_S20",13,200,50,20,30,0.4,"kml3d",NA,0.589384697799247,0.666938448697294,4.49299999999948
"DIMENSIONALITY","BALANCED","N200_P50_S20",14,200,50,20,30,0.4,"longTAPIO",8,0.740182785979713,0.794108186229032,3.45599999999922
"DIMENSIONALITY","BALANCED","N200_P50_S20",14,200,50,20,30,0.4,"kml3d",NA,0.704889720067239,0.748320955548338,3.98300000000017
"DIMENSIONALITY","BALANCED","N200_P50_S20",15,200,50,20,30,0.4,"longTAPIO",8,0.773911546610169,0.829960920110738,3.44999999999982
"DIMENSIONALITY","BALANCED","N200_P50_S20",15,200,50,20,30,0.4,"kml3d",NA,0.650519537538417,0.705171670613427,3.94600000000082
"DIMENSIONALITY","BALANCED","N200_P50_S20",16,200,50,20,30,0.4,"longTAPIO",8,0.705684163905124,0.776133920313742,3.4399999999996
"DIMENSIONALITY","BALANCED","N200_P50_S20",16,200,50,20,30,0.4,"kml3d",NA,0.63372873519774,0.690595815049923,4.11999999999989
"DIMENSIONALITY","BALANCED","N200_P50_S20",17,200,50,20,30,0.4,"longTAPIO",8,0.762229114281878,0.809427440843722,3.69000000000051
"DIMENSIONALITY","BALANCED","N200_P50_S20",17,200,50,20,30,0.4,"kml3d",NA,0.69854384305214,0.740918677961339,3.98999999999978
"DIMENSIONALITY","BALANCED","N200_P50_S20",18,200,50,20,30,0.4,"longTAPIO",8,0.756624541377905,0.827819531114784,3.52199999999993
"DIMENSIONALITY","BALANCED","N200_P50_S20",18,200,50,20,30,0.4,"kml3d",NA,0.729955395205779,0.742511685956103,3.98099999999977
"DIMENSIONALITY","BALANCED","N200_P50_S20",19,200,50,20,30,0.4,"longTAPIO",8,0.841673884570958,0.857658730229339,3.49200000000019
"DIMENSIONALITY","BALANCED","N200_P50_S20",19,200,50,20,30,0.4,"kml3d",NA,0.782735318445557,0.800931235327356,3.91799999999967
"DIMENSIONALITY","BALANCED","N200_P50_S20",20,200,50,20,30,0.4,"longTAPIO",8,0.789194915254237,0.848953900500839,3.59500000000025
"DIMENSIONALITY","BALANCED","N200_P50_S20",20,200,50,20,30,0.4,"kml3d",NA,0.603648895604969,0.673108635230309,3.95799999999963
"DIMENSIONALITY","BALANCED","N200_P100_S40",1,200,100,40,60,0.4,"longTAPIO",10,0.649212195921948,0.736612007116111,3.65399999999954
"DIMENSIONALITY","BALANCED","N200_P100_S40",1,200,100,40,60,0.4,"kml3d",NA,0.617948272634692,0.678451636454937,13.5739999999996
"DIMENSIONALITY","BALANCED","N200_P100_S40",2,200,100,40,60,0.4,"longTAPIO",10,0.716026463425241,0.77989897502185,3.75500000000011
"DIMENSIONALITY","BALANCED","N200_P100_S40",2,200,100,40,60,0.4,"kml3d",NA,0.636050515091577,0.706268341442246,14.4480000000003
"DIMENSIONALITY","BALANCED","N200_P100_S40",3,200,100,40,60,0.4,"longTAPIO",10,0.806257246738162,0.820782259521048,3.8119999999999
"DIMENSIONALITY","BALANCED","N200_P100_S40",3,200,100,40,60,0.4,"kml3d",NA,0.673354592397461,0.709242021790814,13.9170000000004
"DIMENSIONALITY","BALANCED","N200_P100_S40",4,200,100,40,60,0.4,"longTAPIO",10,0.789194915254237,0.848953900500839,3.85699999999997
"DIMENSIONALITY","BALANCED","N200_P100_S40",4,200,100,40,60,0.4,"kml3d",NA,0.804395834309816,0.824406341865643,13.9629999999997
"DIMENSIONALITY","BALANCED","N200_P100_S40",5,200,100,40,60,0.4,"longTAPIO",10,0.75368679918243,0.802225887185642,3.67399999999998
"DIMENSIONALITY","BALANCED","N200_P100_S40",5,200,100,40,60,0.4,"kml3d",NA,0.696969943731016,0.769096704678664,15.4250000000002
"DIMENSIONALITY","BALANCED","N200_P100_S40",6,200,100,40,60,0.4,"longTAPIO",10,0.802145305225039,0.838418528258429,4.36800000000039
"DIMENSIONALITY","BALANCED","N200_P100_S40",6,200,100,40,60,0.4,"kml3d",NA,0.708969950584444,0.741762017089013,17.2860000000001
"DIMENSIONALITY","BALANCED","N200_P100_S40",7,200,100,40,60,0.4,"longTAPIO",10,0.830025624277747,0.873355651440036,4.46299999999974
"DIMENSIONALITY","BALANCED","N200_P100_S40",7,200,100,40,60,0.4,"kml3d",NA,0.750560322952554,0.78573090587027,13.902
"DIMENSIONALITY","BALANCED","N200_P100_S40",8,200,100,40,60,0.4,"longTAPIO",10,0.699414485990163,0.749221986932429,3.85699999999997
"DIMENSIONALITY","BALANCED","N200_P100_S40",8,200,100,40,60,0.4,"kml3d",NA,0.689759473765658,0.733498083483956,15.348
"DIMENSIONALITY","BALANCED","N200_P100_S40",9,200,100,40,60,0.4,"longTAPIO",10,0.935737017041843,0.931397930548923,3.84699999999975
"DIMENSIONALITY","BALANCED","N200_P100_S40",9,200,100,40,60,0.4,"kml3d",NA,0.779502352787863,0.802592632634102,13.4809999999998
"DIMENSIONALITY","BALANCED","N200_P100_S40",10,200,100,40,60,0.4,"longTAPIO",10,0.759682203389831,0.816337761019614,3.73800000000028
"DIMENSIONALITY","BALANCED","N200_P100_S40",10,200,100,40,60,0.4,"kml3d",NA,0.794017154469112,0.807035563025063,13.8069999999998
"DIMENSIONALITY","BALANCED","N200_P100_S40",11,200,100,40,60,0.4,"longTAPIO",10,0.804538957253627,0.858259965774187,3.90099999999984
"DIMENSIONALITY","BALANCED","N200_P100_S40",11,200,100,40,60,0.4,"kml3d",NA,0.650283500149211,0.70549943472005,14.2389999999996
"DIMENSIONALITY","BALANCED","N200_P100_S40",12,200,100,40,60,0.4,"longTAPIO",10,0.753117108922026,0.816837963553763,3.66699999999946
"DIMENSIONALITY","BALANCED","N200_P100_S40",12,200,100,40,60,0.4,"kml3d",NA,0.658923126976833,0.718265051859013,13.4989999999998
"DIMENSIONALITY","BALANCED","N200_P100_S40",13,200,100,40,60,0.4,"longTAPIO",10,0.736240214811821,0.793269347409576,3.76699999999983
"DIMENSIONALITY","BALANCED","N200_P100_S40",13,200,100,40,60,0.4,"kml3d",NA,0.704195481664126,0.741344083297411,13.25
"DIMENSIONALITY","BALANCED","N200_P100_S40",14,200,100,40,60,0.4,"longTAPIO",10,0.698020062847313,0.768866270479497,3.63599999999951
"DIMENSIONALITY","BALANCED","N200_P100_S40",14,200,100,40,60,0.4,"kml3d",NA,0.725564208437816,0.754881759874548,13.4969999999994
"DIMENSIONALITY","BALANCED","N200_P100_S40",15,200,100,40,60,0.4,"longTAPIO",10,0.728829952948029,0.774269161285377,3.70299999999952
"DIMENSIONALITY","BALANCED","N200_P100_S40",15,200,100,40,60,0.4,"kml3d",NA,0.723695496323716,0.754687098386893,13.6379999999999
"DIMENSIONALITY","BALANCED","N200_P100_S40",16,200,100,40,60,0.4,"longTAPIO",10,0.7649202335396,0.816432153993789,3.78799999999956
"DIMENSIONALITY","BALANCED","N200_P100_S40",16,200,100,40,60,0.4,"kml3d",NA,0.679622295540852,0.736532185071853,13.2910000000002
"DIMENSIONALITY","BALANCED","N200_P100_S40",17,200,100,40,60,0.4,"longTAPIO",10,0.782732445924125,0.830478725680746,3.69200000000001
"DIMENSIONALITY","BALANCED","N200_P100_S40",17,200,100,40,60,0.4,"kml3d",NA,0.746003914177537,0.784712009016874,13.259
"DIMENSIONALITY","BALANCED","N200_P100_S40",18,200,100,40,60,0.4,"longTAPIO",10,0.756624541377905,0.827819531114784,3.63799999999992
"DIMENSIONALITY","BALANCED","N200_P100_S40",18,200,100,40,60,0.4,"kml3d",NA,0.781743177677085,0.795526239965566,13.3980000000001
"DIMENSIONALITY","BALANCED","N200_P100_S40",19,200,100,40,60,0.4,"longTAPIO",10,1,1,3.67600000000039
"DIMENSIONALITY","BALANCED","N200_P100_S40",19,200,100,40,60,0.4,"kml3d",NA,0.71993012724976,0.771973144738881,13.4179999999997
"DIMENSIONALITY","BALANCED","N200_P100_S40",20,200,100,40,60,0.4,"longTAPIO",10,0.749086962340012,0.801742662232558,3.64300000000003
"DIMENSIONALITY","BALANCED","N200_P100_S40",20,200,100,40,60,0.4,"kml3d",NA,0.736618282019571,0.77324571872269,13.5569999999998
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",1,80,10,4,6,0.4,"longTAPIO",4,0.393800309431971,0.538042412096448,0.838999999999942
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",1,80,10,4,6,0.4,"kml3d",NA,0.115180694851524,0.153948792681338,0.393000000000029
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",2,80,10,4,6,0.4,"longTAPIO",4,0.320837120425967,0.418653580492935,0.850999999999658
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",2,80,10,4,6,0.4,"kml3d",NA,0.238123871446618,0.289970060921038,0.394999999999527
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",3,80,10,4,6,0.4,"longTAPIO",4,0.311683886413232,0.49578397763065,0.84900000000016
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",3,80,10,4,6,0.4,"kml3d",NA,0.139435122756525,0.189591688769922,0.398000000000138
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",4,80,10,4,6,0.4,"longTAPIO",4,0.303808500897982,0.46501613759006,0.840000000000146
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",4,80,10,4,6,0.4,"kml3d",NA,0.126144509642014,0.225714018657357,0.391999999999825
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",5,80,10,4,6,0.4,"longTAPIO",4,0.20582669715367,0.351331651385259,0.850000000000364
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",5,80,10,4,6,0.4,"kml3d",NA,0.0850949447825928,0.163494822100891,0.391000000000531
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",6,80,10,4,6,0.4,"longTAPIO",4,0.348690726211465,0.499351391600894,0.838999999999942
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",6,80,10,4,6,0.4,"kml3d",NA,0.209275459451832,0.218039753971885,0.393000000000029
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",7,80,10,4,6,0.4,"longTAPIO",4,0.394204851752022,0.510159370997709,0.859000000000378
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",7,80,10,4,6,0.4,"kml3d",NA,0.104564030220839,0.15824811034557,0.402000000000044
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",8,80,10,4,6,0.4,"longTAPIO",4,0.168676221075051,0.357957692712066,0.85399999999936
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",8,80,10,4,6,0.4,"kml3d",NA,0.0708389000421522,0.103708583065338,0.395999999999731
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",9,80,10,4,6,0.4,"longTAPIO",4,0.408272493904139,0.449643624063041,0.842999999999847
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",9,80,10,4,6,0.4,"kml3d",NA,0.062479725492175,0.128395263249568,0.398000000000138
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",10,80,10,4,6,0.4,"longTAPIO",4,0.242200623113757,0.363237777291851,0.860999999999876
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",10,80,10,4,6,0.4,"kml3d",NA,0.0554054250652855,0.118639492334142,0.393000000000029
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",11,80,10,4,6,0.4,"longTAPIO",4,0.317174100555314,0.470979749314122,0.853000000000065
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",11,80,10,4,6,0.4,"kml3d",NA,0.175516122725331,0.245533796748163,0.394000000000233
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",12,80,10,4,6,0.4,"longTAPIO",4,0.495459733458659,0.58111876676875,0.840000000000146
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",12,80,10,4,6,0.4,"kml3d",NA,0.168971248909305,0.285569508581346,0.393000000000029
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",13,80,10,4,6,0.4,"longTAPIO",4,0.290915962294593,0.379194352608466,0.840000000000146
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",13,80,10,4,6,0.4,"kml3d",NA,0.0581749215524961,0.111838928934383,0.394999999999527
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",14,80,10,4,6,0.4,"longTAPIO",4,0.453713428626923,0.527564787287561,0.860000000000582
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",14,80,10,4,6,0.4,"kml3d",NA,0.191912659491522,0.240945327919934,0.394000000000233
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",15,80,10,4,6,0.4,"longTAPIO",4,0.570152002399671,0.728550343430941,0.844999999999345
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",15,80,10,4,6,0.4,"kml3d",NA,0.253396084173595,0.283132277742814,0.393000000000029
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",16,80,10,4,6,0.4,"longTAPIO",4,0.248168820650069,0.402672400479846,0.842999999999847
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",16,80,10,4,6,0.4,"kml3d",NA,0.198398589397308,0.193077664287584,0.394999999999527
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",17,80,10,4,6,0.4,"longTAPIO",4,0.500598882086771,0.57722588046457,0.856999999999971
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",17,80,10,4,6,0.4,"kml3d",NA,0.120791538919963,0.191500907737494,0.391999999999825
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",18,80,10,4,6,0.4,"longTAPIO",4,0.288083203871679,0.344465208154433,0.838999999999942
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",18,80,10,4,6,0.4,"kml3d",NA,0.0549485604912673,0.170513643020011,0.391999999999825
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",19,80,10,4,6,0.4,"longTAPIO",4,0.29101532664596,0.413410854382275,0.836999999999534
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",19,80,10,4,6,0.4,"kml3d",NA,0.109770553942163,0.12616862525068,0.390999999999622
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",20,80,10,4,6,0.4,"longTAPIO",4,0.250053182059918,0.437643427146576,0.845999999999549
"DIMENSIONALITY","IMBALANCED","N80_P10_S4",20,80,10,4,6,0.4,"kml3d",NA,0.135532391615021,0.136811256363827,0.38799999999992
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",1,80,25,10,15,0.4,"longTAPIO",5,0.217158225334825,0.37476261633713,1.01700000000073
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",1,80,25,10,15,0.4,"kml3d",NA,0.277301392780673,0.449265844327695,0.710000000000036
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",2,80,25,10,15,0.4,"longTAPIO",5,0.444731535620587,0.551914673391539,0.886999999999716
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",2,80,25,10,15,0.4,"kml3d",NA,0.226966665500717,0.38353562586817,0.703999999999724
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",3,80,25,10,15,0.4,"longTAPIO",5,0.351122620846194,0.455547049209635,0.895999999999731
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",3,80,25,10,15,0.4,"kml3d",NA,0.15835467052757,0.260408441355969,0.715000000000146
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",4,80,25,10,15,0.4,"longTAPIO",5,0.195506263689396,0.396431125234042,0.884999999999309
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",4,80,25,10,15,0.4,"kml3d",NA,0.256279656881811,0.372501630011541,0.710000000000036
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",5,80,25,10,15,0.4,"longTAPIO",5,0.560352989643035,0.713136343478832,0.887000000000626
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",5,80,25,10,15,0.4,"kml3d",NA,0.282492909144168,0.448401461516881,0.716000000000349
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",6,80,25,10,15,0.4,"longTAPIO",5,0.301573323533287,0.546775920443522,0.905999999999949
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",6,80,25,10,15,0.4,"kml3d",NA,0.284145084863833,0.437142305916709,0.716000000000349
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",7,80,25,10,15,0.4,"longTAPIO",5,0.420110045166244,0.524231151605903,0.890000000000327
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",7,80,25,10,15,0.4,"kml3d",NA,0.216739104401913,0.317366896915442,0.707000000000335
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",8,80,25,10,15,0.4,"longTAPIO",5,0.372729463559913,0.504016329524145,0.895999999999731
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",8,80,25,10,15,0.4,"kml3d",NA,0.174134651687955,0.307294030264226,0.721000000000458
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",9,80,25,10,15,0.4,"longTAPIO",5,0.411906852574407,0.52074709864725,0.873000000000502
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",9,80,25,10,15,0.4,"kml3d",NA,0.152253328181531,0.312523229870105,0.707999999999629
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",10,80,25,10,15,0.4,"longTAPIO",5,0.567571907135611,0.668925807473116,0.889000000000124
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",10,80,25,10,15,0.4,"kml3d",NA,0.208092126291863,0.292557804391377,0.711999999999534
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",11,80,25,10,15,0.4,"longTAPIO",5,0.312093611592354,0.500888542559505,0.910999999999149
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",11,80,25,10,15,0.4,"kml3d",NA,0.276012981553654,0.409886575300207,0.710000000000036
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",12,80,25,10,15,0.4,"longTAPIO",5,0.361534713677068,0.484605947026284,0.871000000000095
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",12,80,25,10,15,0.4,"kml3d",NA,0.315038385124985,0.527591996160596,0.710000000000036
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",13,80,25,10,15,0.4,"longTAPIO",5,0.451253653554953,0.600760674032794,0.888000000000829
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",13,80,25,10,15,0.4,"kml3d",NA,0.286782477879892,0.392044866739153,0.712999999999738
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",14,80,25,10,15,0.4,"longTAPIO",5,0.534536668561683,0.664358626834879,0.891999999999825
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",14,80,25,10,15,0.4,"kml3d",NA,0.543651064526919,0.595808448974574,0.704999999999927
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",15,80,25,10,15,0.4,"longTAPIO",5,0.553869020005281,0.663944971959044,0.878999999999905
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",15,80,25,10,15,0.4,"kml3d",NA,0.418474466299465,0.459371434275124,0.713999999999942
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",16,80,25,10,15,0.4,"longTAPIO",5,0.236782868455723,0.412156275748942,0.892000000000735
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",16,80,25,10,15,0.4,"kml3d",NA,0.275349295714499,0.324712689906041,0.850000000000364
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",17,80,25,10,15,0.4,"longTAPIO",5,0.555782729320748,0.681761266664401,0.875
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",17,80,25,10,15,0.4,"kml3d",NA,0.377606422078442,0.431348988204666,0.713000000000648
"DIMENSIONALITY","IMBALANCED","N80_P25_S10",18,80,25,10,15,0.4,"longTAPIO",5,0.538240816181941,0.634993882271143,0.88799999999992
