"Experiment","Structure","Condition","Run","N","P","Signal","Noise","SignalFraction","Method","Mtry","ARI","NMI","Time"
"DIMENSIONALITY","BALANCED","N120_P10_S4",12,120,10,4,6,0.4,"kml3d",NA,0.711055668174022,0.730485976866289,0.319000000000415
"DIMENSIONALITY","BALANCED","N120_P10_S4",13,120,10,4,6,0.4,"longTAPIO",4,0.798388136078028,0.842374747047245,0.98700000000008
"DIMENSIONALITY","BALANCED","N120_P10_S4",13,120,10,4,6,0.4,"kml3d",NA,0.54078095362679,0.615523786048839,0.314000000000306
"DIMENSIONALITY","BALANCED","N120_P10_S4",14,120,10,4,6,0.4,"longTAPIO",4,0.754301445285616,0.827819531114783,0.981999999999971
"DIMENSIONALITY","BALANCED","N120_P10_S4",14,120,10,4,6,0.4,"kml3d",NA,0.616239125585545,0.66436076101525,0.3149999999996
"DIMENSIONALITY","BALANCED","N120_P10_S4",15,120,10,4,6,0.4,"longTAPIO",4,0.768257428708936,0.812360718048262,0.981999999999971
"DIMENSIONALITY","BALANCED","N120_P10_S4",15,120,10,4,6,0.4,"kml3d",NA,0.560751354329555,0.601173643664382,0.319999999999709
"DIMENSIONALITY","BALANCED","N120_P10_S4",16,120,10,4,6,0.4,"longTAPIO",4,0.7447771864326,0.798927407199933,1.07499999999982
"DIMENSIONALITY","BALANCED","N120_P10_S4",16,120,10,4,6,0.4,"kml3d",NA,0.500854899278747,0.553597028444312,0.3149999999996
"DIMENSIONALITY","BALANCED","N120_P10_S4",17,120,10,4,6,0.4,"longTAPIO",4,0.728177102235126,0.798859278432337,0.967999999999847
"DIMENSIONALITY","BALANCED","N120_P10_S4",17,120,10,4,6,0.4,"kml3d",NA,0.360396249140246,0.453261120066442,0.313000000000102
"DIMENSIONALITY","BALANCED","N120_P10_S4",18,120,10,4,6,0.4,"longTAPIO",4,0.977587379214138,0.973444301026094,0.978000000000065
"DIMENSIONALITY","BALANCED","N120_P10_S4",18,120,10,4,6,0.4,"kml3d",NA,0.586384701568548,0.60884003062519,0.315999999999804
"DIMENSIONALITY","BALANCED","N120_P10_S4",19,120,10,4,6,0.4,"longTAPIO",4,0.754912163914855,0.803589395025943,0.980999999999767
"DIMENSIONALITY","BALANCED","N120_P10_S4",19,120,10,4,6,0.4,"kml3d",NA,0.292378370522032,0.371569117577947,0.313999999999396
"DIMENSIONALITY","BALANCED","N120_P10_S4",20,120,10,4,6,0.4,"longTAPIO",4,0.842432267264209,0.862373514854448,0.983999999999469
"DIMENSIONALITY","BALANCED","N120_P10_S4",20,120,10,4,6,0.4,"kml3d",NA,0.752775824830094,0.777731063386834,0.317000000000007
"DIMENSIONALITY","BALANCED","N120_P25_S10",1,120,25,10,15,0.4,"longTAPIO",5,0.876896551724138,0.88275110160268,1.01100000000042
"DIMENSIONALITY","BALANCED","N120_P25_S10",1,120,25,10,15,0.4,"kml3d",NA,0.705992976167562,0.754238559960841,0.592000000000553
"DIMENSIONALITY","BALANCED","N120_P25_S10",2,120,25,10,15,0.4,"longTAPIO",5,0.713451557761917,0.781764859233073,1.01400000000012
"DIMENSIONALITY","BALANCED","N120_P25_S10",2,120,25,10,15,0.4,"kml3d",NA,0.514044578178307,0.613108446665233,0.585000000000036
"DIMENSIONALITY","BALANCED","N120_P25_S10",3,120,25,10,15,0.4,"longTAPIO",5,0.745219210744003,0.821345282873471,1.10400000000027
"DIMENSIONALITY","BALANCED","N120_P25_S10",3,120,25,10,15,0.4,"kml3d",NA,0.739330478562114,0.7484796809289,0.595000000000255
"DIMENSIONALITY","BALANCED","N120_P25_S10",4,120,25,10,15,0.4,"longTAPIO",5,0.77319616571163,0.82745580811894,1.01200000000063
"DIMENSIONALITY","BALANCED","N120_P25_S10",4,120,25,10,15,0.4,"kml3d",NA,0.731149392826885,0.766842811634295,0.592999999999847
"DIMENSIONALITY","BALANCED","N120_P25_S10",5,120,25,10,15,0.4,"longTAPIO",5,0.732724186776585,0.791064427155985,1.01599999999962
"DIMENSIONALITY","BALANCED","N120_P25_S10",5,120,25,10,15,0.4,"kml3d",NA,0.631915561858172,0.68215017112187,0.588999999999942
"DIMENSIONALITY","BALANCED","N120_P25_S10",6,120,25,10,15,0.4,"longTAPIO",5,0.761988173325383,0.820575215471334,1.01099999999951
"DIMENSIONALITY","BALANCED","N120_P25_S10",6,120,25,10,15,0.4,"kml3d",NA,0.777035173161895,0.799841687603705,0.594000000000051
"DIMENSIONALITY","BALANCED","N120_P25_S10",7,120,25,10,15,0.4,"longTAPIO",5,0.739711478891937,0.794326220158196,1.02399999999943
"DIMENSIONALITY","BALANCED","N120_P25_S10",7,120,25,10,15,0.4,"kml3d",NA,0.689710403102486,0.751303676439278,0.604999999999563
"DIMENSIONALITY","BALANCED","N120_P25_S10",8,120,25,10,15,0.4,"longTAPIO",5,0.813654870028187,0.864786979256811,1.10000000000036
"DIMENSIONALITY","BALANCED","N120_P25_S10",8,120,25,10,15,0.4,"kml3d",NA,0.716288205332247,0.770110259192152,0.596999999999753
"DIMENSIONALITY","BALANCED","N120_P25_S10",9,120,25,10,15,0.4,"longTAPIO",5,0.707217458696749,0.777143514490109,1.00900000000001
"DIMENSIONALITY","BALANCED","N120_P25_S10",9,120,25,10,15,0.4,"kml3d",NA,0.659488609266664,0.721380000485708,0.592999999999847
"DIMENSIONALITY","BALANCED","N120_P25_S10",10,120,25,10,15,0.4,"longTAPIO",5,0.744084428578987,0.797025329098556,1.01100000000042
"DIMENSIONALITY","BALANCED","N120_P25_S10",10,120,25,10,15,0.4,"kml3d",NA,0.719177604242659,0.754154496351777,0.586999999999534
"DIMENSIONALITY","BALANCED","N120_P25_S10",11,120,25,10,15,0.4,"longTAPIO",5,0.807458608144435,0.834166958013089,1.01000000000022
"DIMENSIONALITY","BALANCED","N120_P25_S10",11,120,25,10,15,0.4,"kml3d",NA,0.754653227192028,0.780572822996293,0.591000000000349
"DIMENSIONALITY","BALANCED","N120_P25_S10",12,120,25,10,15,0.4,"longTAPIO",5,0.782673210820683,0.82395183701117,1.00999999999931
"DIMENSIONALITY","BALANCED","N120_P25_S10",12,120,25,10,15,0.4,"kml3d",NA,0.57095154414091,0.646745454250809,0.603000000000065
"DIMENSIONALITY","BALANCED","N120_P25_S10",13,120,25,10,15,0.4,"longTAPIO",5,0.728652041137809,0.791956516769225,1.11499999999978
"DIMENSIONALITY","BALANCED","N120_P25_S10",13,120,25,10,15,0.4,"kml3d",NA,0.744940173825531,0.785241006949584,0.608000000000175
"DIMENSIONALITY","BALANCED","N120_P25_S10",14,120,25,10,15,0.4,"longTAPIO",5,0.781319789180843,0.819972986853777,1.01599999999962
"DIMENSIONALITY","BALANCED","N120_P25_S10",14,120,25,10,15,0.4,"kml3d",NA,0.667626348358084,0.713414142039151,0.595000000000255
"DIMENSIONALITY","BALANCED","N120_P25_S10",15,120,25,10,15,0.4,"longTAPIO",5,0.681969289219566,0.750233456994446,1.01400000000012
"DIMENSIONALITY","BALANCED","N120_P25_S10",15,120,25,10,15,0.4,"kml3d",NA,0.632071279314942,0.692416412502015,0.592000000000553
"DIMENSIONALITY","BALANCED","N120_P25_S10",16,120,25,10,15,0.4,"longTAPIO",5,0.710834391308281,0.779366231646477,1.01600000000053
"DIMENSIONALITY","BALANCED","N120_P25_S10",16,120,25,10,15,0.4,"kml3d",NA,0.6546212647672,0.723417016544908,0.59900000000016
"DIMENSIONALITY","BALANCED","N120_P25_S10",17,120,25,10,15,0.4,"longTAPIO",5,0.758288732773727,0.793865622651285,1.01400000000012
"DIMENSIONALITY","BALANCED","N120_P25_S10",17,120,25,10,15,0.4,"kml3d",NA,0.688015832108381,0.730533152555805,0.592000000000553
"DIMENSIONALITY","BALANCED","N120_P25_S10",18,120,25,10,15,0.4,"longTAPIO",5,0.785330410272471,0.834708890524568,1.03200000000015
"DIMENSIONALITY","BALANCED","N120_P25_S10",18,120,25,10,15,0.4,"kml3d",NA,0.724466169282223,0.76733527434891,0.601000000000568
"DIMENSIONALITY","BALANCED","N120_P25_S10",19,120,25,10,15,0.4,"longTAPIO",5,0.707217458696749,0.777143514490109,1.11300000000028
"DIMENSIONALITY","BALANCED","N120_P25_S10",19,120,25,10,15,0.4,"kml3d",NA,0.708616619674924,0.777665257140124,0.600000000000364
"DIMENSIONALITY","BALANCED","N120_P25_S10",20,120,25,10,15,0.4,"longTAPIO",5,0.617495415812749,0.709932965871367,1.02000000000044
"DIMENSIONALITY","BALANCED","N120_P25_S10",20,120,25,10,15,0.4,"kml3d",NA,0.640915956089328,0.688631840659254,0.600000000000364
"DIMENSIONALITY","BALANCED","N120_P50_S20",1,120,50,20,30,0.4,"longTAPIO",8,0.733917565190793,0.801865289577262,1.11700000000019
"DIMENSIONALITY","BALANCED","N120_P50_S20",1,120,50,20,30,0.4,"kml3d",NA,0.662016382594048,0.711887083557954,1.61999999999989
"DIMENSIONALITY","BALANCED","N120_P50_S20",2,120,50,20,30,0.4,"longTAPIO",8,0.877753681086634,0.902496636752747,1.12099999999919
"DIMENSIONALITY","BALANCED","N120_P50_S20",2,120,50,20,30,0.4,"kml3d",NA,0.669208224068402,0.728772260400608,1.62100000000009
"DIMENSIONALITY","BALANCED","N120_P50_S20",3,120,50,20,30,0.4,"longTAPIO",8,0.775248911158577,0.841596040632915,1.20499999999993
"DIMENSIONALITY","BALANCED","N120_P50_S20",3,120,50,20,30,0.4,"kml3d",NA,0.745698152506585,0.777669306339124,1.59900000000016
"DIMENSIONALITY","BALANCED","N120_P50_S20",4,120,50,20,30,0.4,"longTAPIO",8,0.585460895581808,0.688632134116477,1.1220000000003
"DIMENSIONALITY","BALANCED","N120_P50_S20",4,120,50,20,30,0.4,"kml3d",NA,0.605048929499125,0.673319078379854,1.62100000000009
"DIMENSIONALITY","BALANCED","N120_P50_S20",5,120,50,20,30,0.4,"longTAPIO",8,0.713330153955269,0.785107653326831,1.1239999999998
"DIMENSIONALITY","BALANCED","N120_P50_S20",5,120,50,20,30,0.4,"kml3d",NA,0.59916900014672,0.674569339556821,1.71299999999974
"DIMENSIONALITY","BALANCED","N120_P50_S20",6,120,50,20,30,0.4,"longTAPIO",8,0.828311974879063,0.873355651440036,1.11799999999948
"DIMENSIONALITY","BALANCED","N120_P50_S20",6,120,50,20,30,0.4,"kml3d",NA,0.664502795783901,0.717188930582282,1.63200000000052
"DIMENSIONALITY","BALANCED","N120_P50_S20",7,120,50,20,30,0.4,"longTAPIO",8,0.81874580658291,0.84377670264703,1.11700000000019
"DIMENSIONALITY","BALANCED","N120_P50_S20",7,120,50,20,30,0.4,"kml3d",NA,0.725771542065594,0.763465149861845,1.60900000000038
"DIMENSIONALITY","BALANCED","N120_P50_S20",8,120,50,20,30,0.4,"longTAPIO",8,0.827252054941823,0.859155187296407,1.11799999999948
"DIMENSIONALITY","BALANCED","N120_P50_S20",8,120,50,20,30,0.4,"kml3d",NA,0.760286026152235,0.766778310002352,1.70100000000002
"DIMENSIONALITY","BALANCED","N120_P50_S20",9,120,50,20,30,0.4,"longTAPIO",8,0.843041763370493,0.868410242638263,1.11999999999989
"DIMENSIONALITY","BALANCED","N120_P50_S20",9,120,50,20,30,0.4,"kml3d",NA,0.751393800576398,0.790244310373382,1.60999999999967
"DIMENSIONALITY","BALANCED","N120_P50_S20",10,120,50,20,30,0.4,"longTAPIO",8,0.680679785330948,0.758712888639919,1.11599999999999
"DIMENSIONALITY","BALANCED","N120_P50_S20",10,120,50,20,30,0.4,"kml3d",NA,0.749779710458425,0.783324891516231,1.60400000000027
"DIMENSIONALITY","BALANCED","N120_P50_S20",11,120,50,20,30,0.4,"longTAPIO",8,0.742351363653139,0.807804897945476,1.20399999999972
"DIMENSIONALITY","BALANCED","N120_P50_S20",11,120,50,20,30,0.4,"kml3d",NA,0.608830450861006,0.682641981206693,1.60900000000038
"DIMENSIONALITY","BALANCED","N120_P50_S20",12,120,50,20,30,0.4,"longTAPIO",8,1,1,1.11599999999999
"DIMENSIONALITY","BALANCED","N120_P50_S20",12,120,50,20,30,0.4,"kml3d",NA,0.617139080445437,0.707451023467906,1.60300000000007
"DIMENSIONALITY","BALANCED","N120_P50_S20",13,120,50,20,30,0.4,"longTAPIO",8,0.473389492136145,0.614741711179079,1.11799999999948
"DIMENSIONALITY","BALANCED","N120_P50_S20",13,120,50,20,30,0.4,"kml3d",NA,0.587425072530733,0.677411414568861,1.70900000000074
"DIMENSIONALITY","BALANCED","N120_P50_S20",14,120,50,20,30,0.4,"longTAPIO",8,1,1,1.11400000000049
"DIMENSIONALITY","BALANCED","N120_P50_S20",14,120,50,20,30,0.4,"kml3d",NA,0.735326271346176,0.780329838577995,1.60300000000007
"DIMENSIONALITY","BALANCED","N120_P50_S20",15,120,50,20,30,0.4,"longTAPIO",8,0.798388136078028,0.842374747047245,1.11599999999999
"DIMENSIONALITY","BALANCED","N120_P50_S20",15,120,50,20,30,0.4,"kml3d",NA,0.802546553585589,0.822208441338694,1.61499999999978
"DIMENSIONALITY","BALANCED","N120_P50_S20",16,120,50,20,30,0.4,"longTAPIO",8,0.747517610116269,0.803523740338379,1.11599999999999
"DIMENSIONALITY","BALANCED","N120_P50_S20",16,120,50,20,30,0.4,"kml3d",NA,0.57182396900083,0.651331300220821,1.72000000000025
"DIMENSIONALITY","BALANCED","N120_P50_S20",17,120,50,20,30,0.4,"longTAPIO",8,0.737600093231229,0.803735203412703,1.11400000000049
"DIMENSIONALITY","BALANCED","N120_P50_S20",17,120,50,20,30,0.4,"kml3d",NA,0.73981315841781,0.801553853932291,1.59400000000005
"DIMENSIONALITY","BALANCED","N120_P50_S20",18,120,50,20,30,0.4,"longTAPIO",8,0.860371486674109,0.892118449143282,1.11800000000039
"DIMENSIONALITY","BALANCED","N120_P50_S20",18,120,50,20,30,0.4,"kml3d",NA,0.710776065581043,0.744827286475739,1.60699999999997
"DIMENSIONALITY","BALANCED","N120_P50_S20",19,120,50,20,30,0.4,"longTAPIO",8,0.557120996253496,0.660566782932398,1.21000000000004
"DIMENSIONALITY","BALANCED","N120_P50_S20",19,120,50,20,30,0.4,"kml3d",NA,0.515577648418253,0.633380871509772,1.61399999999958
"DIMENSIONALITY","BALANCED","N120_P50_S20",20,120,50,20,30,0.4,"longTAPIO",8,0.709725610111927,0.78704728389558,1.11500000000069
"DIMENSIONALITY","BALANCED","N120_P50_S20",20,120,50,20,30,0.4,"kml3d",NA,0.643054574300624,0.716982839916162,1.60000000000036
"DIMENSIONALITY","BALANCED","N120_P100_S40",1,120,100,40,60,0.4,"longTAPIO",10,0.737057513095889,0.81511629225276,1.19599999999991
"DIMENSIONALITY","BALANCED","N120_P100_S40",1,120,100,40,60,0.4,"kml3d",NA,0.689823579444124,0.755889403455423,5.41600000000017
"DIMENSIONALITY","BALANCED","N120_P100_S40",2,120,100,40,60,0.4,"longTAPIO",10,0.955960235321142,0.955027991117732,1.17099999999937
"DIMENSIONALITY","BALANCED","N120_P100_S40",2,120,100,40,60,0.4,"kml3d",NA,0.729780600204463,0.767310926172466,5.17600000000039
"DIMENSIONALITY","BALANCED","N120_P100_S40",3,120,100,40,60,0.4,"longTAPIO",10,0.698737902191284,0.770782352313802,1.17399999999998
"DIMENSIONALITY","BALANCED","N120_P100_S40",3,120,100,40,60,0.4,"kml3d",NA,0.629194543133546,0.694352302584755,5.29600000000028
"DIMENSIONALITY","BALANCED","N120_P100_S40",4,120,100,40,60,0.4,"longTAPIO",10,0.689717385662914,0.752646939501736,1.17000000000007
"DIMENSIONALITY","BALANCED","N120_P100_S40",4,120,100,40,60,0.4,"kml3d",NA,0.700933639939182,0.7572700637173,5.29499999999916
"DIMENSIONALITY","BALANCED","N120_P100_S40",5,120,100,40,60,0.4,"longTAPIO",10,0.771327870352548,0.807520509194396,1.16899999999987
"DIMENSIONALITY","BALANCED","N120_P100_S40",5,120,100,40,60,0.4,"kml3d",NA,0.72698969648086,0.776123046875171,5.25400000000081
"DIMENSIONALITY","BALANCED","N120_P100_S40",6,120,100,40,60,0.4,"longTAPIO",10,0.565891472868217,0.674507404853904,1.16899999999987
"DIMENSIONALITY","BALANCED","N120_P100_S40",6,120,100,40,60,0.4,"kml3d",NA,0.588156617409125,0.670463117479455,5.32200000000012
"DIMENSIONALITY","BALANCED","N120_P100_S40",7,120,100,40,60,0.4,"longTAPIO",10,0.771456681157097,0.820837316516957,1.17299999999977
"DIMENSIONALITY","BALANCED","N120_P100_S40",7,120,100,40,60,0.4,"kml3d",NA,0.710552269808299,0.74930619044691,5.1869999999999
"DIMENSIONALITY","BALANCED","N120_P100_S40",8,120,100,40,60,0.4,"longTAPIO",10,0.653447155284472,0.723994752342101,1.17399999999998
"DIMENSIONALITY","BALANCED","N120_P100_S40",8,120,100,40,60,0.4,"kml3d",NA,0.523905956732194,0.616765190130825,5.32099999999991
"DIMENSIONALITY","BALANCED","N120_P100_S40",9,120,100,40,60,0.4,"longTAPIO",10,0.827252054941823,0.859155187296407,1.17399999999998
"DIMENSIONALITY","BALANCED","N120_P100_S40",9,120,100,40,60,0.4,"kml3d",NA,0.604896421845574,0.680449604017812,5.35500000000047
"DIMENSIONALITY","BALANCED","N120_P100_S40",10,120,100,40,60,0.4,"longTAPIO",10,0.915155836219189,0.925970755273933,1.17399999999998
"DIMENSIONALITY","BALANCED","N120_P100_S40",10,120,100,40,60,0.4,"kml3d",NA,0.735478298423667,0.774959148158739,5.22599999999966
"DIMENSIONALITY","BALANCED","N120_P100_S40",11,120,100,40,60,0.4,"longTAPIO",10,1,1,1.27700000000004
"DIMENSIONALITY","BALANCED","N120_P100_S40",11,120,100,40,60,0.4,"kml3d",NA,0.757059330243184,0.806036805655498,5.22299999999996
"DIMENSIONALITY","BALANCED","N120_P100_S40",12,120,100,40,60,0.4,"longTAPIO",10,0.54057139020378,0.649200129993,1.18199999999979
"DIMENSIONALITY","BALANCED","N120_P100_S40",12,120,100,40,60,0.4,"kml3d",NA,0.552981049630734,0.659205703208657,5.30299999999988
"DIMENSIONALITY","BALANCED","N120_P100_S40",13,120,100,40,60,0.4,"longTAPIO",10,0.712982223299856,0.779830835995952,1.17399999999998
"DIMENSIONALITY","BALANCED","N120_P100_S40",13,120,100,40,60,0.4,"kml3d",NA,0.557486808713204,0.660870545538641,5.21699999999964
"DIMENSIONALITY","BALANCED","N120_P100_S40",14,120,100,40,60,0.4,"longTAPIO",10,0.775248911158577,0.841596040632915,1.26900000000023
"DIMENSIONALITY","BALANCED","N120_P100_S40",14,120,100,40,60,0.4,"kml3d",NA,0.799543140082439,0.815150739213027,5.21000000000004
"DIMENSIONALITY","BALANCED","N120_P100_S40",15,120,100,40,60,0.4,"longTAPIO",10,0.785330410272471,0.834708890524568,1.17100000000028
"DIMENSIONALITY","BALANCED","N120_P100_S40",15,120,100,40,60,0.4,"kml3d",NA,0.626919041263944,0.683966953652454,5.3130000000001
"DIMENSIONALITY","BALANCED","N120_P100_S40",16,120,100,40,60,0.4,"longTAPIO",10,0.876992381414224,0.884214302798619,1.17399999999998
"DIMENSIONALITY","BALANCED","N120_P100_S40",16,120,100,40,60,0.4,"kml3d",NA,0.734275582509182,0.759620314573711,5.20699999999943
"DIMENSIONALITY","BALANCED","N120_P100_S40",17,120,100,40,60,0.4,"longTAPIO",10,0.915155836219189,0.925970755273933,1.16899999999987
"DIMENSIONALITY","BALANCED","N120_P100_S40",17,120,100,40,60,0.4,"kml3d",NA,0.841941251596424,0.858372623361774,5.27800000000025
"DIMENSIONALITY","BALANCED","N120_P100_S40",18,120,100,40,60,0.4,"longTAPIO",10,0.665758224644734,0.752296481365203,1.17000000000007
"DIMENSIONALITY","BALANCED","N120_P100_S40",18,120,100,40,60,0.4,"kml3d",NA,0.704583236650636,0.730661612379134,5.25099999999929
"DIMENSIONALITY","BALANCED","N120_P100_S40",19,120,100,40,60,0.4,"longTAPIO",10,0.799922640455922,0.856670139516352,1.17000000000007
"DIMENSIONALITY","BALANCED","N120_P100_S40",19,120,100,40,60,0.4,"kml3d",NA,0.656810863782724,0.710697675593174,5.23000000000047
"DIMENSIONALITY","BALANCED","N120_P100_S40",20,120,100,40,60,0.4,"longTAPIO",10,0.842064292186164,0.859320656090705,1.17299999999977
"DIMENSIONALITY","BALANCED","N120_P100_S40",20,120,100,40,60,0.4,"kml3d",NA,0.651816253879293,0.707155126176343,5.31700000000001
"DIMENSIONALITY","BALANCED","N200_P10_S4",1,200,10,4,6,0.4,"longTAPIO",4,0.878196740487648,0.883268877062596,2.16400000000067
"DIMENSIONALITY","BALANCED","N200_P10_S4",1,200,10,4,6,0.4,"kml3d",NA,0.523615503080431,0.549324503156803,0.502999999999702
"DIMENSIONALITY","BALANCED","N200_P10_S4",2,200,10,4,6,0.4,"longTAPIO",4,0.62813120965334,0.693006848345714,2.16799999999967
"DIMENSIONALITY","BALANCED","N200_P10_S4",2,200,10,4,6,0.4,"kml3d",NA,0.560193718939481,0.623614441934999,0.494999999999891
"DIMENSIONALITY","BALANCED","N200_P10_S4",3,200,10,4,6,0.4,"longTAPIO",4,0.743517106700939,0.793835831890993,2.27599999999984
"DIMENSIONALITY","BALANCED","N200_P10_S4",3,200,10,4,6,0.4,"kml3d",NA,0.740662467530263,0.757397256484038,0.498000000000502
"DIMENSIONALITY","BALANCED","N200_P10_S4",4,200,10,4,6,0.4,"longTAPIO",4,0.647135856736732,0.718283183464485,2.16799999999967
"DIMENSIONALITY","BALANCED","N200_P10_S4",4,200,10,4,6,0.4,"kml3d",NA,0.676432357909731,0.725726742972719,0.498999999999796
"DIMENSIONALITY","BALANCED","N200_P10_S4",5,200,10,4,6,0.4,"longTAPIO",4,0.696008539237837,0.745446440875066,2.18499999999949
"DIMENSIONALITY","BALANCED","N200_P10_S4",5,200,10,4,6,0.4,"kml3d",NA,0.618988473801368,0.668504933427291,0.498999999999796
"DIMENSIONALITY","BALANCED","N200_P10_S4",6,200,10,4,6,0.4,"longTAPIO",4,0.782019106778886,0.844498574705644,2.17699999999968
"DIMENSIONALITY","BALANCED","N200_P10_S4",6,200,10,4,6,0.4,"kml3d",NA,0.661512909194886,0.701498184771141,0.5
"DIMENSIONALITY","BALANCED","N200_P10_S4",7,200,10,4,6,0.4,"longTAPIO",4,0.70313371045686,0.753868692962421,2.86300000000028
"DIMENSIONALITY","BALANCED","N200_P10_S4",7,200,10,4,6,0.4,"kml3d",NA,0.306731560121699,0.376280674455377,0.82300000000032
"DIMENSIONALITY","BALANCED","N200_P10_S4",8,200,10,4,6,0.4,"longTAPIO",4,0.686345621203079,0.748195520347617,3.52400000000034
"DIMENSIONALITY","BALANCED","N200_P10_S4",8,200,10,4,6,0.4,"kml3d",NA,0.493636625706938,0.570655872478049,0.832999999999629
"DIMENSIONALITY","BALANCED","N200_P10_S4",9,200,10,4,6,0.4,"longTAPIO",4,0.589423770875006,0.692202279597969,3.44200000000001
"DIMENSIONALITY","BALANCED","N200_P10_S4",9,200,10,4,6,0.4,"kml3d",NA,0.519654940365282,0.568797823300616,0.819999999999709
"DIMENSIONALITY","BALANCED","N200_P10_S4",10,200,10,4,6,0.4,"longTAPIO",4,0.828821073240765,0.857570066929393,3.42799999999988
"DIMENSIONALITY","BALANCED","N200_P10_S4",10,200,10,4,6,0.4,"kml3d",NA,0.626653819750707,0.67589787284628,0.822000000000116
"DIMENSIONALITY","BALANCED","N200_P10_S4",11,200,10,4,6,0.4,"longTAPIO",4,0.97347395681731,0.969424860363499,3.76100000000042
"DIMENSIONALITY","BALANCED","N200_P10_S4",11,200,10,4,6,0.4,"kml3d",NA,0.714871654948338,0.724187597433637,0.824000000000524
"DIMENSIONALITY","BALANCED","N200_P10_S4",12,200,10,4,6,0.4,"longTAPIO",4,0.699826359791469,0.745564756304861,3.44499999999971
"DIMENSIONALITY","BALANCED","N200_P10_S4",12,200,10,4,6,0.4,"kml3d",NA,0.609610642540835,0.669334770125581,0.817999999999302
"DIMENSIONALITY","BALANCED","N200_P10_S4",13,200,10,4,6,0.4,"longTAPIO",4,0.948073410454901,0.948572210929773,3.4320000000007
"DIMENSIONALITY","BALANCED","N200_P10_S4",13,200,10,4,6,0.4,"kml3d",NA,0.778535751706459,0.789563399197079,0.826000000000022
"DIMENSIONALITY","BALANCED","N200_P10_S4",14,200,10,4,6,0.4,"longTAPIO",4,0.706577079910887,0.76378760590909,3.54500000000007
"DIMENSIONALITY","BALANCED","N200_P10_S4",14,200,10,4,6,0.4,"kml3d",NA,0.667503331143148,0.691170271304443,0.822000000000116
"DIMENSIONALITY","BALANCED","N200_P10_S4",15,200,10,4,6,0.4,"longTAPIO",4,0.707030655088458,0.743244692810224,3.38500000000022
"DIMENSIONALITY","BALANCED","N200_P10_S4",15,200,10,4,6,0.4,"kml3d",NA,0.620729979626805,0.648022975653887,0.807999999999993
"DIMENSIONALITY","BALANCED","N200_P10_S4",16,200,10,4,6,0.4,"longTAPIO",4,0.711406292692154,0.777318471593378,3.39899999999943
"DIMENSIONALITY","BALANCED","N200_P10_S4",16,200,10,4,6,0.4,"kml3d",NA,0.617274929167681,0.676082149025242,0.791000000000167
"DIMENSIONALITY","BALANCED","N200_P10_S4",17,200,10,4,6,0.4,"longTAPIO",4,0.619077855132553,0.692889368105737,3.53600000000006
"DIMENSIONALITY","BALANCED","N200_P10_S4",17,200,10,4,6,0.4,"kml3d",NA,0.575579487082513,0.624522686406151,0.793999999999869
"DIMENSIONALITY","BALANCED","N200_P10_S4",18,200,10,4,6,0.4,"longTAPIO",4,0.712297176261073,0.772902906249466,3.36299999999937
"DIMENSIONALITY","BALANCED","N200_P10_S4",18,200,10,4,6,0.4,"kml3d",NA,0.449181344078052,0.49316517211337,0.809999999999491
"DIMENSIONALITY","BALANCED","N200_P10_S4",19,200,10,4,6,0.4,"longTAPIO",4,0.664587567592076,0.731306358397537,3.23199999999997
"DIMENSIONALITY","BALANCED","N200_P10_S4",19,200,10,4,6,0.4,"kml3d",NA,0.708332039964425,0.740480031150288,0.785000000000764
"DIMENSIONALITY","BALANCED","N200_P10_S4",20,200,10,4,6,0.4,"longTAPIO",4,0.775429715373298,0.814665910707036,3.23199999999997
"DIMENSIONALITY","BALANCED","N200_P10_S4",20,200,10,4,6,0.4,"kml3d",NA,0.647960104243401,0.704254048550162,0.796000000000276
"DIMENSIONALITY","BALANCED","N200_P25_S10",1,200,25,10,15,0.4,"longTAPIO",5,0.900610462827998,0.906686961032429,3.2529999999997
"DIMENSIONALITY","BALANCED","N200_P25_S10",1,200,25,10,15,0.4,"kml3d",NA,0.704323808201806,0.748746732915551,1.46600000000035
"DIMENSIONALITY","BALANCED","N200_P25_S10",2,200,25,10,15,0.4,"longTAPIO",5,0.785523366097603,0.826190424565729,3.33500000000004
"DIMENSIONALITY","BALANCED","N200_P25_S10",2,200,25,10,15,0.4,"kml3d",NA,0.638004542267723,0.688180996150889,1.48300000000017
"DIMENSIONALITY","BALANCED","N200_P25_S10",3,200,25,10,15,0.4,"longTAPIO",5,0.819839627521987,0.852292630601257,3.26000000000022
"DIMENSIONALITY","BALANCED","N200_P25_S10",3,200,25,10,15,0.4,"kml3d",NA,0.664178208187757,0.703913789673421,1.4989999999998
"DIMENSIONALITY","BALANCED","N200_P25_S10",4,200,25,10,15,0.4,"longTAPIO",5,0.68418315657872,0.761167208994998,3.33700000000044
"DIMENSIONALITY","BALANCED","N200_P25_S10",4,200,25,10,15,0.4,"kml3d",NA,0.557141445467061,0.638280951269254,1.51800000000003
"DIMENSIONALITY","BALANCED","N200_P25_S10",5,200,25,10,15,0.4,"longTAPIO",5,0.900610462827998,0.906686961032429,3.42900000000009
"DIMENSIONALITY","BALANCED","N200_P25_S10",5,200,25,10,15,0.4,"kml3d",NA,0.731374440743375,0.756399297771305,1.48899999999958
