"longTAPIO_trajectories_PC1" "longTAPIO_trajectories_PCwr"
"1" 0.656253249301505 0.566378322946322
"2" 0.614071894810456 0.835126176415215
"3" 1 1
"4" 0.717400938156195 0.960608828917197
"5" 0.848900448316084 0.885566106716617
"6" 0.921784960061257 1
"7" 0.873975325504846 0.96006736952087
"8" 0.922738519637154 1
"9" 0.935737017041843 1
"10" 0.909835536616895 0.986598879940902
"11" 0.921309564090125 1
"12" 0.898282504492894 1
"13" 0.714835884295555 0.882339724029974
"14" 0.793785998269993 0.986598879940902
"15" 0.860281343507846 0.935701696686146
"16" 0.921309564090125 0.986598879940902
"17" 0.912022546306514 1
"18" 0.923732821605636 1
"19" 0.959813205485525 1
"20" 0.97347395681731 1
"21" 0.662477167956858 0.923648979591837
"22" 0.960608828917197 0.973466666666667
"23" 0.934375099866935 0.97347395681731
"24" 0.604887371757852 0.986598879940902
"25" 0.687914268811939 1
"26" 0.907905118194514 0.947240331472934
"27" 0.935807541467887 1
"28" 0.683706985780988 0.733802256777765
"29" 0.823410201756767 0.876422766427515
"30" 0.986598879940902 0.960630467282476
"31" 0.787870430642838 0.843293589076626
"32" 0.948016326530612 0.97347395681731
"33" 0.737992685739301 0.960343548234616
"34" 0.640182868692135 0.72332971485979
"35" 0.776585005573009 0.647190399443875
"36" 0.948073410454901 0.97347395681731
"37" 1 1
"38" 0.533507439084479 0.740730117798904
"39" 0.897369499659346 0.932937360461688
"40" 0.75368679918243 0.960354441775282
"41" 0.616995877310046 0.921526127135561
"42" 0.650911124961174 0.882957652339997
"43" 0.782854372026625 1
"44" 0.733630698224946 0.774216084549143
"45" 0.960078340434069 0.973199601143244
"46" 0.986598879940902 1
"47" 0.948073410454901 0.986598879940902
"48" 0.973466666666667 0.973066095899961
"49" 0.793895974512157 0.960630467282476
"50" 0.97347395681731 1
