"longTAPIO_trajectories_PC1" "longTAPIO_trajectories_PCwr"
"1" 0.827669513188931 0.986598879940902
"2" 0.460885423999633 0.745066444225168
"3" 0.740976702533058 0.986598879940902
"4" 0.909835536616895 0.973466666666667
"5" 0.863365986635033 0.909835536616895
"6" 0.407405621219399 0.743754340688157
"7" 0.846438488507039 1
"8" 0.948073410454901 1
"9" 0.895364193421285 0.973199601143244
"10" 0.794075405262245 0.935807541467887
"11" 0.851158102929998 0.889742189894201
"12" 0.528620225998687 0.683352592762481
"13" 0.719262362439249 0.92217590523858
"14" 0.921244711363887 1
"15" 0.823274214847485 0.872438585531615
"16" 0.413919324241436 0.827413786907178
"17" 0.973066095899961 1
"18" 0.77765152972804 0.921006625829588
"19" 0.871753421118823 0.97347395681731
"20" 0.660189074618393 0.948073410454901
"21" 0.884294397529341 1
"22" 0.986598879940902 0.986598879940902
"23" 0.482227182394522 0.774119096181629
"24" 0.776137195057864 0.883388435195389
"25" 1 1
"26" 0.843076189966921 0.973336788403479
"27" 0.730277052719076 0.766661553135151
"28" 0.960630467282476 1
"29" 0.605683079223754 0.857675931164561
"30" 0.921666806036267 0.946830837257777
"31" 0.654033888826828 0.833333559935011
"32" 0.923083088958041 0.986598879940902
"33" 0.820180601722731 0.933870195003109
"34" 0.898550095001734 0.986598879940902
"35" 0.948073410454901 1
"36" 0.933572369194831 0.959813205485525
"37" 0.923135824308904 0.986598879940902
"38" 0.531488254610758 0.860970454860559
"39" 0.810549080892808 0.908524785020597
"40" 0.973066095899961 0.986598879940902
"41" 0.89545138090948 1
"42" 0.606696784480468 0.826108491420794
"43" 0.946684564050466 0.986598879940902
"44" 0.973199601143244 0.986598879940902
"45" 0.959404490393756 1
"46" 0.803879533691917 0.97347395681731
"47" 0.934131622571132 0.986598879940902
"48" 0.986598879940902 1
"49" 0.921958821814257 0.947635388965987
"50" 0.878994662522803 1
