"longTAPIO_trajectories_PC1" "longTAPIO_trajectories_PCwr"
"1" 0.854381521079384 0.946816229798607
"2" 0.935249208455011 1
"3" 0.593565225589034 0.909577585896573
"4" 0.752435401526842 0.733247952976519
"5" 0.888482317888379 1
"6" 0.690702350130065 0.935807541467887
"7" 0.986598879940902 0.986598879940902
"8" 0.97347395681731 0.973466666666667
"9" 0.856649052700797 1
"10" 0.911101939407373 0.960608828917197
"11" 0.666850223584384 0.900800832258694
"12" 0.708058304991947 0.960343548234616
"13" 0.897172166591425 0.986598879940902
"14" 1 1
"15" 0.574203448508478 0.810359597461378
"16" 0.838031376707163 0.973333124730886
"17" 1 1
"18" 0.973466666666667 1
"19" 0.79503311146457 0.934636740439509
"20" 0.804968143025556 0.986598879940902
"21" 0.878994662522803 0.986598879940902
"22" 0.908729055925834 0.973336788403479
"23" 0.934095429801327 0.923837365536673
"24" 0.94694791363462 0.986598879940902
"25" 0.986598879940902 0.986598879940902
"26" 0.720845611037023 1
"27" 0.960630467282476 0.986598879940902
"28" 0.789194915254237 0.986598879940902
"29" 0.621196923651551 0.887249217465532
"30" 0.947086885117698 0.923732821605636
"31" 0.946435999706364 0.97347395681731
"32" 0.986598879940902 1
"33" 0.819179141176304 0.986598879940902
"34" 0.959813205485525 0.973199601143244
"35" 0.713918423583851 0.91187748324775
"36" 0.662287024222263 0.896488559583928
"37" 0.946684564050466 0.960343548234616
"38" 0.791221698896948 0.796423773266738
"39" 0.934636740439509 0.94803060927473
"40" 0.767303097109949 0.96006736952087
"41" 0.934140664553199 1
"42" 0.92159073925626 0.986598879940902
"43" 0.986598879940902 1
"44" 0.853762631059816 1
"45" 0.960630467282476 1
"46" 0.577507322074109 0.802086636044605
"47" 0.960630467282476 1
"48" 0.809581636560047 0.912022546306514
"49" 0.799306675276935 0.818566278518491
"50" 0.923837365536673 1
