"longTAPIO_trajectories_PC1" "longTAPIO_trajectories_PCwr"
"1" 0.830025624277747 1
"2" 0.664815622386967 0.67540070268127
"3" 0.94803060927473 0.94803060927473
"4" 0.697695230330208 0.959813205485525
"5" 0.795613119829792 1
"6" 0.808190510189305 1
"7" 0.733649602239396 0.986598879940902
"8" 0.510477188745961 0.986598879940902
"9" 0.920509232211519 1
"10" 0.680717930068135 0.960343548234616
"11" 0.973333124730886 0.986598879940902
"12" 0.88353088244191 0.849913723304448
"13" 0.692180247099603 0.851792859006697
"14" 0.94694791363462 0.973199601143244
"15" 0.960608828917197 0.960078340434069
"16" 0.845185212626588 1
"17" 0.773114587221794 0.934916336156692
"18" 0.835266343132533 0.986598879940902
"19" 0.973466666666667 1
"20" 0.730198805582612 1
"21" 0.735573960887208 0.883626758530567
"22" 0.895947323294171 0.960608828917197
"23" 0.819436788773021 0.960608828917197
"24" 0.854952819775005 0.986598879940902
"25" 0.708422344315902 0.973466666666667
"26" 0.718462034295891 0.744192513554868
"27" 0.948073410454901 0.947518100722398
"28" 0.960343548234616 1
"29" 0.763132240707927 0.790565451908563
"30" 0.589332508051231 0.679182610705877
"31" 0.87358003564869 1
"32" 0.695461106023554 0.806522403400094
"33" 0.960630467282476 0.960338099219033
"34" 0.88351625096738 0.934167775610836
"35" 0.797910728672304 0.833512673768639
"36" 0.487945367169716 0.464141591117859
"37" 0.652896503551302 0.960608828917197
"38" 0.908641280062681 0.895463518890395
"39" 0.922024489795918 1
"40" 0.34360059739817 0.602101551808123
"41" 1 1
"42" 0.743540367704752 0.780366288659515
"43" 0.875051643907106 1
"44" 0.529399075971203 0.986598879940902
"45" 0.738435798330526 0.636282669327135
"46" 0.812706069748377 1
"47" 0.8115356526246 0.959813205485525
"48" 0.909847907014969 0.960630467282476
"49" 0.607054258048018 1
"50" 0.986598879940902 1
