"longTAPIO_trajectories_PC1" "longTAPIO_trajectories_PCwr"
"1" 0.719269740042741 0.885595742517203
"2" 0.920509232211519 1
"3" 0.947211335585178 0.97347395681731
"4" 0.79081315280569 0.8170005520274
"5" 0.802842805323682 0.986598879940902
"6" 0.923009137782033 1
"7" 0.959813205485525 0.95980216322758
"8" 0.695211345532874 0.912167132558482
"9" 0.600251756926863 0.741097084342218
"10" 0.948073410454901 0.986598879940902
"11" 0.823047282755777 0.846802948838907
"12" 0.692642534724877 0.960608828917197
"13" 0.505272397189991 0.651183055927193
"14" 0.875616794633487 0.935213649305076
"15" 0.696303872949203 0.677319100060807
"16" 0.947079615562234 0.986598879940902
"17" 0.586171906261127 0.710259298016538
"18" 0.697778894304041 0.934131622571132
"19" 0.669867565066414 1
"20" 0.841803931402083 0.973333124730886
"21" 0.923732821605636 0.986598879940902
"22" 0.758559236662551 0.887001404279482
"23" 0.687640557187504 0.871556407080717
"24" 0.6148731234267 0.672146180667429
"25" 0.654279661016949 0.812706069748377
"26" 0.489566830832076 0.647691969161602
"27" 0.883260338614829 0.960343548234616
"28" 0.806834360360275 0.935213649305076
"29" 0.806166742110709 0.826337517494043
"30" 0.908458623498947 0.960078340434069
"31" 0.756624541377905 0.783638509400874
"32" 0.767690871122731 0.986598879940902
"33" 0.629626838748914 0.76801087966587
"34" 0.94803060927473 1
"35" 0.756749411186151 1
"36" 0.960343548234616 0.986598879940902
"37" 0.558651102875393 0.813084714267791
"38" 0.590616086766347 0.646931785485422
"39" 0.896844187757614 0.986598879940902
"40" 0.766144398267396 1
"41" 0.718950493912017 0.960608828917197
"42" 0.820518815506965 1
"43" 0.934969927013647 0.973333124730886
"44" 0.973336788403479 0.986598879940902
"45" 0.74863203149315 0.821205645518395
"46" 0.960630467282476 0.986598879940902
"47" 0.836206890711786 1
"48" 0.94694791363462 1
"49" 0.676381152932162 0.986598879940902
"50" 0.922024489795918 0.947240331472934
