"KML3D" "longTAPIO_sample" "longTAPIO_trajectories"
"1" 0.839018489273075 0.744926672805256 0.706806955641752
"2" 0.908678918954198 0.716463507320965 0.730966406280477
"3" 0.837156086554597 0.625543015403598 0.763258422772449
"4" 0.934077318497164 0.712155882854022 0.785741117747794
"5" 0.934618777893492 0.701341575950163 0.808346014750091
"6" 0.946677239724593 0.726292682893892 0.692011341063819
"7" 0.934113531156584 0.769333646380704 0.872097792087753
"8" 0.811243843947163 0.655592294296763 0.668158078899081
"9" 0.95980216322758 0.720459517120352 0.787509053845177
"10" 0.895933029809487 0.640308179173377 0.753264276091279
"11" 0.960338099219033 0.77812660061707 0.800477350622586
"12" 0.920390430632409 0.685415489165432 0.648441992985487
"13" 0.898934566697537 0.81454220653642 0.791119620033439
"14" 0.934375099866935 0.76880231898824 0.705535982557135
"15" 0.873607536337027 0.76410105737998 0.704067287001996
"16" 0.896218048574451 0.810431989512527 0.809969054851007
"17" 0.973199601143244 0.810161371367648 0.756240090539048
"18" 0.946699206667528 0.858718448501582 0.77435511057334
"19" 0.94694791363462 0.821133120915842 0.793635440606409
"20" 0.933554119163145 0.718882099690616 0.74481035439952
"21" 0.94694791363462 0.785155813731536 0.612375283320928
"22" 0.897513143608789 0.835599476986239 0.908112519168585
"23" 0.960078340434069 0.853962062123492 0.827063129077401
"24" 0.910536127587307 0.703723955725071 0.731520329775805
"25" 0.873786012198617 0.642348702849355 0.675652173330035
"26" 0.874804717122933 0.69874561667438 0.666599891958522
"27" 0.882703144790058 0.683319010403502 0.84630326163235
"28" 0.94803060927473 0.66016571510019 0.707001103443733
"29" 0.874637363533501 0.662837285087452 0.810780574901466
"30" 0.973336788403479 0.763119738974025 0.755575318657423
"31" 0.896331892459487 0.691003530065926 0.742790805978611
"32" 0.933946491706582 0.668394841465907 0.773708303865002
"33" 0.884135608005604 0.752435401526842 0.7395418131621
"34" 0.894951420560506 0.765383932600562 0.83664760372271
"35" 0.847238200732625 0.682583534906548 0.72237524593096
"36" 0.920725216008049 0.703895059904547 0.66764703347325
"37" 0.921147301763799 0.806017983576078 0.805671695562842
"38" 0.921082292985312 0.667017031990913 0.743036092242484
"39" 0.946677239724593 0.591776561705691 0.679914920698722
"40" 0.895790544639432 0.702542316006971 0.680369388949428
"41" 0.973466666666667 0.717226588385471 0.792329803010279
"42" 0.921645285123138 0.769370393371523 0.846257219104409
"43" 0.860012791295938 0.584333658283137 0.675323288733424
"44" 0.921266340813455 0.70569319692817 0.634687290917262
"45" 0.90785452166883 0.749193772616479 0.704444496832576
"46" 0.882388105883207 0.66346069288539 0.710928063063702
"47" 0.94803060927473 0.696530336857465 0.735236953161586
"48" 0.89599018019959 0.669690589349465 0.810543885548673
"49" 0.921136474406078 0.626208914548776 0.797571141620479
"50" 0.844095705899979 0.588640614233684 0.79891701766454
