"KML3D" "longTAPIO_sample" "longTAPIO_trajectories"
"1" 0.986598879940902 0.766730304754231 0.811709351216101
"2" 0.97347395681731 0.861422401640308 0.859761538278577
"3" 0.947240331472934 0.845490282388472 0.846739954279495
"4" 0.97347395681731 0.849544669119893 0.895277969660214
"5" 0.986598879940902 0.934095429801327 0.923837365536673
"6" 1 0.934618777893492 0.896516986141766
"7" 0.947240331472934 0.863119912923441 0.785957246404561
"8" 0.959813205485525 0.767095803377362 0.849127922930109
"9" 0.959813205485525 0.837200825566727 0.895492211188252
"10" 0.960608828917197 0.921385428912761 0.804908538024313
"11" 0.960630467282476 0.898539098986411 0.92217590523858
"12" 1 0.960608828917197 0.885377472364936
"13" 0.935213649305076 0.847652446818348 0.8581019974368
"14" 0.986598879940902 0.896859071066425 0.910560703117616
"15" 0.973466666666667 0.884294851088572 0.882687034195118
"16" 0.920573574478125 0.872094239912815 0.933870195003109
"17" 0.986598879940902 0.883278284343009 0.817299785553786
"18" 0.886839561144329 0.80408938040038 0.860455723218098
"19" 0.935169145407443 0.801495050335798 0.806539111917909
"20" 0.934077318497164 0.871862308399974 0.908099895055645
"21" 0.948016326530612 0.796831619480824 0.861920190891807
"22" 0.973199601143244 0.92169906524908 0.934898452903925
"23" 0.947211335585178 0.739507233872439 0.815889609370104
"24" 0.973333124730886 0.934636740439509 0.895520887739986
"25" 0.960608828917197 0.897000588226504 0.845561555558264
"26" 0.986598879940902 0.848734054044524 0.836431743166388
"27" 0.96006736952087 0.836749216516132 0.896374599764788
"28" 0.94803060927473 0.832277373438823 0.923837365536673
"29" 0.960078340434069 0.761424684271342 0.853172750733591
"30" 0.935186954301571 0.836741531299358 0.77279970564443
"31" 0.947635388965987 0.838270309645995 0.876438737246247
"32" 0.946552916386473 0.772914239457466 0.833521972343881
"33" 0.923732821605636 0.849795403143787 0.881972445494623
"34" 1 0.897911758850377 0.908911972566199
"35" 0.923648979591837 0.798124965293438 0.894623179352204
"36" 0.947613803405344 0.814532935771729 0.809471432148341
"37" 0.959807685114977 0.850629041995964 0.920249799282989
"38" 0.986598879940902 0.882989794787749 0.805732588490261
"39" 0.960630467282476 0.885217189261094 0.788984074206637
"40" 0.960338099219033 0.876540166235005 0.947518100722398
"41" 0.986598879940902 0.948016326530612 0.97347395681731
"42" 0.960630467282476 0.909182665069717 0.837557854623993
"43" 0.973333124730886 0.872927327686747 0.90785452166883
"44" 0.986598879940902 0.83613962204052 0.896303397129869
"45" 0.973333124730886 0.858718448501582 0.909711645662441
"46" 0.973066095899961 0.776979899150189 0.751070502766122
"47" 0.946808923058716 0.88625193959409 0.857475767136629
"48" 0.95980216322758 0.835600164006086 0.813635461789165
"49" 0.97347395681731 0.884406003319476 0.849209101300331
"50" 0.934618777893492 0.737204231478256 0.885950116560576
