"longTAPIO_sample" "longTAPIO_trajectories" "KML"
"1" 0.362431225870323 0.34489724807279 0.611294052366542
"2" 0.401703737733888 0.368547124036483 0.516016754492636
"3" 0.318296335411989 0.375625185866068 0.574289766739148
"4" 0.290628213058002 0.380760656304923 0.371042378493453
"5" 0.423637713913243 0.421554712394599 0.611934907417969
"6" 0.459962657576485 0.612008807656174 0.489558628181755
"7" 0.433244503753485 0.462264900872828 0.556391200991422
"8" 0.459270571686929 0.431553447350479 0.52602730787426
"9" 0.312015049136385 0.40656825679304 0.501099239237375
"10" 0.483299798245292 0.649598438123974 0.514786004386376
"11" 0.410771603314215 0.506435014050909 0.479927034382079
"12" 0.4587385752877 0.708740463304153 0.621552316201421
"13" 0.537397344073972 0.493565681161263 0.581239728750813
"14" 0.427287249121025 0.703743816882739 0.509068588680184
"15" 0.382272994366843 0.358768450661313 0.494946818988929
"16" 0.337694762628558 0.532999807062068 0.529631919809939
"17" 0.339955796241465 0.602550575962688 0.496537190037929
"18" 0.400292718624222 0.451385733452894 0.500442851885255
"19" 0.407736687275357 0.568340349296171 0.520784543722958
"20" 0.432244714203578 0.355444098080852 0.440472850914817
"21" 0.361652057428586 0.405924353146365 0.554069101120544
"22" 0.414480735034982 0.4735971736761 0.500241900402083
"23" 0.416078556666842 0.367376918771607 0.46859476418751
"24" 0.309366962752894 0.332777208201396 0.577590321146386
"25" 0.406825461289046 0.396145760243771 0.65924949425278
"26" 0.397908248157832 0.416758338937327 0.651828130905308
"27" 0.362299083790381 0.472152650265597 0.439534955092717
"28" 0.344811697365233 0.372375510204082 0.465318512056894
"29" 0.603886348924598 0.902092507866801 0.694110766917824
"30" 0.373499011246817 0.366762851676442 0.554703924729662
"31" 0.511459628834009 0.407799288332607 0.594488721519741
"32" 0.374167590821668 0.4381585501612 0.57427130917335
"33" 0.416236075312271 0.392147358847772 0.421757103623327
"34" 0.333605067112993 0.562484546430209 0.472880446317167
"35" 0.364386737892133 0.664515912222334 0.543706491114222
"36" 0.3886863410671 0.323277229195209 0.587253131831033
"37" 0.453194897592911 0.472841042184226 0.469014302734991
"38" 0.356444829209026 0.414403442211156 0.466969907894524
"39" 0.447894693345581 0.663613103204208 0.504036099882829
"40" 0.389415200227527 0.345570821987836 0.523823299718176
"41" 0.488934242390979 0.492410698498642 0.484705633739855
"42" 0.303750433349797 0.529171853743895 0.527712497866926
"43" 0.320139748984359 0.465954050939219 0.47635017909678
"44" 0.265322619994277 0.335042910518967 0.545553228805081
"45" 0.388655775019411 0.389221050219929 0.520223327580956
"46" 0.521597431395605 0.547182333374563 0.512160991896264
"47" 0.304898302129907 0.803188467978375 0.464517923295424
"48" 0.376917991295777 0.273284753377644 0.486874436000305
"49" 0.362780249686811 0.362780249686811 0.412088419345645
"50" 0.503279233048107 0.695281637483088 0.468996145131075
