"clusterMLD" "longTAPIO_MLD"
"1" 0.934496913773358 0.959940261315938
"2" 0.486253614372126 0.708138330748409
"3" 0.704666120540234 0.896987349848752
"4" 0.694874138353174 0.874033457286903
"5" 0.960630467282476 0.934131622571132
"6" 0.401783855140612 0.780322082569527
"7" 0.476453670886076 0.786603931378248
"8" 0.466908780867409 0.4983715497966
"9" 1 0.933544990386335
"10" 0.688531785195936 0.921147301763799
"11" 0.327034801788139 0.818458119989718
"12" 0.973333124730886 0.986598879940902
"13" 0.428622131222656 0.933833863577177
"14" 0.466908780867409 0.358399067211971
"15" 0.467126775575191 0.960216400585881
"16" 0.682420492899483 0.883150242578562
"17" 0.694874138353174 0.895081008348165
"18" 0.933441648935085 0.986598879940902
"19" 0.933946491706582 0.585643909632553
"20" 0.947489261454675 0.93387927162627
"21" 0.327034801788139 0.812547578833235
"22" 0.486253614372126 0.831547660581917
"23" 0.683622970241103 0.559938858645357
"24" 0.694874138353174 0.845675937071174
"25" 0.973333124730886 0.947072344009017
"26" 0.467126775575191 0.819807022722665
"27" 0.476560744030082 0.826621451496732
"28" 0.979902539028015 0.973333124730886
"29" 0.947072344009017 0.842181017522757
"30" 0 0.933310946624694
"31" 0.688531785195936 0.779321758322256
"32" 0 0.89851122598439
"33" 0.449046156180074 0.907233787303976
"34" 0.948073410454901 0.789791557472886
"35" 0.946282298241594 0.78374987076567
"36" 0.467126775575191 0.932937360461688
"37" 0.661358814111559 0.895434810833445
"38" 0.476453670886076 0.870338482481821
"39" 0.93359060920416 0.907647326218288
"40" 0.94709415267623 0.651096079444493
"41" 0.476157788482761 0.772028569639417
"42" 0.704666120540234 0.648162374248703
"43" 0 0.986598879940902
"44" 0.476560744030082 0.660936331921256
"45" 0.476157788482761 0.858477941635519
"46" 0.476560744030082 0.636269554254051
"47" 0.457954402878455 0.531269699837596
"48" 0.486253614372126 0.742735165506943
"49" 0.466908780867409 0.87250067629457
"50" 0.688434524303655 0.946699206667528
