"run","visit","cluster","feature","incremental_importance"
16,1,2,"y2",0.859532684933432
16,1,2,"y3",0.760096024534926
16,1,2,"y4",0.777760576396567
16,1,2,"y5",0.733409899482425
16,1,3,"y1",0.772150365697305
16,1,3,"y2",0.967204575683027
16,1,3,"y3",0.775854705923553
16,1,3,"y4",0.779836933717834
16,1,3,"y5",0.749091143020434
16,1,4,"y1",0.898566728351678
16,1,4,"y2",0.892277366732214
16,1,4,"y3",0.800926216430674
16,1,4,"y4",0.847974850275034
16,1,4,"y5",0.750732565711108
16,2,1,"y1",-0.00486132808788742
16,2,1,"y2",0.0231250225717999
16,2,1,"y3",-0.0446065212192985
16,2,1,"y4",0.00935062822720956
16,2,1,"y5",-0.0915843252894206
16,2,2,"y1",0.0825214474078907
16,2,2,"y2",-0.0556033822635045
16,2,2,"y3",-0.0377017651599894
16,2,2,"y4",0.111299897614855
16,2,2,"y5",-0.0440857097299597
16,2,3,"y1",0.0124479280633529
16,2,3,"y2",-0.00388169183396903
16,2,3,"y3",0.0952559729214979
16,2,3,"y4",-0.0252000539929366
16,2,3,"y5",0.00771109517785384
16,2,4,"y1",-0.0491365089215271
16,2,4,"y2",0.0238182199579453
16,2,4,"y3",0.0359637916304262
16,2,4,"y4",-0.0208034989513275
16,2,4,"y5",0.028948863462795
16,3,1,"y1",0.0518482090597648
16,3,1,"y2",0.0164022431495131
16,3,1,"y3",0.00411093880245561
16,3,1,"y4",0.0298222162913283
16,3,1,"y5",0.0432853697312798
16,3,2,"y1",0.00428288250148745
16,3,2,"y2",0.00124369753562892
16,3,2,"y3",-0.0498887765745645
16,3,2,"y4",0.106623927368481
16,3,2,"y5",-0.00975501717994853
16,3,3,"y1",0.0428290362257405
16,3,3,"y2",-0.00571782341308791
16,3,3,"y3",-0.0443451069269161
16,3,3,"y4",0.0917933879797428
16,3,3,"y5",-0.0146980460817979
16,3,4,"y1",0.0476578631915957
16,3,4,"y2",0.0419174262337452
16,3,4,"y3",0.0318408759298504
16,3,4,"y4",0.00440054553359159
16,3,4,"y5",0.0118756827507566
16,4,1,"y1",0.0544564836169552
16,4,1,"y2",-0.00659675163145812
16,4,1,"y3",0.0113110284231442
16,4,1,"y4",0.0195862022293767
16,4,1,"y5",-0.0282408023591101
16,4,2,"y1",0.0377998324841384
16,4,2,"y2",0.0395981945735527
16,4,2,"y3",0.06963757050881
16,4,2,"y4",-0.00882911955673982
16,4,2,"y5",0.00826894785055499
16,4,3,"y1",-0.000155382573033713
16,4,3,"y2",0.00281681777432652
16,4,3,"y3",0.0492291117540201
16,4,3,"y4",-0.0187655977199386
16,4,3,"y5",-0.00716980398747469
16,4,4,"y1",0.0193231187944157
16,4,4,"y2",-0.019636335606343
16,4,4,"y3",-0.020837333025193
16,4,4,"y4",0.06690000135943
16,4,4,"y5",0.0648778411117167
16,5,1,"y1",0.0101463850138374
16,5,1,"y2",0.028924650799152
16,5,1,"y3",0.0435489998734854
16,5,1,"y4",-0.0345032014546005
16,5,1,"y5",0.0451659629130783
16,5,2,"y1",0.041936467566392
16,5,2,"y2",0.0551392009178431
16,5,2,"y3",0.0581996040861343
16,5,2,"y4",-0.0593953585478828
16,5,2,"y5",0.035603120624321
16,5,3,"y1",0.0413939142168588
16,5,3,"y2",-0.00955352456164937
16,5,3,"y3",-0.0013893243317542
16,5,3,"y4",0.0395085021562722
16,5,3,"y5",-0.00266661228130105
16,5,4,"y1",0.00387910174840989
16,5,4,"y2",0.0247362191588643
16,5,4,"y3",0.0108833905601641
16,5,4,"y4",0.023979152901583
16,5,4,"y5",-0.0121239112734121
16,6,1,"y1",0.00246253206245739
16,6,1,"y2",0.0036543019885511
16,6,1,"y3",0.00638436145605714
16,6,1,"y4",0.0125343051679619
16,6,1,"y5",0.000844550927227572
16,6,2,"y1",-0.00583914408367836
16,6,2,"y2",-0.0186105560925989
16,6,2,"y3",0.0119969649059842
16,6,2,"y4",0.00972283188479783
16,6,2,"y5",-0.0104039824089004
16,6,3,"y1",0.0565126442855233
16,6,3,"y2",-0.0280775188571947
16,6,3,"y3",0.00729100011480133
16,6,3,"y4",0.00602952919624944
16,6,3,"y5",0.0283885048233856
16,6,4,"y1",-0.0132950916444442
16,6,4,"y2",0.0103925294451668
16,6,4,"y3",0.00749067155972361
16,6,4,"y4",-0.019895454501758
16,6,4,"y5",0.0104752655648686
16,7,1,"y1",-0.00604194179185957
16,7,1,"y2",-0.0162761640794483
16,7,1,"y3",-0.0242845532852707
16,7,1,"y4",0.0418311613861635
16,7,1,"y5",-0.0129850548443571
16,7,2,"y1",0.00154695834215057
16,7,2,"y2",0.0158286599009555
16,7,2,"y3",0.0108851465496033
16,7,2,"y4",0.00847475835812639
16,7,2,"y5",0.00911986467900694
16,7,3,"y1",0.00757888577002575
16,7,3,"y2",0.0137285152038904
16,7,3,"y3",0.00772524788339424
16,7,3,"y4",0.0166867683635589
16,7,3,"y5",0.000761380598302774
16,7,4,"y1",0.00924468515991739
16,7,4,"y2",0.00700068024574685
16,7,4,"y3",0.00983740419097923
16,7,4,"y4",-0.0372467887700895
16,7,4,"y5",-0.00731747429155161
16,8,1,"y1",0.010407521777984
16,8,1,"y2",0.0100517822137751
16,8,1,"y3",0.00566803168942176
16,8,1,"y4",0.00187513237738901
16,8,1,"y5",-0.00152532398429994
16,8,2,"y1",0.0199763005672884
16,8,2,"y2",0.0502660613612392
16,8,2,"y3",0.0259973489995824
16,8,2,"y4",-0.0304871193992717
16,8,2,"y5",0.0174765327959652
16,8,3,"y1",0.0219171294321987
16,8,3,"y2",-0.0021526091055063
16,8,3,"y3",-0.00764789299437374
16,8,3,"y4",-0.0216354934147518
16,8,3,"y5",0.00506809487046034
16,8,4,"y1",-0.016433504906943
16,8,4,"y2",-0.00143577009758322
16,8,4,"y3",0.00231526212951594
16,8,4,"y4",0.00709357474391625
16,8,4,"y5",-0.0155971103424568
16,9,1,"y1",-0.00564574208273461
16,9,1,"y2",-0.00420329424680443
16,9,1,"y3",-0.00800359774842618
16,9,1,"y4",-0.00415786212616587
16,9,1,"y5",-0.00296341696338986
16,9,2,"y1",0.0143397475593839
16,9,2,"y2",-0.0269418557293755
16,9,2,"y3",-0.0481885588182561
16,9,2,"y4",0.0603581007232753
16,9,2,"y5",-0.012072351640305
16,9,3,"y1",0.0230662282490514
16,9,3,"y2",-0.000695558512742056
16,9,3,"y3",0.00782082827020369
16,9,3,"y4",0.0205106214546451
16,9,3,"y5",0.015361249756057
16,9,4,"y1",-0.00867740791599114
16,9,4,"y2",-0.000215266627972444
16,9,4,"y3",-0.00950043478317386
16,9,4,"y4",0.00220527540763515
16,9,4,"y5",0.01848067047974
16,10,1,"y1",0.00236017261578314
16,10,1,"y2",0.0153520021002373
16,10,1,"y3",0.0263229360439294
16,10,1,"y4",-0.0267107834711239
16,10,1,"y5",0.00965518319334135
16,10,2,"y1",-0.00436689983218785
16,10,2,"y2",0.0114383385141525
16,10,2,"y3",0.0246902779586093
16,10,2,"y4",0.0083243829328371
16,10,2,"y5",-0.0103563613631664
16,10,3,"y1",0.00528578455600448
16,10,3,"y2",0.00158112326020166
16,10,3,"y3",-0.000153856170634903
16,10,3,"y4",-0.0167471152868732
16,10,3,"y5",0.00667202544696877
16,10,4,"y1",0.0139860055674045
16,10,4,"y2",-0.000221024551732341
16,10,4,"y3",-0.00737989644016812
16,10,4,"y4",-0.0137431115404146
16,10,4,"y5",-0.013316204532698
17,1,1,"y1",0.867927941874951
17,1,1,"y2",0.964003031494306
17,1,1,"y3",0.867375890181082
17,1,1,"y4",0.814169058185876
17,1,1,"y5",0.70966373096998
17,1,2,"y1",0.814592418985564
17,1,2,"y2",0.915705829033852
17,1,2,"y3",0.729999148739788
17,1,2,"y4",0.810102778289656
17,1,2,"y5",0.819566723427014
17,1,3,"y1",0.953826271397187
17,1,3,"y2",0.792418751204982
17,1,3,"y3",0.744696771427196
17,1,3,"y4",0.68245816101149
17,1,3,"y5",0.617496472352628
17,1,4,"y1",0.863144884625936
17,1,4,"y2",0.821279722064407
17,1,4,"y3",0.699407808582215
17,1,4,"y4",0.972616917292643
17,1,4,"y5",0.68337125021551
17,2,1,"y1",0.0107825925448226
17,2,1,"y2",-0.0013683257359095
17,2,1,"y3",-0.0290435003390428
17,2,1,"y4",-0.0121136554862715
17,2,1,"y5",-0.00966732222698996
17,2,2,"y1",0.0782034855945998
17,2,2,"y2",-0.0897483435274268
17,2,2,"y3",0.079416457041767
17,2,2,"y4",-0.0126964406234766
17,2,2,"y5",-0.0746584851192552
17,2,3,"y1",0.0461737286028129
17,2,3,"y2",-0.0106629431465062
17,2,3,"y3",-0.00410828744122338
17,2,3,"y4",0.0189726238922129
17,2,3,"y5",0.0498648578147307
17,2,4,"y1",0.0461614638324744
17,2,4,"y2",0.00225571079164744
17,2,4,"y3",0.0768887025700818
17,2,4,"y4",-0.0220649745801743
17,2,4,"y5",0.00197972632802246
17,3,1,"y1",0.063733512788847
17,3,1,"y2",0.00324835883625862
17,3,1,"y3",-0.0256076199341494
17,3,1,"y4",0.0063086986200841
17,3,1,"y5",0.0143892563835878
17,3,2,"y1",-0.00246054994238309
17,3,2,"y2",0.0268960684641296
17,3,2,"y3",0.0103881762447441
17,3,2,"y4",-0.00254798527471789
17,3,2,"y5",-0.0680808940484156
17,3,3,"y1",0
17,3,3,"y2",0.0499973721896136
17,3,3,"y3",0.0269099771746476
17,3,3,"y4",0.0245293356658304
17,3,3,"y5",0.0516494208214596
17,3,4,"y1",0.0701230188448692
17,3,4,"y2",-0.0441980141785414
17,3,4,"y3",0.0485714297385054
17,3,4,"y4",-0.0211658800066538
17,3,4,"y5",6.7416649840113e-05
17,4,1,"y1",0.0109061688302248
17,4,1,"y2",0.000500344985485457
17,4,1,"y3",0.00362101103277912
17,4,1,"y4",0.0358278984657299
17,4,1,"y5",-0.00520668835432758
17,4,2,"y1",0.0206763386673114
17,4,2,"y2",-0.00566818771307953
17,4,2,"y3",-0.0086243455838303
17,4,2,"y4",-0.0180211017733503
17,4,2,"y5",-0.0012524057030795
17,4,3,"y1",-0.00490447378377856
17,4,3,"y2",0.0739015972721924
17,4,3,"y3",0.0468956896461207
17,4,3,"y4",0.0324541512500756
17,4,3,"y5",0.0391737293266861
17,4,4,"y1",0.00391502714847658
17,4,4,"y2",0.00720592199400782
17,4,4,"y3",0.0256880031409372
17,4,4,"y4",-0.0206308151602228
17,4,4,"y5",0.00186183345603452
17,5,1,"y1",0.0323637761405815
17,5,1,"y2",-0.0235610724105906
17,5,1,"y3",-0.00519099113791344
17,5,1,"y4",-0.00761271189181045
17,5,1,"y5",-0.0243565138208528
17,5,2,"y1",0.0320727512332447
17,5,2,"y2",-0.0210240177999358
17,5,2,"y3",0.0313902232101942
17,5,2,"y4",-0.00424340144342594
17,5,2,"y5",0.00895831742302033
17,5,3,"y1",-0.00535808166097862
17,5,3,"y2",0.0286504002441431
17,5,3,"y3",0.0188975039733823
17,5,3,"y4",0.00448415422948034
17,5,3,"y5",0.00303566911726882
17,5,4,"y1",-0.00252241076028858
17,5,4,"y2",0.0310363544077572
17,5,4,"y3",-0.0026421929590742
17,5,4,"y4",0.0151808417185714
17,5,4,"y5",0.0115227266012363
17,6,1,"y1",-0.0041943989242732
17,6,1,"y2",-0.00778421970284326
17,6,1,"y3",0.00407528562768888
17,6,1,"y4",-0.0092983971282854
17,6,1,"y5",0.000185756864596542
17,6,2,"y1",0.0346788348079601
17,6,2,"y2",-0.0295193823113046
17,6,2,"y3",-0.0167354659227947
17,6,2,"y4",0.00441149766515636
17,6,2,"y5",-0.0185305310162296
17,6,3,"y1",0.00468882248447644
17,6,3,"y2",0.00704478510804507
17,6,3,"y3",0.00144185135135055
17,6,3,"y4",0.00220484333186222
17,6,3,"y5",-0.0111417615111901
17,6,4,"y1",-0.0103572495658817
17,6,4,"y2",-0.0154284591992274
17,6,4,"y3",0.00330869383610033
17,6,4,"y4",-0.0358369782510216
17,6,4,"y5",-0.0122216314693737
17,7,1,"y1",0.00972009762548853
17,7,1,"y2",-0.0110168656432399
17,7,1,"y3",-0.00746123524972497
17,7,1,"y4",0.00834792059669232
17,7,1,"y5",-0.00539516141047092
17,7,2,"y1",0.020635043939379
17,7,2,"y2",-0.0157347794968913
17,7,2,"y3",-0.0254926937331273
17,7,2,"y4",-0.0173515097209497
17,7,2,"y5",-0.00710356910058085
17,7,3,"y1",0.00201800455323353
17,7,3,"y2",0.00328852433773308
17,7,3,"y3",0.00454472426338615
17,7,3,"y4",0.0342434902439381
17,7,3,"y5",0.00669688055663775
17,7,4,"y1",0.0248907239806572
17,7,4,"y2",0.0147331219380736
17,7,4,"y3",-0.0264585269430136
17,7,4,"y4",-0.00900279976296581
17,7,4,"y5",0.0234364924143852
17,8,1,"y1",-0.00249278325057345
17,8,1,"y2",0.00597739643690864
17,8,1,"y3",0.0132371836736918
17,8,1,"y4",0.0131588627452084
17,8,1,"y5",-0.00361082103442589
17,8,2,"y1",-0.00119492491333517
17,8,2,"y2",0.0158232730051738
17,8,2,"y3",0.00379748703295368
17,8,2,"y4",-0.0126801826223134
17,8,2,"y5",0.00788528720031201
17,8,3,"y1",-0.00375984849532762
17,8,3,"y2",-0.00262017484247723
17,8,3,"y3",0.00805943207351245
17,8,3,"y4",-0.0147437527519564
17,8,3,"y5",-0.00865253335799487
17,8,4,"y1",-0.00807078881663525
17,8,4,"y2",0.00331160171962785
17,8,4,"y3",0.00448657309271394
17,8,4,"y4",0.00800256965534696
17,8,4,"y5",-0.00713236569974862
17,9,1,"y1",-0.00210341206925568
17,9,1,"y2",0.0185359626829068
17,9,1,"y3",0.00623417903625834
17,9,1,"y4",-0.00366942965860806
17,9,1,"y5",0.0247435048604949
17,9,2,"y1",0.0027966016276596
17,9,2,"y2",-0.0121578161424607
17,9,2,"y3",-0.0325379851626245
17,9,2,"y4",-0.0052064835529676
17,9,2,"y5",-0.0182437448431771
17,9,3,"y1",-0.00170124117817749
17,9,3,"y2",0.00791168387958752
17,9,3,"y3",0.00495677712615417
17,9,3,"y4",0.00143312754138469
17,9,3,"y5",0.00302790473460113
17,9,4,"y1",-0.000902685131217162
17,9,4,"y2",-0.00658995832103382
17,9,4,"y3",-0.00547129558329085
17,9,4,"y4",-0.017351170895386
17,9,4,"y5",-0.00627902913184053
17,10,1,"y1",0.0044298185708247
17,10,1,"y2",-0.00318919913227556
17,10,1,"y3",-9.89305915666261e-06
17,10,1,"y4",0.00136257634030013
17,10,1,"y5",0.0143909346531245
17,10,2,"y1",0
17,10,2,"y2",0.00605452741688217
17,10,2,"y3",0.0012202981398608
17,10,2,"y4",-0.0094885857844057
17,10,2,"y5",0.0103217561713355
17,10,3,"y1",0.000144366951525532
17,10,3,"y2",0.00524675749677672
17,10,3,"y3",-0.00982691831570792
17,10,3,"y4",-0.00691759348025078
17,10,3,"y5",-0.00486276194761537
17,10,4,"y1",0.0087080821397022
17,10,4,"y2",0.00368283898822674
17,10,4,"y3",-0.01013473271076
17,10,4,"y4",-0.00628095919859839
17,10,4,"y5",0.0125455300872218
18,1,1,"y1",0.810434488886611
18,1,1,"y2",0.985916808436459
18,1,1,"y3",0.733084204577577
18,1,1,"y4",0.757312183026153
18,1,1,"y5",0.620857237947812
18,1,2,"y1",0.802767019305428
18,1,2,"y2",0.975019704975171
18,1,2,"y3",0.799867849860676
18,1,2,"y4",0.7748574343913
18,1,2,"y5",0.61475491130273
18,1,3,"y1",0.869906179593997
18,1,3,"y2",0.899228168871568
18,1,3,"y3",0.755048829735346
18,1,3,"y4",0.771339746701622
18,1,3,"y5",0.645051853539797
18,1,4,"y1",0.781839452578006
18,1,4,"y2",0.882604725383919
18,1,4,"y3",0.614446693771078
18,1,4,"y4",0.971041654690448
18,1,4,"y5",0.651824501051547
18,2,1,"y1",-0.0211335746576804
18,2,1,"y2",0.0105882858769893
18,2,1,"y3",-0.0374899599074173
18,2,1,"y4",-0.0235193250206769
18,2,1,"y5",-0.0722970973949953
18,2,2,"y1",0.0485853712432658
18,2,2,"y2",-0.0118671698459633
18,2,2,"y3",-0.0114661290492745
18,2,2,"y4",-0.0420149325668863
18,2,2,"y5",0.000864344703978448
18,2,3,"y1",0.0683746128269721
18,2,3,"y2",0.0296044945008768
18,2,3,"y3",-0.00301217096845441
18,2,3,"y4",0.00921769147677876
18,2,3,"y5",0.00969973738296959
18,2,4,"y1",0.0104357063165544
18,2,4,"y2",0.0379005104180404
18,2,4,"y3",0.0381446158505643
18,2,4,"y4",0.00283744484865778
18,2,4,"y5",-0.00587032470830295
18,3,1,"y1",-0.021052937421364
18,3,1,"y2",-0.0139321222568893
18,3,1,"y3",-0.00612505053979573
18,3,1,"y4",0.0208811970358928
18,3,1,"y5",-0.0330045092244404
18,3,2,"y1",0.0166293605073083
18,3,2,"y2",-0.00530840893897988
18,3,2,"y3",0.0373254387945721
18,3,2,"y4",-0.0395817548117786
18,3,2,"y5",0.0115910488024852
18,3,3,"y1",-0.00735757415079796
18,3,3,"y2",-0.0211749336065703
18,3,3,"y3",-0.0115692716908014
18,3,3,"y4",0.00416151862727487
18,3,3,"y5",-0.0263891456650633
18,3,4,"y1",0.0464005470564874
18,3,4,"y2",0.0399984562919958
18,3,4,"y3",0.04710819922456
18,3,4,"y4",-0.0206539430053179
18,3,4,"y5",0.0250669154643588
18,4,1,"y1",0.0642933613063073
18,4,1,"y2",-0.00304997186577505
18,4,1,"y3",0.00850674066079671
18,4,1,"y4",0.0335431026257801
18,4,1,"y5",-0.000776976083002867
18,4,2,"y1",0.00649945458989964
18,4,2,"y2",-0.0184075756970281
18,4,2,"y3",-0.014116364415845
18,4,2,"y4",0.0185810436847649
18,4,2,"y5",0.00466295518295368
18,4,3,"y1",0.0360690980107967
18,4,3,"y2",0.0498135126815727
18,4,3,"y3",0.00759602727753261
18,4,3,"y4",0.0135652301535298
18,4,3,"y5",0.0406837616290106
18,4,4,"y1",0.0251801242745467
18,4,4,"y2",0.00850919471997957
18,4,4,"y3",0.030065798100165
18,4,4,"y4",-0.0174062303651964
18,4,4,"y5",-0.00776364074064129
18,5,1,"y1",0.0176517303120886
18,5,1,"y2",0.00565685617881106
18,5,1,"y3",0.00320378572119495
18,5,1,"y4",-0.0351760677123012
18,5,1,"y5",-0.00662839581789576
18,5,2,"y1",0.0448679212169
18,5,2,"y2",-0.0132918690137241
18,5,2,"y3",-0.000751453762321774
18,5,2,"y4",0.0749165171723397
18,5,2,"y5",0.0262928776214234
18,5,3,"y1",-0.00353940604260428
18,5,3,"y2",0.00589418927590124
18,5,3,"y3",0.0131251087548917
18,5,3,"y4",-0.00602122889282775
18,5,3,"y5",-0.00491543277769824
18,5,4,"y1",0.00242650846416503
18,5,4,"y2",0.010534802801327
18,5,4,"y3",0.0405819301188302
18,5,4,"y4",-0.0117532873625448
18,5,4,"y5",0.0304449401353531
18,6,1,"y1",-0.0225672970146663
18,6,1,"y2",0.0107201350475152
18,6,1,"y3",0.0348233017096715
18,6,1,"y4",0.0104512856733426
18,6,1,"y5",0.00284700618213007
18,6,2,"y1",0.0718161365633093
18,6,2,"y2",-0.00764644789730395
18,6,2,"y3",-0.0197357800834292
18,6,2,"y4",-0.0185382478512474
18,6,2,"y5",-0.0159134508990939
18,6,3,"y1",-0.0036763835658058
18,6,3,"y2",0.0099786524825366
18,6,3,"y3",0.00131451069367416
18,6,3,"y4",0.00773873184048757
18,6,3,"y5",-0.0135421262448225
18,6,4,"y1",0.00918553733881744
18,6,4,"y2",0.012741332158472
18,6,4,"y3",-0.00486593703510629
18,6,4,"y4",-0.00766425388564518
18,6,4,"y5",-0.011751150267704
18,7,1,"y1",-0.00274646580650495
18,7,1,"y2",0.00140809624097771
18,7,1,"y3",-0.00832783546495985
18,7,1,"y4",-0.000726236814062475
18,7,1,"y5",0.0103333063896596
18,7,2,"y1",-0.00225790766918432
18,7,2,"y2",-0.00345895910095551
18,7,2,"y3",-0.0244697305512032
18,7,2,"y4",-0.00539746761367499
18,7,2,"y5",0.00731488712830808
18,7,3,"y1",-0.00932687591165438
18,7,3,"y2",-0.00718725056516045
18,7,3,"y3",0.00372900412704025
18,7,3,"y4",-0.00294841035102278
18,7,3,"y5",0.00734302630014505
18,7,4,"y1",0.0139962211133594
18,7,4,"y2",0.00102385832801855
18,7,4,"y3",-0.00205866391863219
18,7,4,"y4",-0.00179320975053709
18,7,4,"y5",-0.000259054044190798
18,8,1,"y1",0.0378769189414776
18,8,1,"y2",-0.00936679047577527
18,8,1,"y3",0.0080947557025608
18,8,1,"y4",-0.0101312773535944
18,8,1,"y5",0.011895578981497
18,8,2,"y1",0.00533648778886331
18,8,2,"y2",0.0203316885169276
18,8,2,"y3",0.00588899238253648
18,8,2,"y4",-0.00199031990048038
18,8,2,"y5",-0.0151974470531751
18,8,3,"y1",0.00410111258881407
18,8,3,"y2",0.0154370492323554
18,8,3,"y3",0.00614059409711587
18,8,3,"y4",0.0147401608782113
18,8,3,"y5",0.00684924449995128
18,8,4,"y1",0.00946574401782085
18,8,4,"y2",-0.00426901804960711
18,8,4,"y3",0.00127684725697419
18,8,4,"y4",0.00960524562005727
18,8,4,"y5",0.0105662901744135
18,9,1,"y1",-0.0524745570112765
18,9,1,"y2",0.0120587028176873
18,9,1,"y3",-0.00614208636018332
18,9,1,"y4",-0.00537690182333472
18,9,1,"y5",-0.00768013863549444
18,9,2,"y1",0.000241613661830953
18,9,2,"y2",0.00226996840949167
18,9,2,"y3",0.00291251114578273
18,9,2,"y4",0.00547069538185163
18,9,2,"y5",-0.0127620712999219
18,9,3,"y1",-0.00850648804531706
18,9,3,"y2",-0.00228928257112182
18,9,3,"y3",0.00504461647312016
18,9,3,"y4",0.00568230994781449
18,9,3,"y5",-0.0039781315469839
18,9,4,"y1",-0.00792533793397077
18,9,4,"y2",0.00723391792215999
18,9,4,"y3",-0.00243506904667967
18,9,4,"y4",-0.0158973052207565
18,9,4,"y5",-0.00341383364614178
18,10,1,"y1",0.00275191840781785
18,10,1,"y2",-0.00788826329778314
18,10,1,"y3",0.00606820983530587
18,10,1,"y4",0.00473599617721876
18,10,1,"y5",0.0103536047498346
18,10,2,"y1",0.0021576916496856
18,10,2,"y2",-0.027076549269238
18,10,2,"y3",-0.00933249009961812
18,10,2,"y4",-0.0125125786979388
18,10,2,"y5",0.000541105829207855
18,10,3,"y1",-0.00446275869642332
18,10,3,"y2",0.00220945221628166
18,10,3,"y3",-0.0126630863426422
18,10,3,"y4",-0.0053659629595727
18,10,3,"y5",-0.00393198429924235
18,10,4,"y1",0.0062787704054309
18,10,4,"y2",0.000722814679542494
18,10,4,"y3",-0.00834410508625449
18,10,4,"y4",0.00641426445086168
18,10,4,"y5",-0.00330501602546207
19,1,1,"y1",0.670937086046408
19,1,1,"y2",0.980791161479835
19,1,1,"y3",0.675903683487954
19,1,1,"y4",0.758142174009836
19,1,1,"y5",0.5215481717942
19,1,2,"y1",0.661399827116852
19,1,2,"y2",0.99633807151406
19,1,2,"y3",0.730331090870195
19,1,2,"y4",0.792428710735274
19,1,2,"y5",0.604152392510001
19,1,3,"y1",0.827139125706176
19,1,3,"y2",0.957288058956006
19,1,3,"y3",0.757547459493148
19,1,3,"y4",0.786159120533677
19,1,3,"y5",0.622148696387645
19,1,4,"y1",0.680271006580038
19,1,4,"y2",0.747460486649967
19,1,4,"y3",0.537473219444225
19,1,4,"y4",1
19,1,4,"y5",0.49226818014459
19,2,1,"y1",0.0697822280276293
19,2,1,"y2",0.00102566273369975
19,2,1,"y3",0.0944371159357623
19,2,1,"y4",0.0566988272628967
19,2,1,"y5",0.051519470154979
19,2,2,"y1",0.132030433129617
19,2,2,"y2",-0.0294154638594567
19,2,2,"y3",0.0699492821933935
19,2,2,"y4",0.0268880758669636
19,2,2,"y5",0.0767564593583068
19,2,3,"y1",0.0750554398635336
19,2,3,"y2",-0.0127413083694535
19,2,3,"y3",-0.0256201937025623
19,2,3,"y4",0.00438942150059352
19,2,3,"y5",0.072295688803225
19,2,4,"y1",0.0729505877637179
19,2,4,"y2",0.043538454782085
19,2,4,"y3",0.0890838053266322
19,2,4,"y4",-0.000115590354234696
19,2,4,"y5",0.0136129168413072
19,3,1,"y1",0.0506404671024708
19,3,1,"y2",-0.0497404839833531
19,3,1,"y3",-0.0111211179169977
19,3,1,"y4",0.0367928810802374
19,3,1,"y5",0.0234364629413549
19,3,2,"y1",-0.0428303363151004
19,3,2,"y2",0.0138742966680732
19,3,2,"y3",0.00647996395994133
19,3,2,"y4",-0.0551340175117585
19,3,2,"y5",-0.0462886522970132
19,3,3,"y1",-0.019236631973115
19,3,3,"y2",0.0305335935977696
19,3,3,"y3",0.00830668846432858
19,3,3,"y4",0.0402893471054588
19,3,3,"y5",0.0121167732154637
19,3,4,"y1",0.0371459955874273
19,3,4,"y2",0.0600209050891335
19,3,4,"y3",0.0585771790493763
19,3,4,"y4",0.000115590354234696
19,3,4,"y5",0.0192642990208348
19,4,1,"y1",0.0584347756880249
19,4,1,"y2",0.0529911882218933
19,4,1,"y3",0.0147186872206364
19,4,1,"y4",-0.0341425038677001
19,4,1,"y5",0.0133433398377646
19,4,2,"y1",0.143015758475674
19,4,2,"y2",-0.00996223252651107
19,4,2,"y3",0.0591816140629177
19,4,2,"y4",0.0922068289419657
19,4,2,"y5",0.00225210267744558
19,4,3,"y1",-0.0359007328606966
19,4,3,"y2",0.000848000106980273
19,4,3,"y3",0.00845277912372588
19,4,3,"y4",-0.00363131750560819
19,4,3,"y5",-0.0203583390895502
19,4,4,"y1",0.0241611555068667
19,4,4,"y2",0.0112201568943004
19,4,4,"y3",0.043642682349324
19,4,4,"y4",-0.00322274288410429
19,4,4,"y5",0.00783507593919719
19,5,1,"y1",0.0303729112000671
19,5,1,"y2",0.00476820999674188
19,5,1,"y3",0.0159128239676138
19,5,1,"y4",0.0315759044472049
19,5,1,"y5",-0.0167067727474194
19,5,2,"y1",0.0619586993361161
19,5,2,"y2",-0.0213933294633624
19,5,2,"y3",-0.00148728412885579
19,5,2,"y4",-0.00263196328880055
19,5,2,"y5",-0.00748584472180669
19,5,3,"y1",-0.0189928656592205
19,5,3,"y2",0.0025598037275214
19,5,3,"y3",-0.0106986228745641
19,5,3,"y4",-0.00700302976618616
19,5,3,"y5",-0.0160166757759613
19,5,4,"y1",-0.00238962069903814
19,5,4,"y2",0.0256229444795693
19,5,4,"y3",0.0329224815687339
19,5,4,"y4",0.00322274288410429
19,5,4,"y5",-0.00707318792396905
19,6,1,"y1",-0.00837963119632346
19,6,1,"y2",0.000908994480494418
19,6,1,"y3",0.018333863604956
19,6,1,"y4",0.00483102566985893
19,6,1,"y5",0.0060103826867749
19,6,2,"y1",0.00981444820146604
19,6,2,"y2",0.00757076272907309
19,6,2,"y3",-0.0100987706866317
19,6,2,"y4",0.0174070775222905
19,6,2,"y5",0.00737897148956101
19,6,3,"y1",0.00824760351401055
19,6,3,"y2",0.00373229365932459
19,6,3,"y3",0.0293520844485172
19,6,3,"y4",-0.011635297143034
19,6,3,"y5",-0.0117153674585011
19,6,4,"y1",0.0148041135340857
19,6,4,"y2",0.020467794356216
19,6,4,"y3",0.00571169754606282
19,6,4,"y4",-0.0212808096763024
19,6,4,"y5",0.0046592334781157
19,7,1,"y1",0.0111621846738656
19,7,1,"y2",0.00925526707068858
19,7,1,"y3",0.0273595381150598
19,7,1,"y4",-0.0155010251788473
19,7,1,"y5",0.0148065245307939
19,7,2,"y1",-0.0303790338382557
19,7,2,"y2",0.0170836648516004
19,7,2,"y3",-0.00430387965913204
19,7,2,"y4",-0.0192863811922181
19,7,2,"y5",0.0308203380432434
19,7,3,"y1",0.00050251811804447
19,7,3,"y2",-0.000377156565373737
19,7,3,"y3",0.00974390524926672
19,7,3,"y4",0.0111522816428652
