"run","visit","cluster","feature","importance"
4,9,4,"y4",0.96988214119235
4,9,4,"y5",0.739555360783436
4,10,1,"y1",0.829016755601072
4,10,1,"y2",0.986863447007162
4,10,1,"y3",0.823276704206029
4,10,1,"y4",0.891949287687521
4,10,1,"y5",0.666544835018143
4,10,2,"y1",0.980452665735611
4,10,2,"y2",0.953762976341271
4,10,2,"y3",0.892973905597004
4,10,2,"y4",0.791612165087497
4,10,2,"y5",0.679398244130622
4,10,3,"y1",0.891821209739622
4,10,3,"y2",0.99541537955228
4,10,3,"y3",0.885546541749245
4,10,3,"y4",0.862400048532453
4,10,3,"y5",0.719629308407004
4,10,4,"y1",0.881350393341385
4,10,4,"y2",0.956250631314656
4,10,4,"y3",0.81159138178259
4,10,4,"y4",0.974676340133309
4,10,4,"y5",0.748490177105861
5,1,1,"y1",0.905805527487865
5,1,1,"y2",0.83910655579866
5,1,1,"y3",0.840230261350027
5,1,1,"y4",0.866847090680402
5,1,1,"y5",0.779886305114682
5,1,2,"y1",0.846603734672184
5,1,2,"y2",0.859905357831839
5,1,2,"y3",0.752692809843723
5,1,2,"y4",0.838449057335995
5,1,2,"y5",0.739624166012124
5,1,3,"y1",0.972164590426987
5,1,3,"y2",0.772485802138907
5,1,3,"y3",0.801617353571285
5,1,3,"y4",0.782483175228244
5,1,3,"y5",0.733770367099704
5,1,4,"y1",0.759598886122628
5,1,4,"y2",0.755072271995077
5,1,4,"y3",0.681859473355271
5,1,4,"y4",0.976805540560937
5,1,4,"y5",0.636798185402492
5,2,1,"y1",0.956427286194512
5,2,1,"y2",0.898426988794332
5,2,1,"y3",0.864708351722161
5,2,1,"y4",0.794690907868014
5,2,1,"y5",0.745684583321386
5,2,2,"y1",0.941091618817839
5,2,2,"y2",0.733546371886314
5,2,2,"y3",0.862150120506204
5,2,2,"y4",0.763244892055396
5,2,2,"y5",0.743983395737019
5,2,3,"y1",0.990022825602114
5,2,3,"y2",0.771471227047399
5,2,3,"y3",0.880093199018259
5,2,3,"y4",0.745596047538979
5,2,3,"y5",0.703910012468611
5,2,4,"y1",0.838640701555581
5,2,4,"y2",0.762724711122214
5,2,4,"y3",0.758125991730229
5,2,4,"y4",0.998475825428931
5,2,4,"y5",0.651588033645146
5,3,1,"y1",0.95379473577215
5,3,1,"y2",0.899364795780028
5,3,1,"y3",0.859376036373891
5,3,1,"y4",0.839645491762588
5,3,1,"y5",0.715088974576222
5,3,2,"y1",0.923775377923878
5,3,2,"y2",0.779209382837887
5,3,2,"y3",0.840331615585818
5,3,2,"y4",0.843708615483637
5,3,2,"y5",0.672767291398985
5,3,3,"y1",0.991826101018519
5,3,3,"y2",0.834604271950467
5,3,3,"y3",0.910525274943247
5,3,3,"y4",0.810094752860685
5,3,3,"y5",0.737900152111288
5,3,4,"y1",0.912049041160279
5,3,4,"y2",0.789473018946128
5,3,4,"y3",0.872366080460587
5,3,4,"y4",0.989788754175967
5,3,4,"y5",0.665488358897044
5,4,1,"y1",0.9903625444399
5,4,1,"y2",0.880830622620804
5,4,1,"y3",0.860765397827843
5,4,1,"y4",0.838357429211931
5,4,1,"y5",0.741682537153325
5,4,2,"y1",0.972856727042094
5,4,2,"y2",0.767291876512635
5,4,2,"y3",0.871009429731923
5,4,2,"y4",0.822754405179156
5,4,2,"y5",0.653985957900333
5,4,3,"y1",0.975151540406524
5,4,3,"y2",0.896409150421987
5,4,3,"y3",0.924347520198942
5,4,3,"y4",0.837236585405299
5,4,3,"y5",0.744896532695463
5,4,4,"y1",0.931676667764851
5,4,4,"y2",0.817615599902884
5,4,4,"y3",0.876644541059581
5,4,4,"y4",0.988874441648476
5,4,4,"y5",0.669996182661575
5,5,1,"y1",0.997186658769847
5,5,1,"y2",0.88358851094577
5,5,1,"y3",0.840697093562555
5,5,1,"y4",0.839722975217534
5,5,1,"y5",0.737155974591368
5,5,2,"y1",0.965262452881383
5,5,2,"y2",0.717782274352716
5,5,2,"y3",0.812386108601326
5,5,2,"y4",0.796645079669817
5,5,2,"y5",0.603024806499573
5,5,3,"y1",0.985362213344732
5,5,3,"y2",0.913097186874814
5,5,3,"y3",0.941517353704737
5,5,3,"y4",0.8570942475843
5,5,3,"y5",0.727538384350936
5,5,4,"y1",0.938224335454251
5,5,4,"y2",0.839368634020792
5,5,4,"y3",0.916895449810047
5,5,4,"y4",0.982947217680366
5,5,4,"y5",0.662972454582666
5,6,1,"y1",0.995621424488177
5,6,1,"y2",0.863970355643992
5,6,1,"y3",0.837793830160131
5,6,1,"y4",0.854595335664668
5,6,1,"y5",0.739710524664511
5,6,2,"y1",0.994769913083454
5,6,2,"y2",0.71919662445039
5,6,2,"y3",0.82304544931767
5,6,2,"y4",0.780660932895982
5,6,2,"y5",0.623416481499196
5,6,3,"y1",0.993299808093534
5,6,3,"y2",0.925482788703231
5,6,3,"y3",0.951815309366251
5,6,3,"y4",0.845257350726873
5,6,3,"y5",0.738662219455661
5,6,4,"y1",0.94740455514315
5,6,4,"y2",0.852778746207111
5,6,4,"y3",0.934558087113043
5,6,4,"y4",0.983422915926555
5,6,4,"y5",0.678411483490079
5,7,1,"y1",0.995640091437238
5,7,1,"y2",0.891987602377519
5,7,1,"y3",0.852320298043484
5,7,1,"y4",0.865350456644027
5,7,1,"y5",0.761680911001862
5,7,2,"y1",1
5,7,2,"y2",0.731515471416384
5,7,2,"y3",0.828713621998005
5,7,2,"y4",0.796788485023496
5,7,2,"y5",0.639271724176901
5,7,3,"y1",0.98690466863782
5,7,3,"y2",0.925972322366539
5,7,3,"y3",0.957260596711781
5,7,3,"y4",0.847479557250695
5,7,3,"y5",0.744102091816174
5,7,4,"y1",0.946802162485996
5,7,4,"y2",0.858453111003755
5,7,4,"y3",0.945159308478424
5,7,4,"y4",0.985437372821761
5,7,4,"y5",0.687262709659728
5,8,1,"y1",0.998248283642612
5,8,1,"y2",0.902857363484576
5,8,1,"y3",0.838657768008332
5,8,1,"y4",0.860990940983088
5,8,1,"y5",0.7360061090329
5,8,2,"y1",0.994935832375263
5,8,2,"y2",0.734176833221277
5,8,2,"y3",0.82943925728582
5,8,2,"y4",0.795612861284482
5,8,2,"y5",0.64122366805165
5,8,3,"y1",0.988787779370516
5,8,3,"y2",0.918912695613525
5,8,3,"y3",0.952594388169676
5,8,3,"y4",0.843242431663237
5,8,3,"y5",0.746302559382834
5,8,4,"y1",0.944486415337885
5,8,4,"y2",0.867757336229517
5,8,4,"y3",0.949699499450223
5,8,4,"y4",0.986835920264138
5,8,4,"y5",0.692543132663997
5,9,1,"y1",0.998142270395028
5,9,1,"y2",0.910611978311057
5,9,1,"y3",0.854395203629014
5,9,1,"y4",0.868472827875022
5,9,1,"y5",0.759190541664544
5,9,2,"y1",0.99369256307333
5,9,2,"y2",0.739450986947849
5,9,2,"y3",0.821945293043592
5,9,2,"y4",0.787185640455933
5,9,2,"y5",0.624555047979313
5,9,3,"y1",0.987314928615946
5,9,3,"y2",0.916872371091269
5,9,3,"y3",0.950672698726913
5,9,3,"y4",0.833251351173021
5,9,3,"y5",0.754345423875785
5,9,4,"y1",0.955572632257028
5,9,4,"y2",0.867817743360478
5,9,4,"y3",0.945032821972171
5,9,4,"y4",0.98988063989511
5,9,4,"y5",0.698991057964564
5,10,1,"y1",0.998114283987941
5,10,1,"y2",0.91014539135726
5,10,1,"y3",0.862921356478413
5,10,1,"y4",0.857332184401145
5,10,1,"y5",0.76825402710678
5,10,2,"y1",0.997789399229272
5,10,2,"y2",0.739915555719956
5,10,2,"y3",0.825022136845919
5,10,2,"y4",0.785778115697995
5,10,2,"y5",0.638511263608902
5,10,3,"y1",0.986995185921754
5,10,3,"y2",0.915133709354389
5,10,3,"y3",0.95368813578609
5,10,3,"y4",0.838236923737573
5,10,3,"y5",0.742967458959005
5,10,4,"y1",0.958570072627827
5,10,4,"y2",0.865414612124722
5,10,4,"y3",0.943503016606219
5,10,4,"y4",0.986520708505646
5,10,4,"y5",0.687673424029834
6,1,1,"y1",0.844362168644007
6,1,1,"y2",0.978296435366335
6,1,1,"y3",0.785686403380354
6,1,1,"y4",0.745900607433868
6,1,1,"y5",0.640259503937994
6,1,2,"y1",0.857599062910107
6,1,2,"y2",0.985278451369237
6,1,2,"y3",0.766262327136519
6,1,2,"y4",0.742980989749599
6,1,2,"y5",0.642942821568437
6,1,3,"y1",0.903624695478238
6,1,3,"y2",0.948645838895566
6,1,3,"y3",0.832346559848316
6,1,3,"y4",0.699622910042583
6,1,3,"y5",0.720598959794185
6,1,4,"y1",0.754715430144854
6,1,4,"y2",0.88414867119801
6,1,4,"y3",0.649668489147782
6,1,4,"y4",0.986751124926533
6,1,4,"y5",0.639375507871727
6,2,1,"y1",0.902361848883708
6,2,1,"y2",0.983191663035097
6,2,1,"y3",0.810652790593321
6,2,1,"y4",0.729668991728298
6,2,1,"y5",0.683082663148532
6,2,2,"y1",0.865332732443849
6,2,2,"y2",0.968229223721886
6,2,2,"y3",0.794962533435175
6,2,2,"y4",0.808883542991753
6,2,2,"y5",0.611232269282395
6,2,3,"y1",0.935061245419647
6,2,3,"y2",0.965426711416526
6,2,3,"y3",0.833375741838675
6,2,3,"y4",0.751596527833402
6,2,3,"y5",0.703878562937408
6,2,4,"y1",0.833568069526969
6,2,4,"y2",0.926321213785181
6,2,4,"y3",0.704515001886188
6,2,4,"y4",0.963470931256366
6,2,4,"y5",0.645123681822311
6,3,1,"y1",0.877441456602066
6,3,1,"y2",0.978293300900305
6,3,1,"y3",0.74961469839017
6,3,1,"y4",0.726961107698567
6,3,1,"y5",0.60368248437545
6,3,2,"y1",0.850996055872328
6,3,2,"y2",0.982393124473873
6,3,2,"y3",0.792180935084967
6,3,2,"y4",0.835140111863229
6,3,2,"y5",0.593083532608347
6,3,3,"y1",0.928775303286016
6,3,3,"y2",0.963603143551491
6,3,3,"y3",0.834781817110235
6,3,3,"y4",0.723266951229698
6,3,3,"y5",0.714042906516712
6,3,4,"y1",0.90713866686295
6,3,4,"y2",0.945365188230334
6,3,4,"y3",0.78559267848149
6,3,4,"y4",0.970605175262815
6,3,4,"y5",0.671178733317364
6,4,1,"y1",0.892715076358979
6,4,1,"y2",0.978392915581154
6,4,1,"y3",0.779775833809089
6,4,1,"y4",0.748539080379077
6,4,1,"y5",0.633550073553585
6,4,2,"y1",0.919154596066363
6,4,2,"y2",0.948507874000733
6,4,2,"y3",0.834299085206884
6,4,2,"y4",0.821457239170479
6,4,2,"y5",0.631139471046192
6,4,3,"y1",0.906937926237174
6,4,3,"y2",0.99507930665824
6,4,3,"y3",0.855924959355382
6,4,3,"y4",0.72650269672083
6,4,3,"y5",0.716049875822245
6,4,4,"y1",0.913218725739954
6,4,4,"y2",0.959726179629179
6,4,4,"y3",0.804838461848602
6,4,4,"y4",0.948948972911976
6,4,4,"y5",0.67694064849027
6,5,1,"y1",0.917639536842265
6,5,1,"y2",0.996306432882091
6,5,1,"y3",0.772177652652604
6,5,1,"y4",0.799588303333496
6,5,1,"y5",0.626165347680919
6,5,2,"y1",0.946224277641154
6,5,2,"y2",0.947444754229383
6,5,2,"y3",0.820114041789087
6,5,2,"y4",0.826227789587191
6,5,2,"y5",0.632268338163096
6,5,3,"y1",0.888276744981621
6,5,3,"y2",0.997883147135925
6,5,3,"y3",0.859364225906496
6,5,3,"y4",0.72766706302868
6,5,3,"y5",0.715847911231904
6,5,4,"y1",0.927445356870184
6,5,4,"y2",0.973656235538502
6,5,4,"y3",0.836436375899516
6,5,4,"y4",0.924525694393859
6,5,4,"y5",0.669246919663153
6,6,1,"y1",0.916563486003682
6,6,1,"y2",0.999459946595994
6,6,1,"y3",0.807589297891076
6,6,1,"y4",0.79964877597094
6,6,1,"y5",0.623506281967426
6,6,2,"y1",0.952909077596927
6,6,2,"y2",0.975397311033636
6,6,2,"y3",0.810115552286168
6,6,2,"y4",0.806206336480596
6,6,2,"y5",0.623628212573652
6,6,3,"y1",0.879295716417654
6,6,3,"y2",1
6,6,3,"y3",0.855011078388993
6,6,3,"y4",0.736537847841778
6,6,3,"y5",0.709743784764992
6,6,4,"y1",0.94142266786618
6,6,4,"y2",0.973030980455366
6,6,4,"y3",0.837518601178342
6,6,4,"y4",0.920097871185376
6,6,4,"y5",0.666830685951994
6,7,1,"y1",0.915299438600662
6,7,1,"y2",1
6,7,1,"y3",0.82734821363376
6,7,1,"y4",0.791278709288335
6,7,1,"y5",0.620284378066624
6,7,2,"y1",0.962733142108303
6,7,2,"y2",0.969742427394006
6,7,2,"y3",0.829174268499625
6,7,2,"y4",0.801739891131796
6,7,2,"y5",0.630447128809372
6,7,3,"y1",0.873139343648216
6,7,3,"y2",1
6,7,3,"y3",0.85917270154328
6,7,3,"y4",0.73594081912894
6,7,3,"y5",0.706736527001706
6,7,4,"y1",0.940750813697436
6,7,4,"y2",0.979514061673678
6,7,4,"y3",0.839730150949454
6,7,4,"y4",0.910847528888105
6,7,4,"y5",0.672529195865626
6,8,1,"y1",0.909736783563842
6,8,1,"y2",1
6,8,1,"y3",0.812982072728345
6,8,1,"y4",0.794342527944178
6,8,1,"y5",0.620340961925009
6,8,2,"y1",0.967680583361199
6,8,2,"y2",0.973953304722221
6,8,2,"y3",0.830992003974204
6,8,2,"y4",0.791844635963025
6,8,2,"y5",0.626920762984245
6,8,3,"y1",0.867755676640411
6,8,3,"y2",1
6,8,3,"y3",0.849649478854607
6,8,3,"y4",0.743031073538342
6,8,3,"y5",0.703018210836148
6,8,4,"y1",0.943699530044523
6,8,4,"y2",0.974922007962902
6,8,4,"y3",0.83642905997162
6,8,4,"y4",0.904342953875013
6,8,4,"y5",0.666637148845364
6,9,1,"y1",0.903760448922265
6,9,1,"y2",1
6,9,1,"y3",0.815997976821207
6,9,1,"y4",0.801890185129151
6,9,1,"y5",0.620049624351564
6,9,2,"y1",0.974321230954454
6,9,2,"y2",0.970490174257433
6,9,2,"y3",0.82614158836384
6,9,2,"y4",0.810076345339151
6,9,2,"y5",0.629430099418683
6,9,3,"y1",0.863981398563427
6,9,3,"y2",1
6,9,3,"y3",0.844499106409092
6,9,3,"y4",0.750891306315552
6,9,3,"y5",0.71185658761574
6,9,4,"y1",0.940564517107678
6,9,4,"y2",0.985890406849446
6,9,4,"y3",0.834611996168412
6,9,4,"y4",0.877781210556289
6,9,4,"y5",0.653952708604932
6,10,1,"y1",0.902458844166482
6,10,1,"y2",0.998670331077468
6,10,1,"y3",0.810999690157889
6,10,1,"y4",0.796143429978559
6,10,1,"y5",0.61604765035306
6,10,2,"y1",0.971828583551314
6,10,2,"y2",0.985615754141596
6,10,2,"y3",0.846508033109282
6,10,2,"y4",0.802534848542599
6,10,2,"y5",0.618614988437444
6,10,3,"y1",0.869140306468038
6,10,3,"y2",1
6,10,3,"y3",0.845810200403204
6,10,3,"y4",0.750655073891478
6,10,3,"y5",0.695240849993662
6,10,4,"y1",0.944781897544054
6,10,4,"y2",0.98906508034575
6,10,4,"y3",0.835383925616445
6,10,4,"y4",0.874360312530414
6,10,4,"y5",0.662785001513106
7,1,1,"y1",0.899658562141394
7,1,1,"y2",0.917870639905674
7,1,1,"y3",0.828250232783479
7,1,1,"y4",0.897654145317834
7,1,1,"y5",0.670229285355333
7,1,2,"y1",0.867071301676972
7,1,2,"y2",0.81500551315805
7,1,2,"y3",0.784020806198117
7,1,2,"y4",0.947594610118083
7,1,2,"y5",0.750808652728637
7,1,3,"y1",0.950844418323691
7,1,3,"y2",0.800292423662677
7,1,3,"y3",0.732568666102386
7,1,3,"y4",0.964093048808215
7,1,3,"y5",0.668484311893479
7,1,4,"y1",0.681899137261366
7,1,4,"y2",0.68306730814167
7,1,4,"y3",0.549725585247588
7,1,4,"y4",1
7,1,4,"y5",0.541039001059647
7,2,1,"y1",0.908982783473612
7,2,1,"y2",0.914527492830041
7,2,1,"y3",0.847838079454771
7,2,1,"y4",0.896453090896701
7,2,1,"y5",0.675672218939237
7,2,2,"y1",0.910892346715923
7,2,2,"y2",0.825836794835679
7,2,2,"y3",0.79097936599594
7,2,2,"y4",0.886846079673351
7,2,2,"y5",0.695220994142926
7,2,3,"y1",0.96440930129764
7,2,3,"y2",0.820179740953027
7,2,3,"y3",0.733042757261609
7,2,3,"y4",0.973576231800938
7,2,3,"y5",0.64394495111661
7,2,4,"y1",0.774568070148501
7,2,4,"y2",0.704250439382447
7,2,4,"y3",0.623484994192842
7,2,4,"y4",0.99825828628734
7,2,4,"y5",0.588693603720431
7,3,1,"y1",0.950844675220605
7,3,1,"y2",0.931965531988363
7,3,1,"y3",0.808076115252947
7,3,1,"y4",0.901977886446764
7,3,1,"y5",0.688075192513287
7,3,2,"y1",0.903632859042213
7,3,2,"y2",0.893789499891769
7,3,2,"y3",0.863432442110049
7,3,2,"y4",0.916304237194816
7,3,2,"y5",0.80191235435897
7,3,3,"y1",0.951294736684372
7,3,3,"y2",0.870351233027789
7,3,3,"y3",0.789638259190608
7,3,3,"y4",0.987052296070371
7,3,3,"y5",0.659743059241656
7,3,4,"y1",0.827200880288266
7,3,4,"y2",0.712295568905821
7,3,4,"y3",0.656491454609066
7,3,4,"y4",0.982143126898115
7,3,4,"y5",0.604721364808844
7,4,1,"y1",0.970447949738033
7,4,1,"y2",0.91278476063362
7,4,1,"y3",0.813598112124878
7,4,1,"y4",0.89474257325576
7,4,1,"y5",0.71375583124842
7,4,2,"y1",0.94240303648982
7,4,2,"y2",0.775779227445529
7,4,2,"y3",0.804045562797652
7,4,2,"y4",0.863234767370054
7,4,2,"y5",0.665222311813368
7,4,3,"y1",0.947138939860554
7,4,3,"y2",0.888323782185472
7,4,3,"y3",0.794087381683178
7,4,3,"y4",0.988106412861686
7,4,3,"y5",0.676857959364739
7,4,4,"y1",0.852767140945282
7,4,4,"y2",0.727972044405703
7,4,4,"y3",0.67404423222072
7,4,4,"y4",0.995490228062517
7,4,4,"y5",0.608119444474787
7,5,1,"y1",0.970307103427269
7,5,1,"y2",0.933101206410782
7,5,1,"y3",0.80460131193179
7,5,1,"y4",0.877609665881461
7,5,1,"y5",0.720684520332918
7,5,2,"y1",0.976574665624201
7,5,2,"y2",0.772951705203436
7,5,2,"y3",0.787623228093765
7,5,2,"y4",0.855378548929361
7,5,2,"y5",0.666522004955979
7,5,3,"y1",0.969861322207585
7,5,3,"y2",0.898717626985557
7,5,3,"y3",0.808939091771103
7,5,3,"y4",0.986741882464577
7,5,3,"y5",0.708523865936393
7,5,4,"y1",0.863828253175446
7,5,4,"y2",0.741553106392365
7,5,4,"y3",0.690692362549326
7,5,4,"y4",0.996061668354036
7,5,4,"y5",0.61186566728104
7,6,1,"y1",0.998974130142954
7,6,1,"y2",0.923759222270681
7,6,1,"y3",0.813885399744156
7,6,1,"y4",0.896811150566542
7,6,1,"y5",0.718713182843156
7,6,2,"y1",1
7,6,2,"y2",0.7631653579711
7,6,2,"y3",0.765424667414428
7,6,2,"y4",0.819314050119968
7,6,2,"y5",0.651553080818986
7,6,3,"y1",0.963935293647159
7,6,3,"y2",0.905768946930011
7,6,3,"y3",0.834692107412827
7,6,3,"y4",0.98782175207627
7,6,3,"y5",0.720435244162839
7,6,4,"y1",0.869284076103928
7,6,4,"y2",0.760006654564
7,6,4,"y3",0.709451308540612
7,6,4,"y4",0.998162179945208
7,6,4,"y5",0.618087038652718
7,7,1,"y1",0.977070890625829
7,7,1,"y2",0.925293933745909
7,7,1,"y3",0.806695890262653
7,7,1,"y4",0.885611193655089
7,7,1,"y5",0.722311054838772
7,7,2,"y1",1
7,7,2,"y2",0.76635543654912
7,7,2,"y3",0.770996952276216
7,7,2,"y4",0.818675745347822
7,7,2,"y5",0.644601738527111
7,7,3,"y1",0.973429412018973
7,7,3,"y2",0.90934909419252
7,7,3,"y3",0.841594240489914
7,7,3,"y4",0.984653479045485
7,7,3,"y5",0.734824660222437
7,7,4,"y1",0.871453767804351
7,7,4,"y2",0.77296524654072
7,7,4,"y3",0.7286097871929
7,7,4,"y4",0.99368136575765
7,7,4,"y5",0.624784268931749
7,8,1,"y1",0.979015261263639
7,8,1,"y2",0.923296202828871
7,8,1,"y3",0.82904170094065
7,8,1,"y4",0.898252554028348
7,8,1,"y5",0.728567074445558
7,8,2,"y1",1
7,8,2,"y2",0.765821492542535
7,8,2,"y3",0.76335234204204
7,8,2,"y4",0.827378520634335
7,8,2,"y5",0.633263735425856
7,8,3,"y1",0.981118655773474
7,8,3,"y2",0.909536564103557
7,8,3,"y3",0.850690616388873
7,8,3,"y4",0.972140276421749
7,8,3,"y5",0.7418178405144
7,8,4,"y1",0.877717013451607
7,8,4,"y2",0.762716082707572
7,8,4,"y3",0.72183164374485
7,8,4,"y4",0.993818199650469
7,8,4,"y5",0.622203846661271
7,9,1,"y1",0.987644768965435
7,9,1,"y2",0.926299725872521
7,9,1,"y3",0.82054365993737
7,9,1,"y4",0.910125091585821
7,9,1,"y5",0.739301269198719
7,9,2,"y1",1
7,9,2,"y2",0.7708728597173
7,9,2,"y3",0.758975223412258
7,9,2,"y4",0.82952401074314
7,9,2,"y5",0.634753465318561
7,9,3,"y1",0.98057772088713
7,9,3,"y2",0.917973133361162
7,9,3,"y3",0.848068337649513
7,9,3,"y4",0.964173995060095
7,9,3,"y5",0.735113553922535
7,9,4,"y1",0.893667425514744
7,9,4,"y2",0.773438204836812
7,9,4,"y3",0.722268167707227
7,9,4,"y4",0.994871758252184
7,9,4,"y5",0.638285177657753
7,10,1,"y1",0.988324241958414
7,10,1,"y2",0.923703579613144
7,10,1,"y3",0.832298495928052
7,10,1,"y4",0.928034963416336
7,10,1,"y5",0.755201667237829
7,10,2,"y1",1
7,10,2,"y2",0.761366222405061
7,10,2,"y3",0.763974011616887
7,10,2,"y4",0.83276696036053
7,10,2,"y5",0.636210481429332
7,10,3,"y1",0.978044713055606
7,10,3,"y2",0.919217562276107
7,10,3,"y3",0.841633897207935
7,10,3,"y4",0.962387175975622
7,10,3,"y5",0.737730451233636
7,10,4,"y1",0.895352318437557
7,10,4,"y2",0.777999278189495
7,10,4,"y3",0.718544761633259
7,10,4,"y4",0.990551994238521
7,10,4,"y5",0.636024202309781
8,1,1,"y1",0.782850589781155
8,1,1,"y2",0.928105217379614
8,1,1,"y3",0.849904107102711
8,1,1,"y4",0.679787420901515
8,1,1,"y5",0.694188942987459
8,1,2,"y1",0.809070541381435
8,1,2,"y2",0.954565395079849
8,1,2,"y3",0.788261855167184
8,1,2,"y4",0.726513983425408
8,1,2,"y5",0.689509254803339
8,1,3,"y1",0.849777225432238
8,1,3,"y2",0.926675756112345
8,1,3,"y3",0.839847076397958
8,1,3,"y4",0.694975144325113
8,1,3,"y5",0.710973545903589
8,1,4,"y1",0.807348766311388
8,1,4,"y2",0.955727810755911
8,1,4,"y3",0.699748546159356
8,1,4,"y4",0.979973579502208
8,1,4,"y5",0.658827169793017
8,2,1,"y1",0.813086731555329
8,2,1,"y2",0.957088577559372
8,2,1,"y3",0.780958762007225
8,2,1,"y4",0.707506658930275
8,2,1,"y5",0.62190156349073
8,2,2,"y1",0.83200225103308
8,2,2,"y2",0.940813439922906
8,2,2,"y3",0.864856612972764
8,2,2,"y4",0.75324355769767
8,2,2,"y5",0.640914820262326
8,2,3,"y1",0.893524117873315
8,2,3,"y2",0.95611607755191
8,2,3,"y3",0.826113021183177
8,2,3,"y4",0.700933088247977
8,2,3,"y5",0.684353636468207
8,2,4,"y1",0.834074683064631
8,2,4,"y2",0.94084783172776
8,2,4,"y3",0.769140848907698
8,2,4,"y4",0.971500158805545
8,2,4,"y5",0.672826452596362
8,3,1,"y1",0.844719945956508
8,3,1,"y2",0.993175744239702
8,3,1,"y3",0.819999856151644
8,3,1,"y4",0.728125945826606
8,3,1,"y5",0.632396674227659
8,3,2,"y1",0.942667984075151
8,3,2,"y2",0.920610039283935
8,3,2,"y3",0.890447835078095
8,3,2,"y4",0.753656680909816
8,3,2,"y5",0.650824990306547
8,3,3,"y1",0.913133686210912
8,3,3,"y2",0.956684408658492
8,3,3,"y3",0.852940054733305
8,3,3,"y4",0.712520748449518
8,3,3,"y5",0.707245610597382
8,3,4,"y1",0.895408388804526
8,3,4,"y2",0.952475591318933
8,3,4,"y3",0.854150320877306
8,3,4,"y4",0.943673306370817
8,3,4,"y5",0.665417615131322
8,4,1,"y1",0.860045246577919
8,4,1,"y2",0.995243533998882
8,4,1,"y3",0.856786974501549
8,4,1,"y4",0.708885776940257
8,4,1,"y5",0.652203543538298
8,4,2,"y1",0.897686538131248
8,4,2,"y2",0.920772383969779
8,4,2,"y3",0.88291520916173
8,4,2,"y4",0.743536763362325
8,4,2,"y5",0.664705232238329
8,4,3,"y1",0.906668238536641
8,4,3,"y2",0.969652867457332
8,4,3,"y3",0.874025957428544
8,4,3,"y4",0.66711551569577
8,4,3,"y5",0.701934943321173
8,4,4,"y1",0.944075799928675
8,4,4,"y2",0.97278921932071
8,4,4,"y3",0.863316085612542
8,4,4,"y4",0.929444009870567
8,4,4,"y5",0.673643736840431
8,5,1,"y1",0.887205965997085
8,5,1,"y2",0.991510622678516
8,5,1,"y3",0.850107209981192
8,5,1,"y4",0.72696999817257
8,5,1,"y5",0.659468905348799
8,5,2,"y1",0.920761464054403
8,5,2,"y2",0.907059954347235
8,5,2,"y3",0.927604859203474
8,5,2,"y4",0.73411829523275
8,5,2,"y5",0.663926125717214
8,5,3,"y1",0.915445080299225
8,5,3,"y2",0.985628260309933
8,5,3,"y3",0.849812439919584
8,5,3,"y4",0.700138541492762
8,5,3,"y5",0.711623896814608
8,5,4,"y1",0.922821342104016
8,5,4,"y2",0.975330271931699
8,5,4,"y3",0.864937060773145
8,5,4,"y4",0.921284658044968
8,5,4,"y5",0.654843308743422
8,6,1,"y1",0.886648613963839
8,6,1,"y2",0.985383248152456
8,6,1,"y3",0.848933030871151
8,6,1,"y4",0.738582856508438
8,6,1,"y5",0.659455659565041
8,6,2,"y1",0.949973559280564
8,6,2,"y2",0.929695523914768
8,6,2,"y3",0.910153769606011
8,6,2,"y4",0.730375062149506
8,6,2,"y5",0.697240146495809
8,6,3,"y1",0.910636712694107
8,6,3,"y2",0.991111787903184
8,6,3,"y3",0.861450801263468
8,6,3,"y4",0.711526032817423
8,6,3,"y5",0.72415325707791
8,6,4,"y1",0.913112456548949
8,6,4,"y2",0.986968819901909
8,6,4,"y3",0.902657685575468
8,6,4,"y4",0.91534851085078
8,6,4,"y5",0.649658895574597
8,7,1,"y1",0.880020953428969
8,7,1,"y2",0.989546948858376
8,7,1,"y3",0.882547139699749
8,7,1,"y4",0.745836502264127
8,7,1,"y5",0.655335188396577
8,7,2,"y1",0.920963037880555
8,7,2,"y2",0.919815474875975
8,7,2,"y3",0.885076928669407
8,7,2,"y4",0.724258801104114
8,7,2,"y5",0.684089470804525
8,7,3,"y1",0.904361681409832
8,7,3,"y2",0.984917890214235
8,7,3,"y3",0.851963847930525
8,7,3,"y4",0.703423728121698
8,7,3,"y5",0.72594087615882
8,7,4,"y1",0.918408810490684
8,7,4,"y2",0.989202557741953
8,7,4,"y3",0.88847921356548
8,7,4,"y4",0.893729381262484
8,7,4,"y5",0.653926073823057
8,8,1,"y1",0.894756459200196
8,8,1,"y2",0.993537237157199
8,8,1,"y3",0.887916692263109
8,8,1,"y4",0.747386764655096
8,8,1,"y5",0.648284905144247
8,8,2,"y1",0.992623588801652
8,8,2,"y2",0.913864292739479
8,8,2,"y3",0.909005618512035
8,8,2,"y4",0.72537914404697
8,8,2,"y5",0.694697196279946
8,8,3,"y1",0.897843113330754
8,8,3,"y2",0.981308535148318
8,8,3,"y3",0.890691507798938
8,8,3,"y4",0.704847812710133
8,8,3,"y5",0.729240720452644
8,8,4,"y1",0.921205025153754
8,8,4,"y2",0.990339265750708
8,8,4,"y3",0.898437175487047
8,8,4,"y4",0.90306444773484
