"run","visit","cluster","feature","importance"
8,8,4,"y5",0.670070485995092
8,9,1,"y1",0.895190151198579
8,9,1,"y2",0.995541050343423
8,9,1,"y3",0.892273246168492
8,9,1,"y4",0.766488972866505
8,9,1,"y5",0.660055226922449
8,9,2,"y1",0.963518266613588
8,9,2,"y2",0.911898698545312
8,9,2,"y3",0.90399542221193
8,9,2,"y4",0.709272984441449
8,9,2,"y5",0.681633244804701
8,9,3,"y1",0.897459848660259
8,9,3,"y2",0.977923725543419
8,9,3,"y3",0.886152786088317
8,9,3,"y4",0.707082228978298
8,9,3,"y5",0.740258160600032
8,9,4,"y1",0.92188151318325
8,9,4,"y2",0.978665421664772
8,9,4,"y3",0.876714856537227
8,9,4,"y4",0.90236366342336
8,9,4,"y5",0.665443465343264
8,10,1,"y1",0.888124289719688
8,10,1,"y2",0.999558466533029
8,10,1,"y3",0.904658628166181
8,10,1,"y4",0.761202368856996
8,10,1,"y5",0.664374475863236
8,10,2,"y1",0.985696163075875
8,10,2,"y2",0.91049522254026
8,10,2,"y3",0.91160557053061
8,10,2,"y4",0.702099705051688
8,10,2,"y5",0.672732658400094
8,10,3,"y1",0.876901055339341
8,10,3,"y2",0.989538823317038
8,10,3,"y3",0.88817849025133
8,10,3,"y4",0.71705367589477
8,10,3,"y5",0.75094922990399
8,10,4,"y1",0.91777430388742
8,10,4,"y2",0.980132558591957
8,10,4,"y3",0.880322119240842
8,10,4,"y4",0.89236763701891
8,10,4,"y5",0.658841590121324
9,1,1,"y1",0.861457153418314
9,1,1,"y2",0.944481432926568
9,1,1,"y3",0.807261452853737
9,1,1,"y4",0.818237902286768
9,1,1,"y5",0.738174495036281
9,1,2,"y1",0.870861082136096
9,1,2,"y2",0.828737195927642
9,1,2,"y3",0.898625495784501
9,1,2,"y4",0.809013662092861
9,1,2,"y5",0.675493954751471
9,1,3,"y1",0.90044031814093
9,1,3,"y2",0.812815665583583
9,1,3,"y3",0.794390857325669
9,1,3,"y4",0.787791861741802
9,1,3,"y5",0.658598284249931
9,1,4,"y1",0.753610824044978
9,1,4,"y2",0.721528155862417
9,1,4,"y3",0.6892372873414
9,1,4,"y4",0.993943296844157
9,1,4,"y5",0.635755814614261
9,2,1,"y1",0.822377507184194
9,2,1,"y2",0.960496966135205
9,2,1,"y3",0.765197532960733
9,2,1,"y4",0.795729843934867
9,2,1,"y5",0.663612145301996
9,2,2,"y1",0.87455534340021
9,2,2,"y2",0.946016957542637
9,2,2,"y3",0.748394874604375
9,2,2,"y4",0.784454040703657
9,2,2,"y5",0.648942291070987
9,2,3,"y1",0.93130055574833
9,2,3,"y2",0.932500755735391
9,2,3,"y3",0.88955961363607
9,2,3,"y4",0.794299296903817
9,2,3,"y5",0.672624148901662
9,2,4,"y1",0.826196341636673
9,2,4,"y2",0.756505842097376
9,2,4,"y3",0.740766871372018
9,2,4,"y4",0.968114528723859
9,2,4,"y5",0.62343269831634
9,3,1,"y1",0.865627954278576
9,3,1,"y2",0.970475786025833
9,3,1,"y3",0.801970137538769
9,3,1,"y4",0.705188382924272
9,3,1,"y5",0.654951477434218
9,3,2,"y1",0.878940977368674
9,3,2,"y2",0.944030203480427
9,3,2,"y3",0.806410805138785
9,3,2,"y4",0.838384995765591
9,3,2,"y5",0.672479145206606
9,3,3,"y1",0.944367102137427
9,3,3,"y2",0.964879628518649
9,3,3,"y3",0.887026035946794
9,3,3,"y4",0.78470258094939
9,3,3,"y5",0.678006241227308
9,3,4,"y1",0.902192013621895
9,3,4,"y2",0.788641880347783
9,3,4,"y3",0.856633621566012
9,3,4,"y4",0.98249493400501
9,3,4,"y5",0.625578034045599
9,4,1,"y1",0.896976769452718
9,4,1,"y2",0.96812868928932
9,4,1,"y3",0.815789621120657
9,4,1,"y4",0.769896679785755
9,4,1,"y5",0.673204238204034
9,4,2,"y1",0.920159038113216
9,4,2,"y2",0.885035411779783
9,4,2,"y3",0.78429976109864
9,4,2,"y4",0.804224583676951
9,4,2,"y5",0.623336551591876
9,4,3,"y1",0.935207157621901
9,4,3,"y2",0.974057255271532
9,4,3,"y3",0.90861832905469
9,4,3,"y4",0.79167601670676
9,4,3,"y5",0.675119942667983
9,4,4,"y1",0.919872052995766
9,4,4,"y2",0.836026175179384
9,4,4,"y3",0.912964874677282
9,4,4,"y4",0.970761623316964
9,4,4,"y5",0.632305877623397
9,5,1,"y1",0.929198338710935
9,5,1,"y2",0.991928346571007
9,5,1,"y3",0.804516217088998
9,5,1,"y4",0.787924033601069
9,5,1,"y5",0.695977023010552
9,5,2,"y1",0.971192254958407
9,5,2,"y2",0.821734089727154
9,5,2,"y3",0.837317106547674
9,5,2,"y4",0.833695910743389
9,5,2,"y5",0.625668311245203
9,5,3,"y1",0.94442670071807
9,5,3,"y2",0.985564460491851
9,5,3,"y3",0.920965479135777
9,5,3,"y4",0.79287582633715
9,5,3,"y5",0.692764660663533
9,5,4,"y1",0.930036085006461
9,5,4,"y2",0.898399199183802
9,5,4,"y3",0.9335725456245
9,5,4,"y4",0.964442402484261
9,5,4,"y5",0.601421816626002
9,6,1,"y1",0.949523512238229
9,6,1,"y2",0.991498586455189
9,6,1,"y3",0.817259575086688
9,6,1,"y4",0.802793219994415
9,6,1,"y5",0.706725515629306
9,6,2,"y1",0.966469006832634
9,6,2,"y2",0.854822781277824
9,6,2,"y3",0.82732675700625
9,6,2,"y4",0.833394882962805
9,6,2,"y5",0.649617594268396
9,6,3,"y1",0.935449678804358
9,6,3,"y2",0.986826684798717
9,6,3,"y3",0.929200168432776
9,6,3,"y4",0.792303955327523
9,6,3,"y5",0.6916273082594
9,6,4,"y1",0.946639503737231
9,6,4,"y2",0.913561000767668
9,6,4,"y3",0.919447563572804
9,6,4,"y4",0.96269767780011
9,6,4,"y5",0.609952146776899
9,7,1,"y1",0.941469401193342
9,7,1,"y2",0.998629480511005
9,7,1,"y3",0.833514083017637
9,7,1,"y4",0.812721477275228
9,7,1,"y5",0.705011392095137
9,7,2,"y1",0.991319858105749
9,7,2,"y2",0.846888669901717
9,7,2,"y3",0.809940127028188
9,7,2,"y4",0.810627789434687
9,7,2,"y5",0.614281217045134
9,7,3,"y1",0.938613323952004
9,7,3,"y2",0.988655952883673
9,7,3,"y3",0.923750562250375
9,7,3,"y4",0.806075661640125
9,7,3,"y5",0.693151495575647
9,7,4,"y1",0.950096890779989
9,7,4,"y2",0.930657340034774
9,7,4,"y3",0.936422786030599
9,7,4,"y4",0.967382380347321
9,7,4,"y5",0.613176705803511
9,8,1,"y1",0.934074825590813
9,8,1,"y2",0.996954851930161
9,8,1,"y3",0.849787666426975
9,8,1,"y4",0.809299506152114
9,8,1,"y5",0.696350680823246
9,8,2,"y1",0.973532166448471
9,8,2,"y2",0.849132664863103
9,8,2,"y3",0.835462756804078
9,8,2,"y4",0.801850481478416
9,8,2,"y5",0.628741606748044
9,8,3,"y1",0.935549035973116
9,8,3,"y2",0.984571027256533
9,8,3,"y3",0.926898199282548
9,8,3,"y4",0.816429759685458
9,8,3,"y5",0.692585917534872
9,8,4,"y1",0.970073821033241
9,8,4,"y2",0.949290534023959
9,8,4,"y3",0.925501949285022
9,8,4,"y4",0.950470613013391
9,8,4,"y5",0.605460156535088
9,9,1,"y1",0.929705290548968
9,9,1,"y2",0.999768601617315
9,9,1,"y3",0.843849844794494
9,9,1,"y4",0.806028315351375
9,9,1,"y5",0.704435913665673
9,9,2,"y1",1
9,9,2,"y2",0.831968457864026
9,9,2,"y3",0.795401858689152
9,9,2,"y4",0.787825812217454
9,9,2,"y5",0.608249622616408
9,9,3,"y1",0.942216518500591
9,9,3,"y2",0.97500555642573
9,9,3,"y3",0.939234127492122
9,9,3,"y4",0.823560988492025
9,9,3,"y5",0.680231321509292
9,9,4,"y1",0.965174067057377
9,9,4,"y2",0.961126894149269
9,9,4,"y3",0.93981828119551
9,9,4,"y4",0.94302359667282
9,9,4,"y5",0.60391891803828
9,10,1,"y1",0.928556715755631
9,10,1,"y2",0.994077272488544
9,10,1,"y3",0.848153434614678
9,10,1,"y4",0.819712378484717
9,10,1,"y5",0.694522447129762
9,10,2,"y1",1
9,10,2,"y2",0.84135379060908
9,10,2,"y3",0.807216608478823
9,10,2,"y4",0.803740087001799
9,10,2,"y5",0.62117558743353
9,10,3,"y1",0.93117888016849
9,10,3,"y2",0.986299186863636
9,10,3,"y3",0.912465823399864
9,10,3,"y4",0.822094733190873
9,10,3,"y5",0.684027099170774
9,10,4,"y1",0.96798056642138
9,10,4,"y2",0.936228220869451
9,10,4,"y3",0.911858003512037
9,10,4,"y4",0.933355761472375
9,10,4,"y5",0.606025338915169
10,1,1,"y1",0.949239358214897
10,1,1,"y2",0.806138252316113
10,1,1,"y3",0.720117293699849
10,1,1,"y4",0.822716086752901
10,1,1,"y5",0.766418753201355
10,1,2,"y1",0.896817019510425
10,1,2,"y2",0.851698086162635
10,1,2,"y3",0.777965998801912
10,1,2,"y4",0.848403440989803
10,1,2,"y5",0.75879111980247
10,1,3,"y1",0.941545953282482
10,1,3,"y2",0.840764777000134
10,1,3,"y3",0.73250832652569
10,1,3,"y4",0.845220349513075
10,1,3,"y5",0.762245029336971
10,1,4,"y1",0.871142237056902
10,1,4,"y2",0.747205502904144
10,1,4,"y3",0.6263131491463
10,1,4,"y4",1
10,1,4,"y5",0.683008442529431
10,2,1,"y1",0.900752448881278
10,2,1,"y2",0.894566443898839
10,2,1,"y3",0.786835878397044
10,2,1,"y4",0.875277725908949
10,2,1,"y5",0.720626909978841
10,2,2,"y1",0.94817528002718
10,2,2,"y2",0.825523609932713
10,2,2,"y3",0.766038020738276
10,2,2,"y4",0.865735589466895
10,2,2,"y5",0.765181035185006
10,2,3,"y1",0.969348999194161
10,2,3,"y2",0.898646461797824
10,2,3,"y3",0.758221803902602
10,2,3,"y4",0.82644776234027
10,2,3,"y5",0.726843115339463
10,2,4,"y1",0.907356321873549
10,2,4,"y2",0.774214080250299
10,2,4,"y3",0.678060168585503
10,2,4,"y4",1
10,2,4,"y5",0.663431842985798
10,3,1,"y1",0.902706272840096
10,3,1,"y2",0.952788127355566
10,3,1,"y3",0.774677197727187
10,3,1,"y4",0.853880740835944
10,3,1,"y5",0.717249159332044
10,3,2,"y1",0.934980631954083
10,3,2,"y2",0.869468963225489
10,3,2,"y3",0.871364947064307
10,3,2,"y4",0.858990863349102
10,3,2,"y5",0.795009331352452
10,3,3,"y1",0.976225071522817
10,3,3,"y2",0.917978139970752
10,3,3,"y3",0.769349694059631
10,3,3,"y4",0.846140336541925
10,3,3,"y5",0.762894400004255
10,3,4,"y1",0.941189391375357
10,3,4,"y2",0.809828463627525
10,3,4,"y3",0.706053318306672
10,3,4,"y4",0.991300066500469
10,3,4,"y5",0.684350724721004
10,4,1,"y1",0.949636443045869
10,4,1,"y2",0.946718915792088
10,4,1,"y3",0.765758773134142
10,4,1,"y4",0.866714912840278
10,4,1,"y5",0.740670926897553
10,4,2,"y1",0.93882073686079
10,4,2,"y2",0.899394165895068
10,4,2,"y3",0.878680625153632
10,4,2,"y4",0.821368188901778
10,4,2,"y5",0.772128326188856
10,4,3,"y1",0.967098841643747
10,4,3,"y2",0.946717784603962
10,4,3,"y3",0.806444013486161
10,4,3,"y4",0.842515073732758
10,4,3,"y5",0.756782485793352
10,4,4,"y1",0.958484651028932
10,4,4,"y2",0.86667699297487
10,4,4,"y3",0.75363622507502
10,4,4,"y4",0.987652050215272
10,4,4,"y5",0.717307921428313
10,5,1,"y1",0.914480692889343
10,5,1,"y2",0.953972402741002
10,5,1,"y3",0.763577364039249
10,5,1,"y4",0.809383785385916
10,5,1,"y5",0.713863743022279
10,5,2,"y1",0.993881842868952
10,5,2,"y2",0.864949433529498
10,5,2,"y3",0.871958598120949
10,5,2,"y4",0.860365881106129
10,5,2,"y5",0.759032449183555
10,5,3,"y1",0.97313235174431
10,5,3,"y2",0.946749454639332
10,5,3,"y3",0.780016712288697
10,5,3,"y4",0.813492793219628
10,5,3,"y5",0.766111671019121
10,5,4,"y1",0.964906095908733
10,5,4,"y2",0.883576641781158
10,5,4,"y3",0.785823396642584
10,5,4,"y4",0.981884832062077
10,5,4,"y5",0.700822942516769
10,6,1,"y1",0.959332005874645
10,6,1,"y2",0.952908372487623
10,6,1,"y3",0.774304976415564
10,6,1,"y4",0.841775640949759
10,6,1,"y5",0.716686316981127
10,6,2,"y1",0.977083550868596
10,6,2,"y2",0.86417547586638
10,6,2,"y3",0.86259673119416
10,6,2,"y4",0.842027965062773
10,6,2,"y5",0.7707475641314
10,6,3,"y1",0.980039253113963
10,6,3,"y2",0.946586634549659
10,6,3,"y3",0.785013965256945
10,6,3,"y4",0.831387902616533
10,6,3,"y5",0.774416231896983
10,6,4,"y1",0.981913664063886
10,6,4,"y2",0.894545689990445
10,6,4,"y3",0.810857726384147
10,6,4,"y4",0.98049411683769
10,6,4,"y5",0.703374802401063
10,7,1,"y1",0.938197178008078
10,7,1,"y2",0.907802559360412
10,7,1,"y3",0.769200239919067
10,7,1,"y4",0.837563907175187
10,7,1,"y5",0.706551030369995
10,7,2,"y1",0.996546933203137
10,7,2,"y2",0.843533068431159
10,7,2,"y3",0.845353718330539
10,7,2,"y4",0.851919878027844
10,7,2,"y5",0.762277541160328
10,7,3,"y1",0.987780696510601
10,7,3,"y2",0.958536889671038
10,7,3,"y3",0.788749365509325
10,7,3,"y4",0.842908884186639
10,7,3,"y5",0.785363414424647
10,7,4,"y1",0.99210828946615
10,7,4,"y2",0.909952932028462
10,7,4,"y3",0.817758147965011
10,7,4,"y4",0.97484297847099
10,7,4,"y5",0.712434057248845
10,8,1,"y1",0.960273192637517
10,8,1,"y2",0.925182778201835
10,8,1,"y3",0.779505362551011
10,8,1,"y4",0.846479514854537
10,8,1,"y5",0.712023500212431
10,8,2,"y1",0.998318813370015
10,8,2,"y2",0.844214928743044
10,8,2,"y3",0.843994516611038
10,8,2,"y4",0.857117821103069
10,8,2,"y5",0.762070613680069
10,8,3,"y1",0.982556046667591
10,8,3,"y2",0.96000489772894
10,8,3,"y3",0.791947219383082
10,8,3,"y4",0.839175583306223
10,8,3,"y5",0.780641726198032
10,8,4,"y1",0.985541567488813
10,8,4,"y2",0.897723798427849
10,8,4,"y3",0.812209732363461
10,8,4,"y4",0.975217388372972
10,8,4,"y5",0.724900328396844
10,9,1,"y1",0.931673489595122
10,9,1,"y2",0.943521102017887
10,9,1,"y3",0.783430477486891
10,9,1,"y4",0.814434870197472
10,9,1,"y5",0.699567574531108
10,9,2,"y1",0.996376192803658
10,9,2,"y2",0.857968762243229
10,9,2,"y3",0.845275692249159
10,9,2,"y4",0.843868732196416
10,9,2,"y5",0.740967122198076
10,9,3,"y1",0.98003111957134
10,9,3,"y2",0.96196443775786
10,9,3,"y3",0.792928539878339
10,9,3,"y4",0.844299245271589
10,9,3,"y5",0.78205926409943
10,9,4,"y1",0.986736904347299
10,9,4,"y2",0.893081614010641
10,9,4,"y3",0.818197878913054
10,9,4,"y4",0.975791921115818
10,9,4,"y5",0.718211689129266
10,10,1,"y1",0.946083583759813
10,10,1,"y2",0.952275185565395
10,10,1,"y3",0.779045803480994
10,10,1,"y4",0.832878307929471
10,10,1,"y5",0.695571735420845
10,10,2,"y1",0.994979385642877
10,10,2,"y2",0.85145432341322
10,10,2,"y3",0.845993900321819
10,10,2,"y4",0.853198335277637
10,10,2,"y5",0.744179187709338
10,10,3,"y1",0.976726540599312
10,10,3,"y2",0.966113115703349
10,10,3,"y3",0.802443640816114
10,10,3,"y4",0.862007765227306
10,10,3,"y5",0.786229982781289
10,10,4,"y1",0.980668368351595
10,10,4,"y2",0.872622628983246
10,10,4,"y3",0.799784386203917
10,10,4,"y4",0.985723557102994
10,10,4,"y5",0.726692473723723
11,1,1,"y1",0.834748254582157
11,1,1,"y2",0.912629686593513
11,1,1,"y3",0.634901554828443
11,1,1,"y4",0.868245230049523
11,1,1,"y5",0.680399981319695
11,1,2,"y1",0.817530425017663
11,1,2,"y2",0.897936787436334
11,1,2,"y3",0.77159918823979
11,1,2,"y4",0.89280094122898
11,1,2,"y5",0.729788467074067
11,1,3,"y1",0.939642257400662
11,1,3,"y2",0.906583543010434
11,1,3,"y3",0.747007831382182
11,1,3,"y4",0.763352486706367
11,1,3,"y5",0.618705704184421
11,1,4,"y1",0.743274558208626
11,1,4,"y2",0.7542493737362
11,1,4,"y3",0.572597644841289
11,1,4,"y4",0.987455001644094
11,1,4,"y5",0.648547479652301
11,2,1,"y1",0.818578398820329
11,2,1,"y2",0.932177878332568
11,2,1,"y3",0.661098382158078
11,2,1,"y4",0.814976678254315
11,2,1,"y5",0.718171279518893
11,2,2,"y1",0.789968686382237
11,2,2,"y2",0.909889314832735
11,2,2,"y3",0.741019730327573
11,2,2,"y4",0.784834845246463
11,2,2,"y5",0.621323363639141
11,2,3,"y1",0.958783215462923
11,2,3,"y2",0.911043353168699
11,2,3,"y3",0.742865890506936
11,2,3,"y4",0.833483057056153
11,2,3,"y5",0.685341281664155
11,2,4,"y1",0.806496209035175
11,2,4,"y2",0.805785575787526
11,2,4,"y3",0.650107325791903
11,2,4,"y4",0.996933401885336
11,2,4,"y5",0.661991497168256
11,3,1,"y1",0.860063151765073
11,3,1,"y2",0.973799986276025
11,3,1,"y3",0.788634358248955
11,3,1,"y4",0.726675158778672
11,3,1,"y5",0.65827643212274
11,3,2,"y1",0.885039631302003
11,3,2,"y2",0.928865086226812
11,3,2,"y3",0.878616131723251
11,3,2,"y4",0.776418959227488
11,3,2,"y5",0.650173357947524
11,3,3,"y1",0.964744012461675
11,3,3,"y2",0.941428909473398
11,3,3,"y3",0.769535055303453
11,3,3,"y4",0.81912890896966
11,3,3,"y5",0.718387567649009
11,3,4,"y1",0.855064226823864
11,3,4,"y2",0.823250192941789
11,3,4,"y3",0.741233878577465
11,3,4,"y4",0.999651328141116
11,3,4,"y5",0.68187643017673
11,4,1,"y1",0.883521557397767
11,4,1,"y2",0.968344296518409
11,4,1,"y3",0.799799096108357
11,4,1,"y4",0.765015047178921
11,4,1,"y5",0.721564536460994
11,4,2,"y1",0.91292852084287
11,4,2,"y2",0.949911967722922
11,4,2,"y3",0.926059727336882
11,4,2,"y4",0.786903738757171
11,4,2,"y5",0.637423755387517
11,4,3,"y1",0.973964344431095
11,4,3,"y2",0.97362970345849
11,4,3,"y3",0.805935318182748
11,4,3,"y4",0.821949199271416
11,4,3,"y5",0.701341483285861
11,4,4,"y1",0.911493132538987
11,4,4,"y2",0.880108642456719
11,4,4,"y3",0.780701244441712
11,4,4,"y4",0.981270661607042
11,4,4,"y5",0.70863553159686
11,5,1,"y1",0.907140385410283
11,5,1,"y2",0.992750838516563
11,5,1,"y3",0.804286362506749
11,5,1,"y4",0.777961094341755
11,5,1,"y5",0.702016817713567
11,5,2,"y1",0.911672352111281
11,5,2,"y2",0.942726742480461
11,5,2,"y3",0.897524761689923
11,5,2,"y4",0.781269662290527
11,5,2,"y5",0.62993129668209
11,5,3,"y1",0.952265649984302
11,5,3,"y2",0.983260574341117
11,5,3,"y3",0.790057535060458
11,5,3,"y4",0.81054590475678
11,5,3,"y5",0.680549430178246
11,5,4,"y1",0.914061881013083
11,5,4,"y2",0.908083276837485
11,5,4,"y3",0.816275986731289
11,5,4,"y4",0.978459560902738
11,5,4,"y5",0.724778054898259
11,6,1,"y1",0.93722215920717
11,6,1,"y2",0.993791929843359
11,6,1,"y3",0.821568812353074
11,6,1,"y4",0.769391460818671
11,6,1,"y5",0.676825749359809
11,6,2,"y1",0.97096763263641
11,6,2,"y2",0.974789644232108
11,6,2,"y3",0.926655212329394
11,6,2,"y4",0.798513576729125
11,6,2,"y5",0.639202113567237
11,6,3,"y1",0.935866441212086
11,6,3,"y2",0.989663409771445
11,6,3,"y3",0.806272281117166
11,6,3,"y4",0.794829329337341
11,6,3,"y5",0.680987679139237
11,6,4,"y1",0.92072908039189
11,6,4,"y2",0.913222116492638
11,6,4,"y3",0.819956293329851
11,6,4,"y4",0.969499377715224
11,6,4,"y5",0.710609379701121
11,7,1,"y1",0.934613563459588
11,7,1,"y2",0.996348323083828
11,7,1,"y3",0.815351069805929
11,7,1,"y4",0.786738234116957
11,7,1,"y5",0.686551165201251
11,7,2,"y1",0.965535041980173
11,7,2,"y2",0.965966440762227
11,7,2,"y3",0.929133910608184
11,7,2,"y4",0.830113008738072
11,7,2,"y5",0.631594298592436
11,7,3,"y1",0.942849049938843
11,7,3,"y2",0.986860322695372
11,7,3,"y3",0.809016569245908
11,7,3,"y4",0.799276716180064
11,7,3,"y5",0.681480805170064
11,7,4,"y1",0.927639319573856
11,7,4,"y2",0.923577021948978
11,7,4,"y3",0.827069924419698
11,7,4,"y4",0.961271378216317
11,7,4,"y5",0.718355960622547
11,8,1,"y1",0.922926293933165
11,8,1,"y2",0.996598747697225
11,8,1,"y3",0.804859344543917
11,8,1,"y4",0.780019534875882
11,8,1,"y5",0.663023583715515
11,8,2,"y1",0.968381786728689
11,8,2,"y2",0.960008820114685
11,8,2,"y3",0.907649550303441
11,8,2,"y4",0.821772353607815
11,8,2,"y5",0.612795971855494
11,8,3,"y1",0.943379844294949
11,8,3,"y2",0.983757857176291
11,8,3,"y3",0.810276763500977
11,8,3,"y4",0.802369336790787
11,8,3,"y5",0.693592732638835
11,8,4,"y1",0.931003831229041
11,8,4,"y2",0.931652758102876
11,8,4,"y3",0.834311493657053
11,8,4,"y4",0.959969889850121
11,8,4,"y5",0.727790154457964
11,9,1,"y1",0.92940034887156
11,9,1,"y2",1
11,9,1,"y3",0.818697241620339
11,9,1,"y4",0.788501492505801
11,9,1,"y5",0.666097588907559
11,9,2,"y1",0.968961805992408
11,9,2,"y2",0.975735639841035
11,9,2,"y3",0.929450445357154
11,9,2,"y4",0.817026989667407
11,9,2,"y5",0.619883833741707
11,9,3,"y1",0.932611500063192
11,9,3,"y2",0.991094596078333
11,9,3,"y3",0.82472783658876
11,9,3,"y4",0.794300482025317
11,9,3,"y5",0.695702399274482
11,9,4,"y1",0.930924486073236
11,9,4,"y2",0.938146653027367
11,9,4,"y3",0.840626011216294
11,9,4,"y4",0.9607325098624
11,9,4,"y5",0.719654541589846
11,10,1,"y1",0.913414906724504
11,10,1,"y2",1
11,10,1,"y3",0.810653312942404
11,10,1,"y4",0.77871090354026
11,10,1,"y5",0.657851346612487
11,10,2,"y1",0.962482885981309
11,10,2,"y2",0.983004779264075
11,10,2,"y3",0.933181688420259
11,10,2,"y4",0.806172272735891
11,10,2,"y5",0.617625645817381
11,10,3,"y1",0.924724929048144
11,10,3,"y2",0.992434305066898
11,10,3,"y3",0.822418821619508
11,10,3,"y4",0.789964003897425
11,10,3,"y5",0.693328944145772
11,10,4,"y1",0.936924094370686
11,10,4,"y2",0.943334920288095
11,10,4,"y3",0.843352485161954
11,10,4,"y4",0.962570391995357
11,10,4,"y5",0.733893867790668
12,1,1,"y1",0.838336803901394
12,1,1,"y2",0.947354929200397
12,1,1,"y3",0.815796415688712
12,1,1,"y4",0.753486459299499
12,1,1,"y5",0.614569995517106
12,1,2,"y1",0.78982649390273
12,1,2,"y2",0.92978163069025
12,1,2,"y3",0.801128892361012
12,1,2,"y4",0.750895870842363
12,1,2,"y5",0.642729762602553
12,1,3,"y1",0.955364778803464
12,1,3,"y2",0.850582954844765
12,1,3,"y3",0.783512706426564
12,1,3,"y4",0.637112468303683
12,1,3,"y5",0.604154654021624
12,1,4,"y1",0.738755628173195
12,1,4,"y2",0.857742223431532
12,1,4,"y3",0.617493351161726
12,1,4,"y4",0.969126691014793
12,1,4,"y5",0.651263306705126
12,2,1,"y1",0.900466420526012
12,2,1,"y2",0.918443578587876
12,2,1,"y3",0.832640485757079
12,2,1,"y4",0.773633653694156
12,2,1,"y5",0.715710554051884
12,2,2,"y1",0.814965041799005
12,2,2,"y2",0.880531803540702
12,2,2,"y3",0.858204343453714
12,2,2,"y4",0.727438238458274
12,2,2,"y5",0.716105154508732
12,2,3,"y1",0.99543425929756
12,2,3,"y2",0.80238385224386
12,2,3,"y3",0.752175285063949
12,2,3,"y4",0.710286983091321
12,2,3,"y5",0.63920239755982
12,2,4,"y1",0.820534833158484
12,2,4,"y2",0.866532663799959
12,2,4,"y3",0.699503430047441
12,2,4,"y4",0.9641960819112
12,2,4,"y5",0.635399868525548
12,3,1,"y1",0.867362409321579
12,3,1,"y2",0.980230036778063
12,3,1,"y3",0.786099419559484
12,3,1,"y4",0.743218643797468
12,3,1,"y5",0.577990240420557
12,3,2,"y1",0.944986584090838
12,3,2,"y2",0.866334837525602
12,3,2,"y3",0.843622441138346
12,3,2,"y4",0.704060401449539
12,3,2,"y5",0.653381287664073
12,3,3,"y1",0.993098986124117
12,3,3,"y2",0.857175180732805
12,3,3,"y3",0.730483190364006
12,3,3,"y4",0.746136463610905
12,3,3,"y5",0.641706269025033
12,3,4,"y1",0.933655962592628
12,3,4,"y2",0.905118610126091
12,3,4,"y3",0.760574984565335
12,3,4,"y4",0.988273723349963
12,3,4,"y5",0.647508259566289
12,4,1,"y1",0.893912366646027
12,4,1,"y2",0.988538416517546
12,4,1,"y3",0.816085309217219
12,4,1,"y4",0.777860702994504
12,4,1,"y5",0.63107695914459
12,4,2,"y1",0.990660275878486
12,4,2,"y2",0.817304551052431
12,4,2,"y3",0.829133828232894
12,4,2,"y4",0.700275627027099
12,4,2,"y5",0.601458765376141
12,4,3,"y1",0.993822723215693
12,4,3,"y2",0.88916947002307
12,4,3,"y3",0.778440750072697
12,4,3,"y4",0.746046387177597
12,4,3,"y5",0.642329298671253
12,4,4,"y1",0.948811865941111
12,4,4,"y2",0.929129628410882
12,4,4,"y3",0.800163532941769
12,4,4,"y4",0.980598201718254
12,4,4,"y5",0.66144641074795
12,5,1,"y1",0.915439385566609
12,5,1,"y2",0.988081909123555
12,5,1,"y3",0.792003826775775
12,5,1,"y4",0.763074403596995
12,5,1,"y5",0.592863856294471
12,5,2,"y1",0.961574987958262
12,5,2,"y2",0.863343374037057
12,5,2,"y3",0.864589315045298
12,5,2,"y4",0.702561372670008
12,5,2,"y5",0.605531152713286
12,5,3,"y1",0.992725877046414
12,5,3,"y2",0.926309111655144
12,5,3,"y3",0.809130625203837
12,5,3,"y4",0.77712377002948
12,5,3,"y5",0.661653389178356
12,5,4,"y1",0.950117146817901
12,5,4,"y2",0.926734267499935
12,5,4,"y3",0.824538884934698
12,5,4,"y4",0.974984505867801
12,5,4,"y5",0.662024261235759
12,6,1,"y1",0.925988187130499
12,6,1,"y2",0.990114721918938
12,6,1,"y3",0.821797311104687
12,6,1,"y4",0.776713801251679
12,6,1,"y5",0.616926015858716
12,6,2,"y1",1
12,6,2,"y2",0.843473064383154
12,6,2,"y3",0.855896463890308
12,6,2,"y4",0.719710068703092
12,6,2,"y5",0.612430428575368
12,6,3,"y1",0.99687589205846
12,6,3,"y2",0.94175648845376
12,6,3,"y3",0.837732166684863
12,6,3,"y4",0.783167625693583
12,6,3,"y5",0.655792094256502
12,6,4,"y1",0.950425269686053
12,6,4,"y2",0.957474226791984
12,6,4,"y3",0.859466535099276
12,6,4,"y4",0.956192242611404
12,6,4,"y5",0.679382144972066
12,7,1,"y1",0.93465658998719
12,7,1,"y2",0.994143736332694
12,7,1,"y3",0.837253581264139
12,7,1,"y4",0.800041844642559
12,7,1,"y5",0.645794711550436
12,7,2,"y1",1
12,7,2,"y2",0.858735427756051
12,7,2,"y3",0.859542668770634
12,7,2,"y4",0.743173165432521
12,7,2,"y5",0.630151912937442
12,7,3,"y1",0.999659910976333
12,7,3,"y2",0.943845699190364
12,7,3,"y3",0.845032638043652
12,7,3,"y4",0.784471406275385
12,7,3,"y5",0.665090368861828
12,7,4,"y1",0.956735586179412
12,7,4,"y2",0.970992762988162
12,7,4,"y3",0.864284500003609
