"scenario","run","method","ARI","NMI","seconds"
"nuisance50",24,"longTAPIO-random_weighted_95",0.902861797577834,0.907509107160339,1.86299999999756
"nuisance50",24,"longTAPIO-first",0.966889326733625,0.963749350121208,1.6929999999993
"nuisance50",24,"longTAPIO-screened",0.966889326733625,0.963749350121208,4.2329999999929
"nuisance50",24,"clusterMLD",0.892066490517011,0.910821663190778,1.61900000000605
"nuisance50",24,"kml3d",0.666762354723601,0.699995808946654,2.02000000000407
"nuisance50",25,"longTAPIO-random_weighted",0.869679785990036,0.837837803966389,1.74400000000605
"nuisance50",25,"longTAPIO-random_weighted_95",0.902248840772791,0.893862837719564,1.89499999998952
"nuisance50",25,"longTAPIO-first",0.949713558243157,0.942336685447826,1.69100000000617
"nuisance50",25,"longTAPIO-screened",0.949713558243157,0.942336685447826,4.23700000000827
"nuisance50",25,"clusterMLD",0.846442932692499,0.854647124917902,1.59200000000419
"nuisance50",25,"kml3d",0.617720559496879,0.653097560686855,2.01699999999255
"nuisance50",26,"longTAPIO-random_weighted",0.731145298334262,0.757044443996999,1.7390000000014
"nuisance50",26,"longTAPIO-random_weighted_95",0.748586598301148,0.766017841209522,1.78300000001036
"nuisance50",26,"longTAPIO-first",1,1,1.82000000000698
"nuisance50",26,"longTAPIO-screened",1,1,4.35800000000745
"nuisance50",26,"clusterMLD",0.983226974646172,0.978804661269229,1.59700000000885
"nuisance50",26,"kml3d",0.698662067770717,0.725365302449025,2.00500000000466
"nuisance50",27,"longTAPIO-random_weighted",0.526259963378897,0.58459061639597,1.73699999999371
"nuisance50",27,"longTAPIO-random_weighted_95",0.749009976615471,0.797731651914498,1.77499999999418
"nuisance50",27,"longTAPIO-first",0.838851566537274,0.855711684216813,1.85300000000279
"nuisance50",27,"longTAPIO-screened",0.851618992768926,0.86652769109907,4.40099999999802
"nuisance50",27,"clusterMLD",0.493150684931507,0.618320811669958,1.70500000000175
"nuisance50",27,"kml3d",0.533436165903213,0.598696587143735,1.89299999999639
"nuisance50",28,"longTAPIO-random_weighted",0.741176423611527,0.731878693329315,1.74699999998847
"nuisance50",28,"longTAPIO-random_weighted_95",0.790043879916743,0.815787899914155,1.86800000000221
"nuisance50",28,"longTAPIO-first",1,1,1.69099999999162
"nuisance50",28,"longTAPIO-screened",1,1,4.24099999999453
"nuisance50",28,"clusterMLD",1,1,1.7219999999943
"nuisance50",28,"kml3d",0.705495825527328,0.723060001443247,1.88000000000466
"nuisance50",29,"longTAPIO-random_weighted",0.746888688584215,0.759925874869616,1.74599999999919
"nuisance50",29,"longTAPIO-random_weighted_95",0.641047739355946,0.701839539846502,1.86699999999837
"nuisance50",29,"longTAPIO-first",0.818372461766662,0.866884550123372,1.69700000000012
"nuisance50",29,"longTAPIO-screened",0.807871569135163,0.860675523710856,4.2390000000014
"nuisance50",29,"clusterMLD",0.891787034262311,0.89986219754549,1.61000000000058
"nuisance50",29,"kml3d",0.725811405345682,0.717841028806533,1.98999999999069
"nuisance50",30,"longTAPIO-random_weighted",0.74422894967082,0.763452243846427,1.72599999999511
"nuisance50",30,"longTAPIO-random_weighted_95",0.781386137032467,0.760296191082416,1.77300000000105
"nuisance50",30,"longTAPIO-first",0.852952833927864,0.88719873517385,1.81600000000617
"nuisance50",30,"longTAPIO-screened",0.829388373414126,0.873355651440036,4.35600000001432
"nuisance50",30,"clusterMLD",0.919636248704746,0.91880873027997,1.58300000001327
"nuisance50",30,"kml3d",0.701050598041905,0.710360705085549,1.91599999999744
"nuisance100",1,"longTAPIO-random_weighted",0.419960831515932,0.468262137516999,1.78600000000733
"nuisance100",1,"longTAPIO-random_weighted_95",0.423030806671811,0.423700847863334,1.8070000000007
"nuisance100",1,"longTAPIO-first",0.717232683843702,0.774812874498495,1.82200000000012
"nuisance100",1,"longTAPIO-screened",0.773783192453462,0.816341724769062,4.45799999999872
"nuisance100",1,"clusterMLD",0.743348064401515,0.755062724395501,2.54399999999441
"nuisance100",1,"kml3d",0.16138319487264,0.202704990822353,7.23500000000058
"nuisance100",2,"longTAPIO-random_weighted",0.669540711645471,0.658319259416875,1.84199999998964
"nuisance100",2,"longTAPIO-random_weighted_95",0.298188034992373,0.307626420520705,1.9320000000007
"nuisance100",2,"longTAPIO-first",0.983226974646172,0.978804661269229,1.77300000000105
"nuisance100",2,"longTAPIO-screened",0.966889326733625,0.963749350121208,4.2780000000057
"nuisance100",2,"clusterMLD",0.856437120389485,0.873149455900789,2.51799999999639
"nuisance100",2,"kml3d",0.195139597305725,0.242783593852573,7.125
"nuisance100",3,"longTAPIO-random_weighted",0.474891852560652,0.500508434552702,1.88999999999942
"nuisance100",3,"longTAPIO-random_weighted_95",0.668017764133559,0.66647856092747,1.81600000000617
"nuisance100",3,"longTAPIO-first",0.771052998281388,0.838040237825178,1.83199999999488
"nuisance100",3,"longTAPIO-screened",0.818372461766662,0.866884550123372,4.4829999999929
"nuisance100",3,"clusterMLD",0.918311054530023,0.909014745634425,2.54899999999907
"nuisance100",3,"kml3d",0.294789659961471,0.308922592464448,7.36000000000058
"nuisance100",4,"longTAPIO-random_weighted",0.567296182738614,0.563570619230514,1.96099999999569
"nuisance100",4,"longTAPIO-random_weighted_95",0.317978366281238,0.359622584419308,1.76799999999639
"nuisance100",4,"longTAPIO-first",0.840229153405474,0.825515373003719,1.78500000000349
"nuisance100",4,"longTAPIO-screened",0.88959790174841,0.894151581249683,4.30100000000675
"nuisance100",4,"clusterMLD",0.861924652806868,0.876259476771262,2.63400000000547
"nuisance100",4,"kml3d",0.294975357219841,0.308436923369732,7.17699999999604
"nuisance100",5,"longTAPIO-random_weighted",0.438060388422333,0.519408460374183,1.95500000000175
"nuisance100",5,"longTAPIO-random_weighted_95",0.567453231547284,0.560577970809067,1.76600000000326
"nuisance100",5,"longTAPIO-first",0.983226974646172,0.978804661269229,1.78299999999581
"nuisance100",5,"longTAPIO-screened",0.983226974646172,0.978804661269229,4.29099999999744
"nuisance100",5,"clusterMLD",0.950530191045039,0.936755041629734,2.62600000000384
"nuisance100",5,"kml3d",0.232318547094604,0.26710003946475,7.11100000000442
"nuisance100",6,"longTAPIO-random_weighted",0.304159713900679,0.326398311561647,1.9890000000014
"nuisance100",6,"longTAPIO-random_weighted_95",0.255544702149732,0.291533416752017,1.76900000000023
"nuisance100",6,"longTAPIO-first",0.584247990097889,0.642192827189989,1.77499999999418
"nuisance100",6,"longTAPIO-screened",0.773250674743951,0.817764257934008,4.25099999998929
"nuisance100",6,"clusterMLD",0.719650662000304,0.748176940469783,2.60000000000582
"nuisance100",6,"kml3d",0.145669118673126,0.161169236932341,7.21399999999267
"nuisance100",7,"longTAPIO-random_weighted",0.325806286437417,0.406553263116117,1.92600000000675
"nuisance100",7,"longTAPIO-random_weighted_95",0.406968662404815,0.469958606704784,1.77199999999721
"nuisance100",7,"longTAPIO-first",0.856437120389485,0.873149455900789,1.77499999999418
"nuisance100",7,"longTAPIO-screened",0.829388373414126,0.873355651440036,4.30299999998533
"nuisance100",7,"clusterMLD",0.580491508787525,0.682351793502133,2.61299999999756
"nuisance100",7,"kml3d",0.174639586713665,0.219932708420095,7.16500000000815
"nuisance100",8,"longTAPIO-random_weighted",0.577946470189622,0.609826142171855,1.9890000000014
"nuisance100",8,"longTAPIO-random_weighted_95",0.3483572296093,0.356338265496787,1.81700000001001
"nuisance100",8,"longTAPIO-first",0.847377253375307,0.852011961959682,1.84200000000419
"nuisance100",8,"longTAPIO-screened",0.892066490517011,0.910821663190778,4.5109999999986
"nuisance100",8,"clusterMLD",0.856748153042225,0.848129942552282,2.55999999999767
"nuisance100",8,"kml3d",0.302307813225418,0.330277449930694,7.28100000000268
"nuisance100",9,"longTAPIO-random_weighted",0.531681993118084,0.505239511688965,1.81000000001222
"nuisance100",9,"longTAPIO-random_weighted_95",0.330686584314852,0.416652283431815,1.96600000000035
"nuisance100",9,"longTAPIO-first",0.933983763281948,0.921699730481713,1.7780000000057
"nuisance100",9,"longTAPIO-screened",0.935476636711679,0.930427410307807,4.30200000001059
"nuisance100",9,"clusterMLD",0.627186849549021,0.696217250862329,2.63799999999173
"nuisance100",9,"kml3d",0.291411184362178,0.287529309350187,7.27599999999802
"nuisance100",10,"longTAPIO-random_weighted",0.528337820203849,0.532601671217682,1.8179999999993
"nuisance100",10,"longTAPIO-random_weighted_95",0.421976730520625,0.475934268359058,1.84799999999814
"nuisance100",10,"longTAPIO-first",0.876062790056242,0.879260964861586,1.92500000000291
"nuisance100",10,"longTAPIO-screened",0.728237019653857,0.790610624054628,4.43500000001222
"nuisance100",10,"clusterMLD",0.788790496673756,0.787588076306579,2.52600000001257
"nuisance100",10,"kml3d",0.15866097891076,0.177524973383679,7.11599999999453
"nuisance100",11,"longTAPIO-random_weighted",0.671971706454465,0.66442347436355,1.88999999999942
"nuisance100",11,"longTAPIO-random_weighted_95",0.241018094356491,0.257399438374293,1.78500000000349
"nuisance100",11,"longTAPIO-first",0.816193313790507,0.800587052051258,1.78300000001036
"nuisance100",11,"longTAPIO-screened",0.759197204765255,0.80521442682662,4.30400000000373
"nuisance100",11,"clusterMLD",0.757355544153153,0.786091618911596,2.58499999999185
"nuisance100",11,"kml3d",0.224676092607949,0.28365838487389,7.28900000000431
"nuisance100",12,"longTAPIO-random_weighted",0.508671762286276,0.585650793082195,1.79599999998754
"nuisance100",12,"longTAPIO-random_weighted_95",0.61255007310376,0.623994246133477,1.96300000000338
"nuisance100",12,"longTAPIO-first",0.763277081645195,0.814143287494583,1.76900000000023
"nuisance100",12,"longTAPIO-screened",1,1,4.28299999999581
"nuisance100",12,"clusterMLD",0.95099722625809,0.950945708892087,2.68099999999686
"nuisance100",12,"kml3d",0.174418390804598,0.295916203278775,7.26399999999558
"nuisance100",13,"longTAPIO-random_weighted",0.150161432770128,0.181612451366366,1.83400000000256
"nuisance100",13,"longTAPIO-random_weighted_95",0.305031858512475,0.354488285330665,1.88700000000244
"nuisance100",13,"longTAPIO-first",0.917904443990826,0.908780476017919,1.91500000000815
"nuisance100",13,"longTAPIO-screened",1,1,4.43799999999464
"nuisance100",13,"clusterMLD",0.775424624006952,0.775836964013713,2.50299999999697
"nuisance100",13,"kml3d",0.152048385256191,0.187187986113326,7.09799999999814
"nuisance100",14,"longTAPIO-random_weighted",0.213100081054399,0.238218122889206,1.89100000000326
"nuisance100",14,"longTAPIO-random_weighted_95",0.428415455066726,0.476370569710356,1.78100000000268
"nuisance100",14,"longTAPIO-first",0.835705138179076,0.848597410291854,1.78899999998976
"nuisance100",14,"longTAPIO-screened",0.852952833927864,0.88719873517385,4.27399999999034
"nuisance100",14,"clusterMLD",0.618736745810637,0.707609322538457,2.60800000000745
"nuisance100",14,"kml3d",0.166763848396501,0.194949486510344,7.2439999999915
"nuisance100",15,"longTAPIO-random_weighted",0.325230750908116,0.374134814042308,1.86100000000442
"nuisance100",15,"longTAPIO-random_weighted_95",0.475316925925494,0.513882799426847,1.91300000000047
"nuisance100",15,"longTAPIO-first",0.709568811386909,0.761975543436761,1.77700000000186
"nuisance100",15,"longTAPIO-screened",0.771052998281388,0.838040237825178,4.30299999999988
"nuisance100",15,"clusterMLD",0.688474626763065,0.765684723032587,2.62900000000081
"nuisance100",15,"kml3d",0.212371845535605,0.26999149576443,7.21899999999732
"nuisance100",16,"longTAPIO-random_weighted",0.375219767437426,0.458802781941698,1.80999999999767
"nuisance100",16,"longTAPIO-random_weighted_95",0.405102465615697,0.428090632016397,1.96400000000722
"nuisance100",16,"longTAPIO-first",0.8634580849649,0.882132819102912,1.77700000000186
"nuisance100",16,"longTAPIO-screened",1,1,4.29800000000978
"nuisance100",16,"clusterMLD",0.630447775186622,0.680361331048809,2.53399999999965
"nuisance100",16,"kml3d",0.268521585513967,0.293223087058333,7.24300000000221
"nuisance100",17,"longTAPIO-random_weighted",0.400860939547071,0.460463243700425,1.8130000000092
"nuisance100",17,"longTAPIO-random_weighted_95",0.256787548320542,0.363930450396097,1.85299999998824
"nuisance100",17,"longTAPIO-first",0.833554802692748,0.853442289467468,1.91899999999441
"nuisance100",17,"longTAPIO-screened",0.83302387426778,0.85227632294736,4.44000000000233
"nuisance100",17,"clusterMLD",0.667195745095582,0.750000000000001,2.49200000001292
"nuisance100",17,"kml3d",0.204141359006817,0.21818144168685,7.07600000000093
"nuisance100",18,"longTAPIO-random_weighted",0.456582851498238,0.488470494874928,1.80100000000675
"nuisance100",18,"longTAPIO-random_weighted_95",0.203445237961349,0.247262117853872,1.83499999999185
"nuisance100",18,"longTAPIO-first",0.950530191045039,0.936755041629734,1.96600000000035
"nuisance100",18,"longTAPIO-screened",0.966889326733625,0.963749350121208,4.55199999999604
"nuisance100",18,"clusterMLD",0.870755000300318,0.858715448735129,2.70100000000093
"nuisance100",18,"kml3d",0.453650186903693,0.461628494198804,7.47599999999511
"nuisance100",19,"longTAPIO-random_weighted",0.555708357748466,0.566219466132566,1.89299999999639
"nuisance100",19,"longTAPIO-random_weighted_95",0.484717838782032,0.490264070126585,1.89599999999336
"nuisance100",19,"longTAPIO-first",1,1,1.79200000000128
"nuisance100",19,"longTAPIO-screened",1,1,4.3350000000064
"nuisance100",19,"clusterMLD",0.903173076923077,0.886469797463349,2.63500000000931
"nuisance100",19,"kml3d",0.144162889795072,0.168291281167293,7.33899999999267
"nuisance100",20,"longTAPIO-random_weighted",0.237528273074848,0.290783540569775,1.83099999999104
"nuisance100",20,"longTAPIO-random_weighted_95",0.426918589450928,0.485201532824356,1.87200000000303
"nuisance100",20,"longTAPIO-first",0.562101964674189,0.643143322257244,1.92699999999604
"nuisance100",20,"longTAPIO-screened",0.633659854819372,0.731423116043128,4.41799999999057
"nuisance100",20,"clusterMLD",0.707648804189816,0.7245445487999,2.5109999999986
"nuisance100",20,"kml3d",0.27983115565897,0.284084394157818,7.38799999999173
"nuisance100",21,"longTAPIO-random_weighted",0.554422624539206,0.57093196008583,1.87600000000384
"nuisance100",21,"longTAPIO-random_weighted_95",0.491170346351311,0.531934767390648,1.91699999998673
"nuisance100",21,"longTAPIO-first",0.983226974646172,0.978804661269229,1.79200000000128
"nuisance100",21,"longTAPIO-screened",1,1,4.32399999999325
"nuisance100",21,"clusterMLD",0.852302759152863,0.842458954354832,2.63899999999558
"nuisance100",21,"kml3d",0.420487170365899,0.423315420166616,7.3920000000071
"nuisance100",22,"longTAPIO-random_weighted",0.372072931760973,0.393483291395991,1.92200000000594
"nuisance100",22,"longTAPIO-random_weighted_95",0.229085658014067,0.246810158723495,1.78500000000349
"nuisance100",22,"longTAPIO-first",0.934422487837107,0.921705664569858,1.79499999999825
"nuisance100",22,"longTAPIO-screened",1,1,4.33199999999488
"nuisance100",22,"clusterMLD",0.888958325822127,0.882726775237604,2.6140000000014
"nuisance100",22,"kml3d",0.301295729699419,0.301998530653677,7.35899999999674
"nuisance100",23,"longTAPIO-random_weighted",0.438853125894892,0.455613731455371,1.78500000000349
"nuisance100",23,"longTAPIO-random_weighted_95",0.313782730751557,0.322678421694613,1.85400000000664
"nuisance100",23,"longTAPIO-first",0.815635107292418,0.852160312709265,1.95799999999872
"nuisance100",23,"longTAPIO-screened",0.829388373414126,0.873355651440036,4.57000000000698
"nuisance100",23,"clusterMLD",0.836199181413553,0.860264645418045,2.68099999999686
"nuisance100",23,"kml3d",0.219407910192604,0.23530714073209,7.2329999999929
"nuisance100",24,"longTAPIO-random_weighted",0.363660899626512,0.410924934157829,1.87799999999697
"nuisance100",24,"longTAPIO-random_weighted_95",0.184541369763536,0.230098114391255,1.79399999999441
"nuisance100",24,"longTAPIO-first",0.724524343140527,0.76951999625247,1.80800000000454
"nuisance100",24,"longTAPIO-screened",0.767760756847414,0.817190746570644,4.44199999999546
"nuisance100",24,"clusterMLD",0.746153573244717,0.777372780144847,2.49899999999616
"nuisance100",24,"kml3d",0.180305213110307,0.194642625496574,7.41999999999825
"nuisance100",25,"longTAPIO-random_weighted",0.31367080795035,0.39366718962106,1.89800000000105
"nuisance100",25,"longTAPIO-random_weighted_95",0.34211134482583,0.392327094107051,1.9320000000007
